OrderID,CustomerID,OrderDate,OrderStatus,payment_method,shipping_city,shipping_state,shipping_cost,discount_amount,TotalAmount
100,19296,2023-12-10 12:42:23.254687,Completed,PayPal,City70,OH,16.59,11.37,1691.0199999999998
101,8926,2022-12-20 10:07:34.799471,Completed,Apple Pay,City73,OH,10.68,202.58,2406.31
105,4501,2023-11-01 03:36:11.485868,Completed,Apple Pay,City71,MI,22.88,0.0,2523.44
107,6747,2021-12-02 00:59:07.926193,Completed,Credit Card,City23,TX,6.26,0.0,4822.18
108,12156,2022-11-10 22:39:07.662245,Cancelled,Debit Card,City16,FL,17.54,0.0,926.21
120,8127,2022-03-12 05:51:23.790932,Completed,Debit Card,City63,CA,4.92,0.0,5212.28
121,10827,2023-12-05 22:10:10.364757,Completed,Apple Pay,City12,MI,7.17,0.0,870.8299999999999
123,10073,2023-12-19 20:45:35.310701,Completed,Credit Card,City57,FL,16.07,0.0,8161.1
127,19775,2023-12-30 00:21:48.808403,Completed,Apple Pay,City21,IL,21.33,0.0,2433.47
133,17231,2023-05-04 04:09:18.462021,Completed,Debit Card,City8,NC,2.78,0.0,5586.469999999999
134,18395,2021-10-03 01:11:29.153539,Completed,Apple Pay,City48,TX,1.71,0.0,1644.82
135,7358,2022-06-09 10:07:50.439302,Completed,PayPal,City78,MI,19.98,0.0,1904.06
137,4205,2023-09-09 20:18:16.919479,Completed,Apple Pay,City96,MI,2.81,21.98,1761.64
139,7161,2023-12-29 15:32:59.997088,Completed,Apple Pay,City25,PA,9.45,0.0,1667.55
143,5168,2023-06-08 05:52:42.772920,Completed,Debit Card,City2,IL,2.4,0.0,147.47
144,262,2023-12-29 14:17:39.176689,Completed,PayPal,City38,MI,3.96,332.85,6003.52
147,3774,2023-11-27 19:02:59.227072,Cancelled,Credit Card,City3,PA,9.62,0.0,415.32
150,16993,2023-07-17 07:22:14.683484,Completed,Debit Card,City77,TX,17.76,0.0,1383.06
154,4323,2023-08-28 01:33:44.359661,Completed,Debit Card,City72,TX,24.2,0.0,1687.8
164,15122,2023-08-07 16:36:33.170093,Returned,Debit Card,City65,FL,15.95,0.0,3604.67
167,12833,2021-12-24 19:15:36.489093,Completed,Debit Card,City27,CA,12.49,337.88,4476.23
168,19083,2023-02-10 12:14:33.703313,Completed,Credit Card,City21,NY,16.97,0.0,4155.800000000001
169,15446,2023-12-24 22:32:22.816025,Completed,PayPal,City39,CA,18.07,519.3,5929.23
174,11813,2022-11-03 11:55:08.361475,Completed,Apple Pay,City90,TX,20.66,0.0,9702.88
177,7252,2022-05-22 22:21:39.295257,Completed,Debit Card,City28,MI,3.32,0.0,2715.7000000000003
182,13350,2022-04-05 05:10:57.825271,Completed,Debit Card,City62,MI,14.71,191.83,1837.0
189,18988,2022-12-14 07:07:20.134483,Completed,Apple Pay,City77,MI,2.71,0.0,1114.41
190,12985,2023-05-19 11:45:18.938523,Completed,PayPal,City6,NC,8.83,0.0,2140.12
194,4616,2023-12-01 13:02:14.281363,Completed,Debit Card,City42,NY,13.03,0.0,1602.1899999999998
196,19090,2023-12-27 23:42:36.658069,Returned,Credit Card,City68,IL,0.22,0.0,3358.68
198,2939,2023-02-22 08:25:50.865137,Completed,PayPal,City71,PA,12.52,0.0,1508.82
199,15968,2023-06-04 10:50:32.379998,Completed,Debit Card,City23,MI,21.0,0.0,7178.56
200,9374,2021-12-25 10:53:05.182626,Completed,PayPal,City56,GA,5.69,86.95,10317.88
201,8635,2023-08-03 09:56:01.841314,Completed,Credit Card,City15,PA,16.22,569.75,5222.04
209,11087,2023-01-20 05:56:57.781617,Completed,Debit Card,City59,GA,17.46,0.0,7230.05
210,11036,2023-12-20 01:56:21.245290,Completed,Debit Card,City3,FL,19.06,0.0,2397.7000000000003
212,4374,2023-11-03 11:20:42.469548,Cancelled,PayPal,City16,PA,0.26,0.0,2028.55
217,3533,2023-06-08 10:12:08.724846,Returned,Credit Card,City13,PA,2.27,0.0,534.79
220,13379,2022-08-30 00:49:38.030901,Completed,PayPal,City93,CA,24.68,0.0,69.56
228,11383,2023-05-04 08:56:52.417143,Completed,PayPal,City41,NC,22.37,0.0,3083.39
229,10329,2023-04-11 15:02:58.352999,Completed,PayPal,City57,TX,23.49,0.0,2732.0299999999997
230,1857,2023-01-19 02:43:47.980876,Completed,Apple Pay,City16,NY,1.63,0.0,711.43
231,12131,2023-06-23 09:24:04.692227,Completed,Debit Card,City54,OH,18.82,0.0,1848.83
232,2564,2023-11-04 23:19:18.697986,Completed,Credit Card,City98,OH,20.76,143.71,835.14
233,5671,2023-11-16 06:58:33.564513,Completed,PayPal,City3,PA,5.25,0.0,3378.06
235,8465,2023-07-29 06:29:01.698867,Completed,Credit Card,City63,TX,22.46,191.62,2283.94
238,4320,2021-05-01 22:46:35.469935,Returned,Credit Card,City93,MI,4.65,0.0,3205.26
239,17701,2022-09-08 14:10:55.409469,Completed,PayPal,City47,GA,10.54,12.1,786.2799999999999
241,19056,2023-12-28 04:49:06.566949,Completed,Credit Card,City65,NC,13.04,33.84,2664.62
245,12233,2022-07-07 01:55:50.965708,Returned,Credit Card,City18,MI,13.96,0.0,654.5400000000001
253,19685,2023-11-28 22:27:48.550175,Completed,Apple Pay,City72,NC,10.53,17.95,393.44
259,11125,2023-04-18 06:07:02.943219,Completed,Credit Card,City77,NC,8.18,221.83,895.5099999999999
261,10377,2023-07-09 15:39:51.617315,Completed,PayPal,City38,NY,4.91,24.0,3847.4
270,3268,2023-01-22 16:50:16.350621,Completed,Apple Pay,City66,CA,4.8,0.0,3628.89
271,2817,2023-12-22 10:43:54.166512,Completed,Credit Card,City11,MI,0.3,97.41,2338.4300000000003
276,1639,2023-06-30 19:14:24.031533,Completed,PayPal,City99,MI,9.82,132.9,1472.36
277,2423,2022-12-12 02:59:26.035108,Completed,Debit Card,City18,NY,7.4,0.0,2974.2000000000003
278,1622,2023-08-05 05:26:17.702822,Completed,Debit Card,City39,PA,19.29,24.23,2252.17
289,18271,2023-10-19 22:24:51.314864,Completed,Credit Card,City50,OH,17.7,185.95,4508.03
291,9479,2021-07-29 07:58:24.221045,Completed,PayPal,City64,GA,18.03,153.9,1458.21
293,12350,2023-09-11 11:48:21.696968,Completed,Debit Card,City10,MI,2.26,0.0,2694.8
296,6304,2023-10-10 09:57:37.936265,Completed,Debit Card,City25,CA,4.11,42.85,2003.38
300,14511,2023-10-11 22:59:08.602353,Completed,Debit Card,City75,TX,4.28,0.0,1648.4
302,16993,2023-08-24 23:40:24.402081,Completed,Credit Card,City76,CA,14.68,228.31,2416.21
304,10833,2022-01-21 12:53:39.809038,Completed,PayPal,City51,FL,23.65,14.1,80.03
306,5447,2023-08-12 16:14:01.352364,Completed,Apple Pay,City9,MI,1.81,0.0,4379.9400000000005
309,11448,2021-12-05 05:14:25.737183,Completed,Credit Card,City12,PA,5.34,0.0,4494.9400000000005
315,13570,2023-12-18 01:16:47.267599,Cancelled,Apple Pay,City54,MI,23.44,94.98,2531.1400000000003
316,6062,2023-01-30 08:21:46.563465,Completed,PayPal,City88,TX,12.26,590.86,3497.6100000000006
317,16319,2022-08-17 18:13:33.530258,Completed,Credit Card,City52,NC,9.55,193.75,1947.11
319,11754,2023-08-26 10:10:29.215768,Completed,Apple Pay,City86,TX,16.36,0.0,4754.139999999999
320,575,2023-07-07 06:05:14.393855,Completed,Debit Card,City2,MI,24.94,150.12,625.4100000000001
321,13087,2023-01-20 21:57:57.742597,Completed,Apple Pay,City57,NY,12.95,0.0,1766.9
324,12088,2023-06-18 00:18:17.657498,Completed,Debit Card,City41,NY,6.49,33.08,1796.9
333,5052,2023-08-02 07:22:44.802233,Completed,PayPal,City34,NY,0.61,0.0,156.07000000000002
335,9721,2023-09-29 16:41:16.105074,Completed,Apple Pay,City44,TX,19.63,0.0,1731.73
338,8494,2023-01-07 08:23:13.026366,Completed,PayPal,City10,MI,12.67,0.0,1586.54
341,6375,2023-02-08 08:00:26.195393,Completed,PayPal,City100,PA,22.57,0.0,1089.4399999999998
343,17640,2023-11-13 03:30:41.381953,Completed,PayPal,City54,GA,19.7,0.0,798.8100000000001
346,7355,2023-12-04 08:55:50.658693,Completed,PayPal,City59,IL,17.66,97.7,1084.99
347,5146,2021-04-02 17:41:45.288395,Completed,Apple Pay,City34,FL,20.65,0.0,6147.92
348,2743,2023-12-29 22:34:38.541262,Completed,Credit Card,City11,FL,5.01,0.0,972.7
349,4976,2021-09-07 01:40:47.879574,Completed,Credit Card,City49,MI,19.47,0.0,4926.97
355,14269,2023-11-07 07:04:17.935728,Completed,Debit Card,City57,OH,20.02,0.0,2027.88
357,13156,2022-12-22 19:52:33.736979,Completed,Apple Pay,City20,IL,8.4,0.0,792.06
361,17605,2021-08-07 12:40:58.677564,Completed,PayPal,City45,OH,16.4,0.0,2921.23
367,16313,2022-07-03 18:32:37.517966,Completed,PayPal,City23,PA,3.25,43.16,4867.1
369,10279,2023-03-12 18:45:58.801508,Completed,Credit Card,City40,PA,8.49,0.0,1757.29
370,12705,2023-06-06 11:17:04.088148,Completed,Apple Pay,City39,IL,0.42,0.0,171.48999999999998
375,5908,2021-08-12 03:42:01.657178,Completed,PayPal,City3,GA,12.37,0.0,4306.54
380,2096,2021-04-27 00:01:45.411816,Completed,Credit Card,City6,GA,16.8,0.0,5971.01
385,18624,2023-08-09 19:10:33.909976,Completed,Credit Card,City45,CA,18.57,196.81,2262.84
387,14632,2022-07-12 10:41:48.160250,Completed,Debit Card,City66,IL,4.84,0.0,2131.76
389,19467,2023-12-18 17:06:32.036859,Completed,Debit Card,City54,GA,24.21,301.9,8466.14
391,17264,2022-03-17 15:58:03.812645,Completed,PayPal,City10,NY,9.44,0.0,2082.92
392,5272,2023-08-06 03:21:32.509089,Completed,PayPal,City75,GA,1.64,0.0,315.61
395,7188,2023-12-23 21:01:42.807150,Cancelled,Apple Pay,City88,FL,14.16,129.88,6082.349999999999
397,5509,2023-05-17 08:57:39.075479,Completed,Debit Card,City88,CA,11.54,0.0,2141.18
401,17825,2022-07-27 12:31:31.537839,Completed,PayPal,City21,TX,2.38,126.65,1469.77
406,18017,2023-03-15 14:40:40.901778,Completed,PayPal,City95,IL,12.12,0.0,1614.53
408,5304,2023-11-16 00:14:18.377480,Completed,PayPal,City47,OH,16.93,0.0,1614.77
414,14988,2023-08-20 02:53:02.079285,Returned,Credit Card,City94,NY,7.3,183.72,3325.04
415,7998,2023-11-15 20:39:32.699581,Completed,Credit Card,City4,MI,16.52,0.0,3049.06
416,5811,2023-10-14 22:28:34.656230,Returned,Credit Card,City39,IL,13.12,51.32,1956.61
417,6777,2023-10-04 22:44:02.909310,Completed,Apple Pay,City50,OH,15.94,0.0,1432.0800000000002
422,2730,2023-05-11 00:14:51.717353,Completed,Apple Pay,City11,CA,24.35,0.0,1330.08
424,17772,2023-10-31 08:31:34.164231,Completed,Credit Card,City55,CA,2.51,0.0,4135.8
426,14906,2021-09-02 02:26:17.249889,Completed,Apple Pay,City76,OH,18.04,0.0,4428.43
432,19949,2022-11-22 20:35:39.232466,Completed,Credit Card,City80,TX,11.47,0.0,8784.629999999997
438,10662,2023-05-03 11:45:36.540537,Completed,Apple Pay,City71,TX,3.11,97.72,2023.52
443,12132,2023-09-14 23:22:41.015804,Completed,Debit Card,City17,FL,2.05,0.0,2520.38
445,17637,2023-12-19 11:56:17.583933,Completed,PayPal,City44,NY,24.33,19.25,1433.91
447,2460,2023-08-07 02:52:28.268836,Completed,Debit Card,City5,IL,1.23,0.0,2561.64
448,15306,2023-07-01 13:20:53.259394,Completed,PayPal,City93,PA,0.61,0.0,1432.5
449,13427,2022-09-24 07:32:21.717168,Completed,PayPal,City46,FL,4.94,0.0,1930.41
450,16488,2023-03-02 07:42:26.178723,Completed,Apple Pay,City70,NY,4.39,0.0,1469.7900000000002
451,11546,2023-12-21 20:40:23.863649,Completed,Debit Card,City92,TX,0.6,555.97,6653.92
459,12350,2023-05-27 13:27:01.011826,Completed,Debit Card,City32,CA,11.3,0.0,1730.84
462,11597,2023-08-19 11:03:22.934173,Completed,Apple Pay,City24,OH,9.63,6.73,185.83
475,9979,2023-04-15 04:51:51.368659,Cancelled,Credit Card,City70,OH,6.98,92.36,2363.69
478,18430,2021-08-13 12:37:36.510606,Returned,Debit Card,City78,IL,0.87,855.84,3424.25
479,19507,2022-08-23 04:37:15.973134,Completed,Debit Card,City30,GA,5.59,0.0,5597.1
485,19932,2023-10-03 07:35:29.914888,Completed,PayPal,City80,IL,7.55,353.93,1423.28
493,19146,2022-10-30 18:33:46.477676,Completed,Credit Card,City38,NY,18.83,0.0,174.29000000000002
494,8691,2023-01-18 22:55:18.748711,Completed,PayPal,City79,IL,13.84,0.0,1841.73
495,324,2023-06-29 02:25:39.314581,Completed,PayPal,City52,MI,9.62,0.0,3533.44
503,9499,2023-01-12 20:09:07.291254,Completed,Apple Pay,City48,IL,17.45,97.3,8931.31
508,7257,2023-01-02 12:54:40.653278,Completed,Debit Card,City40,FL,23.04,0.0,325.90000000000003
509,17683,2022-12-25 13:46:20.668701,Cancelled,Credit Card,City23,TX,16.94,0.0,251.55
513,17723,2022-10-07 23:44:46.418373,Completed,Credit Card,City58,IL,10.92,0.0,1844.02
514,19498,2023-10-02 00:07:06.374302,Completed,Credit Card,City91,PA,1.21,0.0,1595.49
519,14650,2023-08-01 23:35:02.123846,Completed,Debit Card,City74,OH,19.25,214.27,4315.38
526,11713,2023-09-01 14:37:11.575266,Completed,PayPal,City76,PA,15.07,0.0,2306.0000000000005
527,3182,2023-09-22 03:12:05.216364,Completed,PayPal,City16,NC,21.72,50.1,2581.48
531,18661,2021-04-19 21:03:27.732179,Completed,PayPal,City77,PA,7.27,0.0,1546.22
532,15724,2023-10-30 14:34:33.668104,Completed,Debit Card,City22,IL,13.7,0.0,12166.61
533,640,2022-12-18 11:53:20.389559,Completed,Apple Pay,City5,CA,18.35,0.0,1519.53
535,13581,2023-09-29 11:51:38.583245,Completed,PayPal,City8,TX,2.97,56.36,2065.6
536,1145,2021-04-10 15:26:00.481871,Completed,Credit Card,City84,OH,16.07,0.0,2232.98
538,4027,2022-09-27 12:50:21.450244,Completed,Debit Card,City57,NC,21.54,0.0,678.91
543,12891,2023-05-20 03:06:53.167613,Completed,Credit Card,City37,CA,0.09,0.0,6886.340000000001
544,11238,2023-11-16 14:35:03.040963,Completed,Credit Card,City100,NY,14.11,0.0,4455.879999999999
546,13136,2023-12-18 05:52:08.708799,Completed,Credit Card,City81,TX,1.17,6.0,5772.85
547,12263,2022-08-17 07:58:11.119343,Completed,Debit Card,City84,NY,0.12,103.39,2604.3100000000004
554,6038,2023-11-25 22:55:49.258933,Completed,Debit Card,City27,TX,5.97,0.0,1649.82
557,7061,2023-11-28 21:33:04.513278,Completed,Debit Card,City67,CA,21.53,388.06,2484.07
558,9664,2022-10-26 05:22:38.127059,Completed,Debit Card,City11,CA,5.11,0.0,3464.67
562,9456,2023-03-13 12:30:17.770178,Completed,PayPal,City5,PA,15.94,197.41,1776.61
565,10691,2023-08-23 15:26:26.871623,Returned,PayPal,City37,TX,11.05,255.94,1617.56
566,7595,2022-08-12 16:34:38.284453,Completed,Debit Card,City87,CA,14.83,0.0,3026.96
567,10242,2021-04-01 14:34:48.456563,Completed,PayPal,City76,TX,15.88,360.36,3144.5800000000004
569,9420,2022-08-02 03:09:01.551246,Completed,Apple Pay,City30,PA,3.66,35.74,4736.61
570,11394,2023-04-09 04:08:12.329375,Completed,Credit Card,City82,TX,19.3,0.0,5022.48
572,19528,2021-07-10 05:26:28.140158,Completed,Apple Pay,City8,FL,10.85,0.0,3733.31
574,6057,2023-11-11 09:02:55.970171,Completed,Apple Pay,City19,IL,24.13,594.74,3446.23
575,2228,2023-12-06 13:17:53.636942,Completed,Debit Card,City37,PA,7.3,573.19,7704.81
581,8074,2022-11-29 04:42:34.802276,Completed,Apple Pay,City76,CA,2.47,0.0,5869.360000000001
583,10527,2023-09-01 23:12:37.636699,Completed,Apple Pay,City10,FL,4.56,0.0,8610.55
586,11347,2022-11-05 09:42:03.483899,Returned,Credit Card,City94,NY,23.63,0.0,2082.3100000000004
589,10738,2023-08-01 20:23:59.966308,Completed,PayPal,City23,FL,12.92,0.0,4643.63
590,2754,2023-07-25 14:08:08.630091,Completed,PayPal,City13,IL,13.52,0.0,2712.35
598,11686,2023-06-01 13:35:21.936201,Completed,Credit Card,City90,NC,13.17,0.0,2745.73
599,9751,2023-12-21 16:16:03.330843,Completed,Debit Card,City50,NC,18.4,18.15,1687.7199999999998
602,15115,2022-04-25 12:08:02.243650,Returned,Debit Card,City47,NY,12.9,0.0,6406.299999999999
604,18714,2023-11-10 17:29:58.751323,Completed,Apple Pay,City85,TX,21.27,447.72,3434.03
605,8519,2023-04-17 06:18:55.369517,Completed,Credit Card,City24,NC,5.33,0.0,2039.51
606,19761,2023-07-05 13:13:08.950985,Completed,Apple Pay,City23,TX,16.89,0.0,2228.11
608,16730,2023-12-28 14:04:47.478686,Completed,Debit Card,City17,TX,9.84,0.0,1700.1
610,17363,2023-04-15 12:14:49.586918,Completed,Debit Card,City20,FL,5.39,0.0,1151.62
611,2725,2023-09-13 09:21:26.931452,Completed,Apple Pay,City68,FL,2.37,0.0,2177.73
613,7853,2023-11-01 14:14:27.186792,Completed,PayPal,City9,FL,5.12,0.0,36.36
614,17078,2023-11-22 01:06:06.426761,Completed,PayPal,City97,NY,15.15,0.0,2491.85
615,5971,2023-11-21 02:32:35.294847,Completed,Credit Card,City41,NC,2.01,450.85,6459.0
626,10019,2022-08-28 20:05:29.935389,Completed,PayPal,City39,GA,9.45,0.0,323.42
629,16773,2023-02-04 08:02:03.407709,Completed,PayPal,City38,NC,21.02,0.0,1618.86
630,16774,2022-12-01 15:46:29.893545,Completed,PayPal,City97,IL,20.39,133.51,3355.89
635,15703,2022-08-07 15:00:42.448589,Completed,Debit Card,City38,GA,13.33,0.0,729.47
642,12324,2023-03-28 19:40:20.449471,Completed,PayPal,City89,MI,11.33,0.0,1991.77
643,14091,2021-12-06 13:36:46.959781,Completed,Debit Card,City84,CA,19.84,196.11,1131.12
644,11189,2023-10-13 10:25:51.792267,Completed,PayPal,City22,NC,0.06,0.0,2499.85
645,19253,2023-01-27 02:25:55.327332,Completed,Credit Card,City67,NC,24.87,0.0,2155.66
648,19516,2023-08-19 17:39:43.418647,Completed,Credit Card,City11,FL,17.47,0.0,48.71
650,556,2022-09-29 16:41:27.588020,Completed,Apple Pay,City87,GA,2.81,171.54,974.88
651,7667,2023-10-08 02:38:13.311560,Completed,Debit Card,City10,IL,6.08,61.47,1597.42
662,12155,2023-09-24 10:52:37.957149,Returned,Apple Pay,City35,OH,0.4,276.4,2571.51
664,18712,2023-03-26 03:34:58.960211,Completed,PayPal,City3,OH,24.43,0.0,1290.89
665,17037,2023-05-08 00:11:54.104216,Cancelled,Credit Card,City12,CA,1.07,283.8,2949.24
666,16985,2023-12-15 22:12:06.831306,Completed,PayPal,City38,NC,12.59,0.0,2739.49
668,4701,2022-04-03 17:39:26.579022,Cancelled,Debit Card,City68,PA,11.41,0.0,2718.95
672,9806,2022-09-29 17:02:18.210862,Returned,Debit Card,City73,IL,6.4,0.0,37.64
675,15143,2021-04-03 02:54:57.891001,Completed,Credit Card,City74,IL,3.93,103.31,4137.35
679,3241,2023-11-30 14:15:56.460930,Completed,Apple Pay,City28,NY,4.39,0.0,3305.41
680,6754,2022-05-25 02:34:32.395518,Returned,Credit Card,City33,FL,19.16,121.06,4325.820000000001
681,5239,2023-07-21 13:32:57.925728,Completed,Apple Pay,City15,FL,17.15,95.28,1460.48
683,3435,2023-04-15 08:57:45.966097,Completed,Credit Card,City91,NY,17.42,316.57,1941.3
690,16112,2023-11-19 12:45:33.579496,Completed,PayPal,City38,CA,24.04,468.11,4182.06
691,2615,2021-12-11 20:49:59.917576,Completed,PayPal,City5,IL,24.75,0.0,4653.91
696,14592,2023-02-16 19:12:52.584425,Completed,Credit Card,City75,IL,4.12,473.65,1898.72
697,1540,2023-08-15 00:40:35.604405,Completed,Credit Card,City51,IL,1.55,0.0,1999.45
698,4844,2023-12-02 00:09:15.398823,Completed,Debit Card,City22,CA,21.94,129.33,1143.44
702,10260,2023-07-19 08:50:31.008014,Returned,Apple Pay,City10,TX,1.71,510.02,5835.83
703,17645,2023-04-23 19:53:15.956034,Completed,PayPal,City29,GA,8.04,75.06,1235.66
704,15227,2023-11-18 22:04:42.636625,Completed,PayPal,City79,NY,4.79,132.9,1200.86
706,10434,2022-01-21 17:37:40.442180,Completed,Apple Pay,City30,IL,22.43,3.12,751.9799999999999
711,17454,2022-11-06 09:47:28.012626,Returned,Apple Pay,City48,TX,20.31,0.0,5321.67
716,1385,2022-10-25 20:36:45.480582,Completed,Credit Card,City69,CA,23.9,450.37,2558.48
718,17532,2023-09-01 08:31:13.733671,Completed,Debit Card,City28,NC,3.02,177.52,1008.96
720,1400,2023-06-09 22:09:39.374229,Completed,Apple Pay,City78,PA,5.95,0.0,1509.0400000000002
723,15108,2023-02-17 17:41:24.924445,Completed,Debit Card,City47,IL,0.27,343.91,5426.080000000001
725,17398,2023-06-19 13:48:20.957260,Completed,Credit Card,City7,PA,7.99,0.0,1892.07
729,11426,2023-06-21 10:21:09.215985,Returned,PayPal,City19,PA,16.78,443.69999999999993,3337.36
733,1978,2023-04-25 20:23:34.893690,Completed,Apple Pay,City65,GA,21.95,0.0,3025.27
736,9565,2022-07-24 11:24:12.107081,Completed,Debit Card,City41,MI,22.63,157.91,3083.2000000000003
740,15970,2023-12-27 01:31:18.176750,Completed,Apple Pay,City51,GA,23.8,45.23,281.71
743,9509,2023-10-27 01:07:05.257774,Returned,Apple Pay,City44,NC,9.36,494.13,4520.26
753,2694,2023-08-01 22:53:24.402799,Completed,Credit Card,City89,PA,21.63,0.0,6240.46
754,8353,2022-11-13 17:38:08.652696,Completed,Credit Card,City14,IL,1.03,111.1,2090.6600000000003
757,15134,2023-11-21 17:15:41.157781,Completed,Apple Pay,City76,TX,22.43,62.81,902.74
758,10595,2023-04-04 13:03:51.016972,Completed,Credit Card,City87,PA,18.42,0.0,1193.15
759,6709,2022-07-15 07:27:27.050908,Completed,PayPal,City4,MI,21.99,239.49,3342.93
763,1228,2023-09-22 18:15:03.120324,Completed,Credit Card,City5,OH,17.32,0.0,3459.5600000000004
765,4436,2023-10-10 21:54:49.755444,Completed,Debit Card,City47,TX,1.89,35.74,419.01
767,4677,2023-06-30 07:31:40.603264,Returned,Credit Card,City12,PA,10.36,0.0,1574.7899999999995
768,6834,2022-09-03 08:00:37.521785,Returned,Apple Pay,City53,GA,12.24,45.23,10107.17
769,16683,2023-10-07 20:57:16.506038,Returned,Debit Card,City98,NY,22.99,0.0,3122.71
770,8628,2023-06-21 10:08:46.347505,Completed,Credit Card,City83,NC,23.35,0.0,1548.82
775,18853,2022-08-27 17:15:59.267717,Completed,Apple Pay,City60,IL,16.96,0.0,1515.57
781,9117,2023-12-18 19:56:03.499294,Completed,Apple Pay,City51,NY,7.93,487.53,1958.04
786,10770,2022-11-14 14:52:14.669682,Completed,PayPal,City59,PA,13.37,0.0,1935.15
787,14867,2023-11-13 21:10:59.766852,Completed,Credit Card,City47,TX,22.62,72.61,1902.66
790,698,2023-11-13 02:04:08.849040,Completed,PayPal,City52,CA,17.15,131.88,3244.19
794,8880,2023-06-27 21:43:37.250710,Completed,Debit Card,City95,CA,0.8,14.74,3168.8000000000006
797,17129,2023-10-30 03:03:43.999399,Completed,Debit Card,City48,MI,11.03,0.0,305.83
798,16622,2023-11-18 05:54:28.495857,Completed,Debit Card,City100,NC,21.03,0.0,5445.79
799,17970,2023-04-13 15:23:38.902291,Returned,Credit Card,City85,PA,12.56,0.0,5893.080000000001
800,11769,2023-12-19 13:59:52.664498,Completed,PayPal,City17,NY,6.99,0.0,1073.86
803,15562,2023-10-20 22:38:01.607428,Completed,Debit Card,City31,CA,14.31,22.65,1745.1
804,8228,2022-07-04 01:57:43.351308,Completed,Apple Pay,City54,TX,2.56,0.0,2346.66
808,13735,2023-12-29 06:25:23.685400,Completed,Apple Pay,City78,CA,6.14,496.23,3595.43
810,12973,2023-02-05 00:03:01.481055,Completed,Credit Card,City3,FL,22.49,0.0,3875.87
812,1295,2023-10-17 01:14:47.510758,Completed,PayPal,City28,NC,22.76,0.0,1362.2799999999995
816,1142,2023-11-26 05:43:43.018114,Cancelled,Debit Card,City7,NY,6.43,0.0,1860.9
819,9159,2021-06-05 09:28:20.290724,Completed,Debit Card,City18,GA,22.05,147.88,3904.35
822,8917,2022-05-07 09:16:08.475756,Completed,PayPal,City33,TX,21.22,133.99,1227.17
824,12165,2023-12-30 20:42:08.363543,Completed,Apple Pay,City45,GA,15.24,199.35,1850.88
832,18286,2023-11-21 15:49:20.524437,Completed,PayPal,City66,PA,18.48,0.0,5038.889999999999
