order_id,customer_id,order_date,order_status,payment_method,shipping_city,shipping_state,shipping_cost,discount_amount,total_amount
100,19296,2023-12-10 12:42:23.254687,Completed,PayPal,City70,OH,16.59,11.37,1691.0199999999998
104,18529,2023-09-25 13:37:32.978813,Completed,Apple Pay,City4,GA,20.44,0.0,250.46
108,12156,2022-11-10 22:39:07.662245,Cancelled,Debit Card,City16,FL,17.54,0.0,926.21
113,13978,2022-03-27 01:15:57.372801,Cancelled,Credit Card,City20,PA,1.85,0.0,764.8100000000001
116,18337,2023-10-22 22:45:31.340485,Completed,Debit Card,City12,OH,13.44,240.7,1524.7
117,10991,2023-05-21 07:21:10.811044,Completed,Credit Card,City84,CA,23.08,553.19,2330.08
118,11426,2023-11-30 14:30:34.502962,Completed,Debit Card,City29,PA,10.67,131.29,965.4
122,9574,2023-07-16 21:50:31.322823,Returned,PayPal,City32,NY,2.02,0.0,285.38
129,8470,2022-01-16 07:05:38.489477,Completed,Credit Card,City55,NC,8.87,16.95,104.92
131,18839,2023-12-06 04:06:56.925860,Completed,Apple Pay,City56,TX,14.75,0.0,152.8
132,13433,2022-05-12 01:02:22.862599,Completed,Credit Card,City70,IL,17.05,41.68,2397.7000000000003
136,10755,2023-02-14 04:33:18.068786,Completed,PayPal,City12,TX,18.01,36.63,555.1
137,4205,2023-09-09 20:18:16.919479,Completed,Apple Pay,City96,MI,2.81,21.98,1761.64
138,15632,2023-04-26 11:16:19.322978,Completed,Debit Card,City75,MI,11.43,39.62,450.98
141,17118,2023-03-24 16:41:58.506328,Completed,Credit Card,City39,NY,10.71,394.5,4040.24
142,8835,2022-07-16 00:13:16.591501,Completed,Debit Card,City64,FL,23.76,0.0,706.51
144,262,2023-12-29 14:17:39.176689,Completed,PayPal,City38,MI,3.96,332.85,6003.52
145,18711,2023-06-30 14:24:57.068785,Cancelled,Debit Card,City88,FL,14.66,21.5,136.48
155,4118,2021-04-03 19:07:56.939806,Completed,Debit Card,City4,OH,10.96,31.08,6806.97
158,9975,2022-08-28 04:28:05.956151,Returned,Apple Pay,City88,PA,20.72,0.0,201.6
162,11658,2021-07-18 14:38:25.819688,Returned,PayPal,City36,NY,3.3,0.0,373.84
165,12894,2023-09-29 09:08:04.476805,Completed,Apple Pay,City43,NC,19.21,0.0,216.48
166,17327,2023-06-04 22:57:38.287208,Completed,Debit Card,City19,GA,13.33,0.0,228.37
167,12833,2021-12-24 19:15:36.489093,Completed,Debit Card,City27,CA,12.49,337.88,4476.23
169,15446,2023-12-24 22:32:22.816025,Completed,PayPal,City39,CA,18.07,519.3,5929.23
170,18199,2023-12-17 20:53:29.017864,Completed,Debit Card,City16,OH,1.21,0.0,496.13
175,6199,2022-01-29 13:39:08.203111,Completed,PayPal,City81,OH,0.78,0.0,332.67
176,10724,2022-09-08 11:35:57.052516,Completed,Debit Card,City83,NY,0.95,0.0,213.78
179,18047,2023-03-16 02:24:10.367604,Completed,Credit Card,City44,OH,13.52,0.0,546.26
183,4448,2021-04-05 02:44:26.593291,Completed,Credit Card,City60,FL,6.69,0.0,154.07
187,3532,2022-09-23 23:17:29.094386,Completed,Credit Card,City10,OH,7.94,0.0,177.02
201,8635,2023-08-03 09:56:01.841314,Completed,Credit Card,City15,PA,16.22,569.75,5222.04
203,10438,2022-04-22 21:25:28.598705,Completed,PayPal,City100,NY,4.82,3.24,33.96
207,18321,2023-03-09 12:43:52.836319,Completed,PayPal,City69,TX,22.63,0.0,601.63
208,9186,2023-11-23 20:51:37.662610,Completed,PayPal,City70,MI,8.23,0.0,236.59
215,533,2022-01-31 06:15:13.408767,Completed,Credit Card,City59,PA,10.12,0.0,201.02
218,327,2021-12-04 00:59:29.492491,Completed,Debit Card,City11,GA,6.21,0.0,140.44
227,15676,2022-12-09 02:22:57.557719,Completed,Debit Card,City43,PA,21.74,0.0,955.01
229,10329,2023-04-11 15:02:58.352999,Completed,PayPal,City57,TX,23.49,0.0,2732.0299999999997
231,12131,2023-06-23 09:24:04.692227,Completed,Debit Card,City54,OH,18.82,0.0,1848.83
233,5671,2023-11-16 06:58:33.564513,Completed,PayPal,City3,PA,5.25,0.0,3378.06
235,8465,2023-07-29 06:29:01.698867,Completed,Credit Card,City63,TX,22.46,191.62,2283.94
236,5592,2023-11-06 17:58:19.122968,Completed,Debit Card,City19,OH,5.3,0.0,81.58
237,7104,2021-11-09 07:08:33.473572,Completed,Debit Card,City95,NC,22.36,12.83,293.85
243,5343,2023-12-05 20:25:10.147729,Returned,PayPal,City36,NY,13.82,13.74,1497.07
247,8486,2023-04-28 01:48:44.231453,Completed,Apple Pay,City10,GA,20.74,0.0,536.83
249,3329,2023-11-13 12:19:58.613268,Completed,Apple Pay,City51,NY,21.13,0.0,718.45
253,19685,2023-11-28 22:27:48.550175,Completed,Apple Pay,City72,NC,10.53,17.95,393.44
256,17748,2022-02-15 10:08:25.004699,Completed,Credit Card,City32,MI,0.29,0.0,1421.65
257,14442,2022-06-10 19:10:45.486327,Completed,Debit Card,City74,TX,13.85,0.0,204.75
259,11125,2023-04-18 06:07:02.943219,Completed,Credit Card,City77,NC,8.18,221.83,895.5099999999999
260,2101,2022-04-19 15:48:15.424034,Completed,Credit Card,City51,GA,20.33,53.43,234.07
263,11248,2022-09-17 16:28:12.567050,Completed,Apple Pay,City48,CA,5.06,48.86,710.6299999999999
264,17491,2022-12-03 15:10:29.954506,Completed,PayPal,City25,NY,2.24,0.0,163.46
267,15908,2023-12-10 07:24:11.248007,Completed,Debit Card,City59,PA,19.06,0.0,307.1
268,6149,2023-04-18 06:29:06.830948,Completed,Apple Pay,City53,FL,24.24,113.57,2433.99
271,2817,2023-12-22 10:43:54.166512,Completed,Credit Card,City11,MI,0.3,97.41,2338.4300000000003
273,16827,2023-06-26 22:56:03.512571,Completed,Debit Card,City48,NC,6.8,576.7,2381.4500000000003
274,11360,2023-12-22 23:39:11.605729,Completed,PayPal,City26,TX,2.47,22.23,128.44
276,1639,2023-06-30 19:14:24.031533,Completed,PayPal,City99,MI,9.82,132.9,1472.36
278,1622,2023-08-05 05:26:17.702822,Completed,Debit Card,City39,PA,19.29,24.23,2252.17
281,7391,2023-12-22 05:08:18.173548,Completed,Apple Pay,City99,IL,14.43,30.65,188.09
289,18271,2023-10-19 22:24:51.314864,Completed,Credit Card,City50,OH,17.7,185.95,4508.03
290,5360,2021-12-14 01:54:31.408396,Completed,PayPal,City56,NC,13.42,0.0,73.46
291,9479,2021-07-29 07:58:24.221045,Completed,PayPal,City64,GA,18.03,153.9,1458.21
292,3703,2022-07-06 08:49:23.777089,Cancelled,Debit Card,City56,NC,1.4,0.0,144.72
297,50,2023-10-11 22:12:00.705286,Completed,PayPal,City95,NC,1.48,0.0,407.2600000000001
298,6407,2023-01-03 23:30:13.936834,Completed,Debit Card,City87,OH,3.73,21.62,174.92999999999998
300,14511,2023-10-11 22:59:08.602353,Completed,Debit Card,City75,TX,4.28,0.0,1648.4
303,19636,2022-10-15 12:37:55.827994,Returned,PayPal,City43,MI,19.49,0.0,39.76
306,5447,2023-08-12 16:14:01.352364,Completed,Apple Pay,City9,MI,1.81,0.0,4379.9400000000005
308,12371,2023-09-23 04:28:47.966340,Returned,PayPal,City47,FL,8.91,0.0,566.23
310,10264,2022-08-26 15:19:59.405414,Completed,PayPal,City13,NC,17.97,0.0,491.71
314,19587,2023-05-31 13:08:57.102197,Completed,Debit Card,City70,PA,10.84,10.72,1613.2699999999998
321,13087,2023-01-20 21:57:57.742597,Completed,Apple Pay,City57,NY,12.95,0.0,1766.9
322,2744,2022-06-07 05:09:36.575613,Completed,PayPal,City75,IL,7.58,0.0,215.11
324,12088,2023-06-18 00:18:17.657498,Completed,Debit Card,City41,NY,6.49,33.08,1796.9
326,9367,2022-05-29 06:52:59.164949,Completed,Credit Card,City73,NY,17.01,0.0,94.7
328,13452,2023-02-03 02:12:45.987568,Completed,Apple Pay,City38,NC,19.49,23.23,693.66
329,4969,2023-11-14 19:03:00.689275,Completed,Credit Card,City20,GA,22.39,42.03,190.52
330,10349,2023-08-13 13:52:17.803743,Cancelled,Apple Pay,City73,NY,21.81,42.41,262.13
334,5648,2023-11-15 16:24:20.704373,Completed,Credit Card,City65,NY,7.62,48.06,440.14
336,5895,2021-08-28 00:49:18.949370,Completed,Apple Pay,City62,TX,4.08,0.0,733.59
342,3506,2022-06-24 18:30:00.833282,Completed,PayPal,City64,TX,22.77,46.21,214.61
348,2743,2023-12-29 22:34:38.541262,Completed,Credit Card,City11,FL,5.01,0.0,972.7
350,5666,2023-10-12 23:33:31.689019,Completed,PayPal,City93,NY,13.8,0.0,346.09
352,16757,2023-04-29 18:18:02.605197,Completed,Debit Card,City1,TX,2.07,0.0,136.34
353,3692,2023-07-21 04:45:44.072127,Completed,Debit Card,City98,IL,14.49,0.0,711.8100000000001
354,17640,2023-07-15 01:08:14.972362,Completed,Apple Pay,City77,IL,24.3,0.0,263.14
364,32,2023-02-14 19:55:32.521382,Completed,Credit Card,City100,TX,15.02,0.0,1031.02
366,16466,2023-10-31 15:12:35.265385,Cancelled,PayPal,City41,GA,1.02,0.0,184.72
367,16313,2022-07-03 18:32:37.517966,Completed,PayPal,City23,PA,3.25,43.16,4867.1
375,5908,2021-08-12 03:42:01.657178,Completed,PayPal,City3,GA,12.37,0.0,4306.54
380,2096,2021-04-27 00:01:45.411816,Completed,Credit Card,City6,GA,16.8,0.0,5971.01
381,5345,2022-11-25 11:45:15.868975,Completed,Credit Card,City29,PA,11.23,23.51,222.83
385,18624,2023-08-09 19:10:33.909976,Completed,Credit Card,City45,CA,18.57,196.81,2262.84
386,3668,2023-09-10 15:25:37.517112,Completed,PayPal,City85,MI,12.62,0.0,474.73
387,14632,2022-07-12 10:41:48.160250,Completed,Debit Card,City66,IL,4.84,0.0,2131.76
388,13313,2023-09-17 12:37:49.304824,Completed,Credit Card,City91,PA,6.6,0.0,317.52000000000004
394,18008,2022-04-27 05:29:39.809443,Completed,Apple Pay,City41,NC,6.65,0.0,134.84
395,7188,2023-12-23 21:01:42.807150,Cancelled,Apple Pay,City88,FL,14.16,129.88,6082.349999999999
396,13837,2022-08-15 07:06:51.696357,Completed,Apple Pay,City100,NC,9.67,0.0,1714.79
398,2045,2022-07-07 14:20:11.590761,Completed,PayPal,City41,IL,1.04,0.0,421.44
399,6446,2023-11-11 02:42:30.686530,Cancelled,Credit Card,City65,NY,6.69,46.63,812.33
400,17670,2023-05-07 10:39:55.755912,Completed,Apple Pay,City86,GA,8.95,0.0,580.6
402,3158,2023-05-20 04:01:41.619051,Completed,PayPal,City69,CA,22.06,0.0,1816.97
403,1521,2023-06-10 22:05:44.507264,Completed,Apple Pay,City69,CA,24.84,7.3,410.36
404,5881,2022-02-06 00:41:40.492306,Completed,PayPal,City64,NY,2.9,15.48,190.96
409,5601,2023-06-11 12:52:27.798113,Completed,Debit Card,City89,NY,13.49,20.18,195.07
412,13046,2022-12-23 08:13:46.822566,Completed,Apple Pay,City43,FL,6.15,0.0,1561.9200000000003
413,14163,2023-03-11 02:56:23.989146,Completed,Debit Card,City84,MI,21.92,189.57,1003.79
420,6680,2022-02-18 18:28:56.412498,Completed,PayPal,City62,NY,8.7,65.34,857.49
421,15849,2023-01-13 04:06:17.131324,Completed,PayPal,City94,CA,2.3,0.0,1003.78
432,19949,2022-11-22 20:35:39.232466,Completed,Credit Card,City80,TX,11.47,0.0,8784.629999999997
433,17714,2023-12-09 22:40:55.929773,Completed,Apple Pay,City74,OH,5.34,0.0,162.86
434,7334,2022-06-19 21:39:43.282276,Completed,PayPal,City59,TX,16.2,0.0,92.28
436,19664,2023-05-13 23:41:57.272053,Completed,PayPal,City54,CA,13.76,289.07,2199.5000000000005
438,10662,2023-05-03 11:45:36.540537,Completed,Apple Pay,City71,TX,3.11,97.72,2023.52
439,649,2022-09-18 15:20:50.942920,Completed,PayPal,City5,MI,2.36,158.08,1200.1
440,15804,2022-08-04 12:51:16.758558,Completed,Apple Pay,City31,FL,15.91,0.0,338.97
441,3113,2023-07-06 17:49:03.442591,Completed,Debit Card,City7,IL,15.44,0.0,153.49
446,8730,2022-11-06 14:10:53.702271,Completed,Debit Card,City2,PA,17.34,0.0,366.71
451,11546,2023-12-21 20:40:23.863649,Completed,Debit Card,City92,TX,0.6,555.97,6653.92
456,5840,2023-06-21 13:34:55.577771,Completed,Credit Card,City23,CA,11.5,52.71,398.73
461,5598,2022-12-21 01:00:00.560198,Completed,Apple Pay,City14,PA,3.99,0.0,565.46
462,11597,2023-08-19 11:03:22.934173,Completed,Apple Pay,City24,OH,9.63,6.73,185.83
468,14260,2023-10-12 02:11:41.390544,Completed,Debit Card,City79,NC,6.94,55.13,1049.2
476,14349,2023-05-09 08:30:13.398399,Completed,Debit Card,City40,TX,18.3,0.0,164.65
477,12988,2022-12-19 08:20:37.956090,Completed,PayPal,City90,IL,2.89,0.0,562.61
484,16681,2021-09-20 18:40:50.679748,Completed,PayPal,City67,IL,17.96,0.0,1069.64
489,11252,2022-03-21 23:51:51.119156,Completed,Credit Card,City27,PA,11.99,0.0,120.07
491,17473,2021-06-08 21:15:51.219229,Completed,PayPal,City5,MI,23.32,7.77,229.47
492,12479,2023-02-16 13:19:08.439107,Returned,Credit Card,City23,CA,15.1,0.0,789.6899999999999
496,5462,2023-05-23 01:30:11.840065,Completed,Debit Card,City88,MI,0.67,0.0,1000.62
504,2006,2021-03-05 02:04:44.607881,Completed,PayPal,City59,OH,5.77,0.0,205.58
505,17838,2022-12-30 05:09:48.212075,Completed,Debit Card,City92,MI,13.46,0.0,338.96
510,6225,2023-11-07 05:22:45.449246,Cancelled,Apple Pay,City87,FL,8.39,0.0,985.8
512,9999,2023-01-26 07:55:50.511193,Completed,Debit Card,City3,NC,8.1,93.25,538.64
515,8583,2023-08-07 06:36:11.998564,Returned,Apple Pay,City37,IL,21.92,0.0,128.84
516,3473,2023-08-24 20:45:55.298350,Completed,PayPal,City17,NY,3.43,0.0,1380.14
518,7752,2022-10-10 21:56:37.768312,Completed,PayPal,City37,OH,19.12,66.02,385.56
519,14650,2023-08-01 23:35:02.123846,Completed,Debit Card,City74,OH,19.25,214.27,4315.38
521,6975,2021-08-21 16:43:40.842964,Completed,PayPal,City93,IL,20.06,0.0,1215.94
526,11713,2023-09-01 14:37:11.575266,Completed,PayPal,City76,PA,15.07,0.0,2306.0000000000005
529,14362,2023-12-14 12:56:27.274534,Completed,PayPal,City30,CA,17.07,0.0,227.1
530,9641,2023-06-14 17:48:16.303606,Completed,Debit Card,City95,MI,1.82,0.0,1962.71
536,1145,2021-04-10 15:26:00.481871,Completed,Credit Card,City84,OH,16.07,0.0,2232.98
542,19507,2023-11-04 14:28:15.532344,Completed,Credit Card,City69,MI,16.02,4.55,2619.55
545,18306,2023-12-20 02:31:59.959666,Completed,Debit Card,City42,TX,3.42,12.87,54.92
546,13136,2023-12-18 05:52:08.708799,Completed,Credit Card,City81,TX,1.17,6.0,5772.85
547,12263,2022-08-17 07:58:11.119343,Completed,Debit Card,City84,NY,0.12,103.39,2604.3100000000004
550,11279,2023-09-26 20:07:34.481431,Completed,Credit Card,City92,IL,2.57,0.0,591.69
551,14294,2023-11-17 00:47:25.955201,Completed,Apple Pay,City1,NC,22.62,30.74,786.83
552,4487,2022-05-01 11:05:47.841108,Returned,Credit Card,City87,TX,1.21,145.96,2170.6400000000003
555,5925,2022-12-21 21:00:34.497877,Completed,Debit Card,City6,GA,23.87,0.0,404.53
557,7061,2023-11-28 21:33:04.513278,Completed,Debit Card,City67,CA,21.53,388.06,2484.07
561,12741,2021-12-07 12:58:01.692372,Completed,Debit Card,City29,MI,3.84,37.34,215.42
565,10691,2023-08-23 15:26:26.871623,Returned,PayPal,City37,TX,11.05,255.94,1617.56
567,10242,2021-04-01 14:34:48.456563,Completed,PayPal,City76,TX,15.88,360.36,3144.5800000000004
568,2682,2023-12-26 19:54:45.240661,Completed,Apple Pay,City69,OH,9.64,0.0,3037.97
573,8164,2022-08-25 22:21:17.679457,Cancelled,Debit Card,City24,OH,13.53,81.43,449.16
579,13947,2023-10-24 08:40:11.758014,Completed,Debit Card,City73,OH,21.5,0.0,758.24
580,17566,2022-12-29 02:31:55.594232,Completed,Apple Pay,City10,PA,14.13,47.66,1884.59
582,18209,2022-04-30 17:30:09.002062,Completed,PayPal,City44,TX,23.88,0.0,6545.98
586,11347,2022-11-05 09:42:03.483899,Returned,Credit Card,City94,NY,23.63,0.0,2082.3100000000004
590,2754,2023-07-25 14:08:08.630091,Completed,PayPal,City13,IL,13.52,0.0,2712.35
591,1794,2023-10-30 17:09:13.800033,Completed,Debit Card,City54,MI,16.69,0.0,911.62
594,19638,2022-02-25 15:43:43.978027,Completed,Credit Card,City23,FL,23.9,113.62,3244.57
595,14688,2023-08-06 21:50:00.409740,Cancelled,Apple Pay,City35,FL,13.31,0.0,221.73
606,19761,2023-07-05 13:13:08.950985,Completed,Apple Pay,City23,TX,16.89,0.0,2228.11
608,16730,2023-12-28 14:04:47.478686,Completed,Debit Card,City17,TX,9.84,0.0,1700.1
612,2250,2023-04-18 14:53:21.854499,Completed,Credit Card,City14,NC,3.46,25.44,3416.4999999999995
614,17078,2023-11-22 01:06:06.426761,Completed,PayPal,City97,NY,15.15,0.0,2491.85
615,5971,2023-11-21 02:32:35.294847,Completed,Credit Card,City41,NC,2.01,450.85,6459.0
621,15572,2021-11-29 03:09:17.353343,Completed,Debit Card,City55,GA,14.31,14.84,1677.41
623,14248,2021-07-27 18:48:27.327525,Returned,Debit Card,City36,FL,17.04,0.0,248.58
625,4006,2023-02-05 01:03:10.451158,Completed,Debit Card,City93,PA,0.32,0.0,761.6400000000001
630,16774,2022-12-01 15:46:29.893545,Completed,PayPal,City97,IL,20.39,133.51,3355.89
634,16272,2022-06-24 13:39:44.033152,Completed,Credit Card,City10,OH,15.57,118.57,1333.34
636,12416,2023-11-03 15:57:18.854172,Cancelled,PayPal,City22,TX,16.55,35.64,159.09
638,19296,2023-12-25 16:12:43.451603,Completed,Debit Card,City9,NY,9.86,0.0,290.21000000000004
641,19812,2023-10-05 16:44:00.061512,Completed,Debit Card,City99,TX,17.34,0.0,122.99
642,12324,2023-03-28 19:40:20.449471,Completed,PayPal,City89,MI,11.33,0.0,1991.77
651,7667,2023-10-08 02:38:13.311560,Completed,Debit Card,City10,IL,6.08,61.47,1597.42
653,2785,2023-10-18 14:45:43.334382,Completed,PayPal,City99,IL,2.23,71.73,847.6300000000001
654,13422,2023-03-10 10:15:37.818462,Returned,Debit Card,City75,MI,9.89,0.0,1342.4800000000002
656,5578,2023-10-16 11:11:17.859905,Completed,Apple Pay,City77,NC,20.11,0.0,2977.86
657,12776,2022-04-03 12:09:45.579710,Completed,Credit Card,City60,TX,12.68,0.0,3078.21
660,15002,2023-06-01 12:24:02.359067,Completed,PayPal,City95,IL,22.74,324.44,1714.6
666,16985,2023-12-15 22:12:06.831306,Completed,PayPal,City38,NC,12.59,0.0,2739.49
667,19410,2022-03-18 00:06:28.693474,Returned,Apple Pay,City63,NC,20.81,0.0,1309.37
673,6146,2023-04-04 02:36:46.018188,Completed,Apple Pay,City75,FL,24.54,0.0,435.14
680,6754,2022-05-25 02:34:32.395518,Returned,Credit Card,City33,FL,19.16,121.06,4325.820000000001
681,5239,2023-07-21 13:32:57.925728,Completed,Apple Pay,City15,FL,17.15,95.28,1460.48
683,3435,2023-04-15 08:57:45.966097,Completed,Credit Card,City91,NY,17.42,316.57,1941.3
684,7132,2023-07-18 16:59:10.201380,Returned,Debit Card,City50,IL,14.32,0.0,630.46
687,17576,2021-08-07 03:26:06.302729,Returned,Apple Pay,City14,PA,5.68,0.0,541.3299999999999
689,19981,2023-12-18 12:49:29.320168,Completed,PayPal,City91,FL,1.15,21.75,619.91
691,2615,2021-12-11 20:49:59.917576,Completed,PayPal,City5,IL,24.75,0.0,4653.91
693,743,2023-11-13 11:17:58.662344,Completed,Debit Card,City8,FL,16.92,133.0,789.0899999999999
698,4844,2023-12-02 00:09:15.398823,Completed,Debit Card,City22,CA,21.94,129.33,1143.44
702,10260,2023-07-19 08:50:31.008014,Returned,Apple Pay,City10,TX,1.71,510.02,5835.83
710,2616,2022-06-15 03:31:36.162041,Completed,Debit Card,City62,GA,10.4,0.0,195.57
716,1385,2022-10-25 20:36:45.480582,Completed,Credit Card,City69,CA,23.9,450.37,2558.48
720,1400,2023-06-09 22:09:39.374229,Completed,Apple Pay,City78,PA,5.95,0.0,1509.0400000000002
721,1999,2023-10-02 09:20:25.952919,Completed,Credit Card,City11,TX,14.03,14.22,141.98999999999998
723,15108,2023-02-17 17:41:24.924445,Completed,Debit Card,City47,IL,0.27,343.91,5426.080000000001
727,4583,2023-11-19 17:36:22.531855,Completed,Credit Card,City96,FL,4.77,28.95,2915.7000000000003
729,11426,2023-06-21 10:21:09.215985,Returned,PayPal,City19,PA,16.78,443.69999999999993,3337.36
730,19648,2023-04-05 17:37:21.686472,Completed,PayPal,City88,TX,5.05,0.0,1742.7699999999998
731,8040,2022-05-11 04:49:55.699433,Completed,PayPal,City35,IL,11.01,0.0,648.05
735,14097,2023-03-18 06:27:07.032872,Completed,Apple Pay,City79,IL,6.09,19.23,8055.23
738,10955,2023-12-05 01:00:35.167474,Cancelled,Apple Pay,City3,IL,12.26,10.34,434.12
742,3791,2022-09-22 21:53:15.644827,Completed,Debit Card,City70,GA,18.86,80.98,927.81
743,9509,2023-10-27 01:07:05.257774,Returned,Apple Pay,City44,NC,9.36,494.13,4520.26
747,14973,2023-11-28 08:47:50.499041,Completed,PayPal,City82,NC,15.56,0.0,267.31
748,5191,2023-02-17 09:10:32.878251,Completed,Debit Card,City72,PA,2.48,0.0,164.14
749,13823,2023-12-30 00:58:45.336428,Completed,PayPal,City86,CA,11.74,0.0,746.54
750,12394,2022-07-17 23:42:58.917466,Completed,PayPal,City19,GA,5.54,0.0,353.07
751,11244,2023-09-30 22:13:27.144038,Completed,Credit Card,City77,MI,23.41,9.5,445.96
752,9667,2022-07-28 20:34:05.721499,Completed,PayPal,City22,NY,22.23,0.0,4116.929999999999
754,8353,2022-11-13 17:38:08.652696,Completed,Credit Card,City14,IL,1.03,111.1,2090.6600000000003
757,15134,2023-11-21 17:15:41.157781,Completed,Apple Pay,City76,TX,22.43,62.81,902.74
759,6709,2022-07-15 07:27:27.050908,Completed,PayPal,City4,MI,21.99,239.49,3342.93
762,12233,2023-12-09 21:30:06.651887,Completed,Credit Card,City38,OH,13.82,0.0,339.5
764,18358,2023-09-14 18:56:33.919344,Completed,Credit Card,City4,CA,1.38,0.0,241.67
770,8628,2023-06-21 10:08:46.347505,Completed,Credit Card,City83,NC,23.35,0.0,1548.82
775,18853,2022-08-27 17:15:59.267717,Completed,Apple Pay,City60,IL,16.96,0.0,1515.57
788,16088,2022-01-28 04:38:13.077818,Completed,Apple Pay,City56,TX,6.79,0.0,2094.46
790,698,2023-11-13 02:04:08.849040,Completed,PayPal,City52,CA,17.15,131.88,3244.19
792,18349,2023-12-29 17:03:14.616281,Completed,PayPal,City6,MI,11.14,3.23,1315.5100000000002
794,8880,2023-06-27 21:43:37.250710,Completed,Debit Card,City95,CA,0.8,14.74,3168.8000000000006
