product_id,product_name,category,subcategory,brand,unit_cost,selling_price,stock_quantity
196,Skincare Product 196,Beauty,Skincare,Brand 87,48.2,161.66,318
197,Makeup Product 197,Beauty,Makeup,Brand 14,83.13,381.48,741
199,Skincare Product 199,Beauty,Skincare,Brand 60,66.53,215.04,981
203,Haircare Product 203,Beauty,Haircare,Brand 84,74.03,315.86,151
215,Makeup Product 215,Beauty,Makeup,Brand 8,48.51,230.13,540
218,Haircare Product 218,Beauty,Haircare,Brand 77,72.65,188.34,593
220,Haircare Product 220,Beauty,Haircare,Brand 30,87.22,235.11,473
228,Makeup Product 228,Beauty,Makeup,Brand 29,15.91,38.21,876
230,Skincare Product 230,Beauty,Skincare,Brand 89,62.85,207.67,323
235,Haircare Product 235,Beauty,Haircare,Brand 21,13.07,26.99,822
236,Skincare Product 236,Beauty,Skincare,Brand 85,69.03,165.0,484
246,Makeup Product 246,Beauty,Makeup,Brand 12,84.04,375.06,497
252,Haircare Product 252,Beauty,Haircare,Brand 73,47.65,213.91,708
253,Makeup Product 253,Beauty,Makeup,Brand 20,87.1,279.31,500
257,Haircare Product 257,Beauty,Haircare,Brand 95,41.53,127.43,967
259,Makeup Product 259,Beauty,Makeup,Brand 58,52.63,247.46,155
266,Haircare Product 266,Beauty,Haircare,Brand 49,94.11,231.16,708
268,Skincare Product 268,Beauty,Skincare,Brand 47,66.37,177.95,68
272,Makeup Product 272,Beauty,Makeup,Brand 89,19.65,44.08,839
273,Skincare Product 273,Beauty,Skincare,Brand 47,73.51,150.98,742
275,Skincare Product 275,Beauty,Skincare,Brand 61,34.4,133.64,975
287,Makeup Product 287,Beauty,Makeup,Brand 39,15.56,37.62,174
291,Makeup Product 291,Beauty,Makeup,Brand 68,22.79,76.08,419
310,Skincare Product 310,Beauty,Skincare,Brand 48,62.48,210.88,430
313,Makeup Product 313,Beauty,Makeup,Brand 100,91.79,197.54,316
322,Makeup Product 322,Beauty,Makeup,Brand 10,78.07,308.58,178
324,Haircare Product 324,Beauty,Haircare,Brand 17,60.84,225.61,493
325,Skincare Product 325,Beauty,Skincare,Brand 39,83.98,243.72,218
329,Haircare Product 329,Beauty,Haircare,Brand 93,19.65,64.98,973
330,Makeup Product 330,Beauty,Makeup,Brand 4,85.04,256.98,133
343,Haircare Product 343,Beauty,Haircare,Brand 2,68.89,166.29,917
349,Skincare Product 349,Beauty,Skincare,Brand 43,9.3,20.27,873
353,Makeup Product 353,Beauty,Makeup,Brand 43,50.11,101.23,739
356,Skincare Product 356,Beauty,Skincare,Brand 22,73.53,226.29,586
357,Makeup Product 357,Beauty,Makeup,Brand 5,19.04,64.37,636
361,Makeup Product 361,Beauty,Makeup,Brand 69,34.81,77.69,400
362,Makeup Product 362,Beauty,Makeup,Brand 88,69.21,288.73,708
369,Makeup Product 369,Beauty,Makeup,Brand 18,93.64,321.62,161
370,Haircare Product 370,Beauty,Haircare,Brand 86,60.75,142.18,976
371,Skincare Product 371,Beauty,Skincare,Brand 53,65.6,135.47,388
375,Skincare Product 375,Beauty,Skincare,Brand 5,55.84,197.27,985
380,Makeup Product 380,Beauty,Makeup,Brand 43,30.92,120.14,216
386,Skincare Product 386,Beauty,Skincare,Brand 31,29.85,76.12,113
390,Makeup Product 390,Beauty,Makeup,Brand 61,44.51,132.77,825
391,Haircare Product 391,Beauty,Haircare,Brand 88,83.43,307.36,822
392,Skincare Product 392,Beauty,Skincare,Brand 47,54.92,160.8,129
393,Skincare Product 393,Beauty,Skincare,Brand 65,10.87,32.38,257
394,Haircare Product 394,Beauty,Haircare,Brand 67,19.24,47.91,502
397,Makeup Product 397,Beauty,Makeup,Brand 3,68.91,169.08,455
408,Haircare Product 408,Beauty,Haircare,Brand 95,71.81,147.94,95
411,Haircare Product 411,Beauty,Haircare,Brand 31,78.39,308.03,359
417,Skincare Product 417,Beauty,Skincare,Brand 43,41.9,98.94,712
433,Haircare Product 433,Beauty,Haircare,Brand 10,95.94,279.86,887
436,Makeup Product 436,Beauty,Makeup,Brand 69,67.63,136.55,614
441,Skincare Product 441,Beauty,Skincare,Brand 88,99.07,229.2,897
445,Makeup Product 445,Beauty,Makeup,Brand 88,30.75,138.05,997
447,Skincare Product 447,Beauty,Skincare,Brand 51,76.46,267.17,128
449,Makeup Product 449,Beauty,Makeup,Brand 89,41.47,149.13,791
451,Haircare Product 451,Beauty,Haircare,Brand 100,95.71,251.21,384
453,Makeup Product 453,Beauty,Makeup,Brand 85,46.03,155.46,439
458,Haircare Product 458,Beauty,Haircare,Brand 12,53.68,114.45,412
459,Skincare Product 459,Beauty,Skincare,Brand 50,61.71,233.16,62
476,Skincare Product 476,Beauty,Skincare,Brand 69,80.12,204.31,658
478,Skincare Product 478,Beauty,Skincare,Brand 83,58.51,190.9,459
480,Haircare Product 480,Beauty,Haircare,Brand 58,60.15,183.7,433
487,Skincare Product 487,Beauty,Skincare,Brand 55,57.43,143.32,523
495,Haircare Product 495,Beauty,Haircare,Brand 16,13.05,28.38,294
498,Haircare Product 498,Beauty,Haircare,Brand 23,92.32,418.13,618
505,Skincare Product 505,Beauty,Skincare,Brand 70,59.41,141.58,893
510,Haircare Product 510,Beauty,Haircare,Brand 27,45.68,144.94,883
513,Haircare Product 513,Beauty,Haircare,Brand 97,82.44,179.48,854
521,Makeup Product 521,Beauty,Makeup,Brand 28,25.69,69.23,556
523,Makeup Product 523,Beauty,Makeup,Brand 98,79.89,344.72,99
554,Haircare Product 554,Beauty,Haircare,Brand 96,29.63,76.28,849
556,Skincare Product 556,Beauty,Skincare,Brand 81,29.98,144.49,128
568,Makeup Product 568,Beauty,Makeup,Brand 2,65.41,224.04,393
570,Skincare Product 570,Beauty,Skincare,Brand 19,44.88,212.05,778
576,Skincare Product 576,Beauty,Skincare,Brand 60,19.76,43.84,371
582,Skincare Product 582,Beauty,Skincare,Brand 18,14.0,29.82,174
585,Makeup Product 585,Beauty,Makeup,Brand 9,92.16,193.0,252
590,Haircare Product 590,Beauty,Haircare,Brand 64,63.61,208.0,471
591,Makeup Product 591,Beauty,Makeup,Brand 18,10.79,25.93,479
596,Skincare Product 596,Beauty,Skincare,Brand 85,97.53,207.53,296
605,Makeup Product 605,Beauty,Makeup,Brand 85,96.25,248.12,455
606,Skincare Product 606,Beauty,Skincare,Brand 21,36.97,91.69,799
608,Haircare Product 608,Beauty,Haircare,Brand 46,89.51,283.36,278
609,Skincare Product 609,Beauty,Skincare,Brand 38,40.95,146.35,180
611,Skincare Product 611,Beauty,Skincare,Brand 79,22.3,55.13,276
612,Skincare Product 612,Beauty,Skincare,Brand 96,93.99,205.3,129
618,Haircare Product 618,Beauty,Haircare,Brand 58,77.03,178.18,125
624,Haircare Product 624,Beauty,Haircare,Brand 85,92.93,274.97,338
627,Makeup Product 627,Beauty,Makeup,Brand 22,23.97,48.69,703
633,Skincare Product 633,Beauty,Skincare,Brand 67,57.59,232.44,478
634,Haircare Product 634,Beauty,Haircare,Brand 31,87.35,244.3,537
636,Haircare Product 636,Beauty,Haircare,Brand 80,81.04,273.1,200
642,Haircare Product 642,Beauty,Haircare,Brand 20,79.26,170.0,201
643,Haircare Product 643,Beauty,Haircare,Brand 13,60.35,286.63,997
653,Makeup Product 653,Beauty,Makeup,Brand 21,83.0,240.29,117
667,Skincare Product 667,Beauty,Skincare,Brand 48,5.7,28.48,624
668,Haircare Product 668,Beauty,Haircare,Brand 62,31.85,108.08,115
671,Makeup Product 671,Beauty,Makeup,Brand 93,67.75,229.06,76
675,Skincare Product 675,Beauty,Skincare,Brand 95,32.91,91.73,314
676,Skincare Product 676,Beauty,Skincare,Brand 84,94.96,412.65,141
685,Makeup Product 685,Beauty,Makeup,Brand 62,65.18,171.99,442
690,Haircare Product 690,Beauty,Haircare,Brand 88,54.79,148.12,187
693,Haircare Product 693,Beauty,Haircare,Brand 84,21.05,53.97,861
700,Skincare Product 700,Beauty,Skincare,Brand 26,78.91,314.95,416
713,Haircare Product 713,Beauty,Haircare,Brand 100,46.63,147.28,417
714,Skincare Product 714,Beauty,Skincare,Brand 94,86.94,368.37,963
717,Haircare Product 717,Beauty,Haircare,Brand 86,59.78,180.88,944
726,Haircare Product 726,Beauty,Haircare,Brand 72,65.57,281.46,261
731,Makeup Product 731,Beauty,Makeup,Brand 22,71.7,147.45,554
737,Makeup Product 737,Beauty,Makeup,Brand 23,92.82,349.37,758
738,Skincare Product 738,Beauty,Skincare,Brand 50,74.4,161.22,723
739,Haircare Product 739,Beauty,Haircare,Brand 50,88.86,254.78,478
740,Haircare Product 740,Beauty,Haircare,Brand 44,77.43,185.27,351
750,Skincare Product 750,Beauty,Skincare,Brand 79,39.07,107.27,938
751,Skincare Product 751,Beauty,Skincare,Brand 31,75.53,227.76,573
753,Skincare Product 753,Beauty,Skincare,Brand 80,6.23,14.67,939
755,Haircare Product 755,Beauty,Haircare,Brand 93,75.15,170.39,248
757,Skincare Product 757,Beauty,Skincare,Brand 72,40.83,109.92,320
760,Haircare Product 760,Beauty,Haircare,Brand 71,33.61,127.78,416
762,Skincare Product 762,Beauty,Skincare,Brand 12,44.51,131.34,407
764,Haircare Product 764,Beauty,Haircare,Brand 97,50.11,151.12,714
766,Skincare Product 766,Beauty,Skincare,Brand 42,96.1,325.5,440
768,Makeup Product 768,Beauty,Makeup,Brand 63,53.86,155.05,94
770,Haircare Product 770,Beauty,Haircare,Brand 86,5.7,11.87,694
777,Skincare Product 777,Beauty,Skincare,Brand 90,76.82,236.87,918
779,Skincare Product 779,Beauty,Skincare,Brand 49,31.74,142.98,454
781,Makeup Product 781,Beauty,Makeup,Brand 87,96.21,210.63,958
787,Skincare Product 787,Beauty,Skincare,Brand 13,32.61,67.97,252
788,Makeup Product 788,Beauty,Makeup,Brand 86,95.4,242.84,721
795,Skincare Product 795,Beauty,Skincare,Brand 18,84.97,350.56,962
796,Skincare Product 796,Beauty,Skincare,Brand 10,30.01,128.19,794
799,Makeup Product 799,Beauty,Makeup,Brand 51,67.12,147.38,278
800,Haircare Product 800,Beauty,Haircare,Brand 65,86.43,187.96,572
802,Haircare Product 802,Beauty,Haircare,Brand 58,20.76,60.04,213
810,Skincare Product 810,Beauty,Skincare,Brand 66,46.79,108.56,708
815,Skincare Product 815,Beauty,Skincare,Brand 22,89.63,196.58,314
819,Skincare Product 819,Beauty,Skincare,Brand 22,64.21,185.17,791
825,Makeup Product 825,Beauty,Makeup,Brand 99,26.8,103.35,440
830,Makeup Product 830,Beauty,Makeup,Brand 73,29.82,87.92,424
831,Makeup Product 831,Beauty,Makeup,Brand 27,99.22,260.58,473
832,Haircare Product 832,Beauty,Haircare,Brand 72,50.83,130.69,545
839,Haircare Product 839,Beauty,Haircare,Brand 77,54.5,190.21,108
841,Makeup Product 841,Beauty,Makeup,Brand 66,23.5,88.74,578
846,Makeup Product 846,Beauty,Makeup,Brand 29,38.01,148.86,670
860,Skincare Product 860,Beauty,Skincare,Brand 41,85.56,220.15,554
861,Makeup Product 861,Beauty,Makeup,Brand 66,51.63,252.25,336
867,Makeup Product 867,Beauty,Makeup,Brand 27,39.76,113.48,479
872,Haircare Product 872,Beauty,Haircare,Brand 33,34.99,98.84,625
873,Skincare Product 873,Beauty,Skincare,Brand 8,42.85,146.33,270
877,Haircare Product 877,Beauty,Haircare,Brand 100,66.74,197.18,341
889,Skincare Product 889,Beauty,Skincare,Brand 42,7.71,25.62,934
892,Makeup Product 892,Beauty,Makeup,Brand 73,64.95,210.03,495
893,Haircare Product 893,Beauty,Haircare,Brand 45,65.76,161.53,543
894,Skincare Product 894,Beauty,Skincare,Brand 47,81.45,221.67,472
901,Haircare Product 901,Beauty,Haircare,Brand 96,70.04,168.94,594
918,Skincare Product 918,Beauty,Skincare,Brand 21,40.28,85.13,561
929,Makeup Product 929,Beauty,Makeup,Brand 99,23.04,78.09,614
931,Haircare Product 931,Beauty,Haircare,Brand 17,11.33,45.42,232
941,Makeup Product 941,Beauty,Makeup,Brand 55,69.08,238.84,954
945,Skincare Product 945,Beauty,Skincare,Brand 99,58.5,134.23,613
953,Skincare Product 953,Beauty,Skincare,Brand 94,61.55,150.17,877
954,Makeup Product 954,Beauty,Makeup,Brand 99,12.46,25.79,392
956,Skincare Product 956,Beauty,Skincare,Brand 7,65.22,210.16,362
957,Skincare Product 957,Beauty,Skincare,Brand 42,35.34,106.92,564
959,Haircare Product 959,Beauty,Haircare,Brand 38,52.95,122.18,855
963,Skincare Product 963,Beauty,Skincare,Brand 68,58.31,290.28,302
965,Skincare Product 965,Beauty,Skincare,Brand 47,15.69,41.74,406
972,Skincare Product 972,Beauty,Skincare,Brand 34,24.36,71.02,611
979,Haircare Product 979,Beauty,Haircare,Brand 59,13.36,30.34,624
987,Makeup Product 987,Beauty,Makeup,Brand 84,47.67,103.53,191
988,Haircare Product 988,Beauty,Haircare,Brand 18,69.98,159.3,366
989,Skincare Product 989,Beauty,Skincare,Brand 99,45.86,201.76,198
990,Skincare Product 990,Beauty,Skincare,Brand 93,35.16,105.65,171
994,Haircare Product 994,Beauty,Haircare,Brand 30,30.35,92.0,660
