order_id,product_id,quantity,item_revenue,item_cost,item_profit
536588.0,22720,2,9.9,,
536589.0,22086,2,5.9,,
536590.0,84879,6,10.14,,
536591.0,22086,6,17.7,,
536592.0,47566,4,19.8,,
536593.0,21212,1,0.55,,
536594.0,47566,4,19.8,,
536595.0,22423,12,153.0,,
536596.0,POST,6,108.0,,
536597.0,22383,2,3.3,,
536598.0,85099B,2,3.9,,
536599.0,22423,6,76.5,,
536600.0,POST,4,72.0,,
100235.0,85123A,1,0.0,,
536602.0,22383,2,3.3,,
536603.0,21212,1,0.55,,
536604.0,22423,1,12.75,,
536605.0,84879,1,1.69,,
536606.0,22720,6,29.7,,
536607.0,22720,6,29.7,,
536608.0,84879,1,1.69,,
536609.0,85099B,1,1.95,,
536610.0,85099B,2,3.9,,
536611.0,22086,6,17.7,,
536612.0,22720,2,9.9,,
536613.0,47566,1,4.95,,
536614.0,POST,2,36.0,,
100249.0,85099B,1,0.0,,
536616.0,22086,2,5.9,,
536617.0,47566,2,9.9,,
536618.0,85123A,6,15.3,,
536619.0,22383,1,1.65,,
100254.0,22720,1,0.0,,
536621.0,85123A,1,2.55,,
536622.0,POST,1,18.0,,
536623.0,21212,6,3.3,,
536624.0,POST,24,432.0,,
536625.0,21212,6,3.3,,
536626.0,84879,4,6.76,,
536627.0,84879,12,20.28,,
536628.0,22086,1,2.95,,
536629.0,POST,6,108.0,,
536630.0,85123A,1,2.55,,
536631.0,22383,2,3.3,,
536632.0,21212,1,0.55,,
536633.0,22423,1,12.75,,
536634.0,85099B,2,3.9,,
536635.0,POST,1,18.0,,
536636.0,21212,1,0.55,,
536637.0,47566,4,19.8,,
536638.0,84879,2,3.38,,
536639.0,85123A,2,5.1,,
536640.0,POST,1,18.0,,
536641.0,22423,1,12.75,,
536642.0,22383,2,3.3,,
536643.0,22086,2,5.9,,
536644.0,85099B,4,7.8,,
536645.0,47566,1,4.95,,
536646.0,22423,2,25.5,,
536647.0,47566,2,9.9,,
536648.0,22423,1,12.75,,
536649.0,85123A,1,2.55,,
536650.0,22383,12,19.8,,
536651.0,POST,1,18.0,,
536652.0,22086,1,2.95,,
536653.0,22720,1,4.95,,
536654.0,22720,2,9.9,,
536655.0,47566,12,59.4,,
536656.0,85099B,4,7.8,,
536657.0,21212,2,1.1,,
536658.0,22720,1,4.95,,
536659.0,22086,1,2.95,,
536660.0,22086,4,11.8,,
536661.0,22423,2,25.5,,
536662.0,47566,1,4.95,,
536663.0,22086,1,2.95,,
536664.0,21212,6,3.3,,
536665.0,22383,4,6.6,,
536666.0,22383,6,9.9,,
536667.0,85123A,1,2.55,,
536668.0,22383,4,6.6,,
536669.0,22720,6,29.7,,
536670.0,22383,6,9.9,,
536671.0,22383,1,1.65,,
536672.0,22423,2,25.5,,
536673.0,84879,2,3.38,,
536674.0,21212,1,0.55,,
536675.0,85099B,1,1.95,,
536676.0,22423,1,12.75,,
536677.0,21212,6,3.3,,
536678.0,85123A,1,2.55,,
536679.0,22383,2,3.3,,
536680.0,22086,6,17.7,,
100315.0,22423,1,0.0,,
536682.0,21212,1,0.55,,
536683.0,85099B,2,3.9,,
536684.0,21212,2,1.1,,
536685.0,84879,1,1.69,,
100320.0,22383,1,0.0,,
536687.0,22086,4,11.8,,
536688.0,84879,12,20.28,,
536689.0,22383,2,3.3,,
536690.0,85123A,12,30.6,,
536691.0,22086,6,17.7,,
100326.0,22383,1,0.0,,
536693.0,22086,2,5.9,,
536694.0,22423,2,25.5,,
536695.0,47566,1,4.95,,
536696.0,22383,1,1.65,,
536697.0,47566,1,4.95,,
536698.0,22383,1,1.65,,
536699.0,22423,2,25.5,,
536700.0,47566,4,19.8,,
536701.0,22423,2,25.5,,
536702.0,85123A,4,10.2,,
536703.0,21212,1,0.55,,
536704.0,POST,2,36.0,,
536705.0,22383,6,9.9,,
536706.0,85123A,1,2.55,,
536707.0,22383,6,9.9,,
536708.0,22383,2,3.3,,
536709.0,22383,4,6.6,,
536710.0,47566,4,19.8,,
536711.0,21212,4,2.2,,
536712.0,22423,1,12.75,,
536713.0,22383,2,3.3,,
536714.0,84879,6,10.14,,
536715.0,22383,1,1.65,,
536716.0,85123A,2,5.1,,
536717.0,22086,4,11.8,,
536718.0,85123A,2,5.1,,
536719.0,22423,1,12.75,,
536720.0,85123A,12,30.6,,
536721.0,85123A,1,2.55,,
536722.0,47566,12,59.4,,
100357.0,22423,1,0.0,,
536724.0,85099B,2,3.9,,
536725.0,85099B,1,1.95,,
536726.0,84879,1,1.69,,
536727.0,84879,1,1.69,,
536728.0,22383,6,9.9,,
536729.0,POST,24,432.0,,
536730.0,84879,2,3.38,,
536731.0,22383,6,9.9,,
536732.0,22383,1,1.65,,
536733.0,85123A,1,2.55,,
536734.0,22383,1,1.65,,
536735.0,22086,2,5.9,,
536736.0,22720,12,59.4,,
536737.0,85099B,2,3.9,,
536738.0,85099B,2,3.9,,
536739.0,POST,6,108.0,,
536740.0,84879,2,3.38,,
536741.0,84879,2,3.38,,
536742.0,85099B,1,1.95,,
536743.0,22086,2,5.9,,
536744.0,21212,6,3.3,,
536745.0,22383,2,3.3,,
536746.0,22720,2,9.9,,
536747.0,22720,6,29.7,,
536748.0,22423,4,51.0,,
536749.0,22423,4,51.0,,
536750.0,22720,12,59.4,,
536751.0,85099B,6,11.7,,
536752.0,POST,2,36.0,,
536753.0,47566,6,29.7,,
536754.0,22423,1,12.75,,
536755.0,POST,1,18.0,,
536756.0,22383,2,3.3,,
536757.0,22423,4,51.0,,
536758.0,21212,1,0.55,,
536759.0,21212,4,2.2,,
536760.0,22720,12,59.4,,
536761.0,22423,2,25.5,,
536762.0,85099B,12,23.4,,
536763.0,22423,4,51.0,,
536764.0,22423,4,51.0,,
536765.0,21212,1,0.55,,
536766.0,22383,1,1.65,,
536767.0,21212,1,0.55,,
536768.0,21212,2,1.1,,
536769.0,22423,2,25.5,,
536770.0,22423,1,12.75,,
536771.0,POST,2,36.0,,
536772.0,POST,1,18.0,,
536773.0,84879,4,6.76,,
536774.0,21212,6,3.3,,
536775.0,85123A,1,2.55,,
536776.0,85099B,1,1.95,,
536777.0,21212,4,2.2,,
536778.0,85123A,6,15.3,,
536779.0,22383,1,1.65,,
536780.0,22383,2,3.3,,
536781.0,84879,1,1.69,,
536782.0,85123A,4,10.2,,
536783.0,84879,2,3.38,,
536784.0,22086,1,2.95,,
536785.0,POST,12,216.0,,
536786.0,84879,2,3.38,,
536787.0,21212,1,0.55,,
536788.0,21212,2,1.1,,
536789.0,22086,2,5.9,,
536790.0,85123A,1,2.55,,
100425.0,21212,1,0.0,,
536792.0,85123A,12,30.6,,
536793.0,POST,12,216.0,,
536794.0,47566,4,19.8,,
536795.0,POST,1,18.0,,
536796.0,84879,12,20.28,,
536797.0,85099B,2,3.9,,
536798.0,85123A,6,15.3,,
536799.0,47566,4,19.8,,
536800.0,85099B,6,11.7,,
536801.0,47566,1,4.95,,
536802.0,85099B,1,1.95,,
536803.0,POST,1,18.0,,
536804.0,22720,1,4.95,,
536805.0,22383,1,1.65,,
536806.0,84879,1,1.69,,
536807.0,85099B,6,11.7,,
100442.0,21212,1,0.0,,
536809.0,22720,4,19.8,,
536810.0,85123A,2,5.1,,
536811.0,22423,2,25.5,,
536812.0,85123A,2,5.1,,
536813.0,47566,2,9.9,,
536814.0,22720,1,4.95,,
536815.0,22086,1,2.95,,
536816.0,POST,1,18.0,,
536817.0,22423,1,12.75,,
536818.0,POST,2,36.0,,
536819.0,22086,4,11.8,,
536820.0,22086,2,5.9,,
536821.0,22383,1,1.65,,
536822.0,47566,1,4.95,,
536823.0,22720,2,9.9,,
536824.0,21212,2,1.1,,
536825.0,22720,2,9.9,,
536826.0,85099B,1,1.95,,
536827.0,85099B,4,7.8,,
536828.0,22423,12,153.0,,
536829.0,85123A,6,15.3,,
536830.0,21212,2,1.1,,
536831.0,POST,2,36.0,,
536832.0,84879,2,3.38,,
536833.0,84879,6,10.14,,
536834.0,22086,1,2.95,,
536835.0,22720,2,9.9,,
536836.0,21212,1,0.55,,
536837.0,22720,1,4.95,,
536838.0,47566,4,19.8,,
536839.0,POST,2,36.0,,
536840.0,85099B,1,1.95,,
536841.0,POST,1,18.0,,
536842.0,22720,4,19.8,,
536843.0,47566,1,4.95,,
536844.0,POST,1,18.0,,
536845.0,21212,12,6.6,,
536846.0,21212,6,3.3,,
536847.0,POST,1,18.0,,
536848.0,85123A,1,2.55,,
536849.0,POST,6,108.0,,
536850.0,POST,2,36.0,,
536851.0,84879,4,6.76,,
536852.0,22383,1,1.65,,
536853.0,22423,1,12.75,,
536854.0,22720,2,9.9,,
536855.0,22720,2,9.9,,
536856.0,22383,4,6.6,,
536857.0,85099B,6,11.7,,
536858.0,22720,1,4.95,,
536859.0,47566,2,9.9,,
536860.0,21212,6,3.3,,
536861.0,85099B,4,7.8,,
536862.0,22383,12,19.8,,
536863.0,22423,6,76.5,,
536864.0,85123A,4,10.2,,
536865.0,85123A,1,2.55,,
536866.0,22423,12,153.0,,
536867.0,22086,1,2.95,,
536868.0,22383,1,1.65,,
536869.0,22383,2,3.3,,
536870.0,21212,6,3.3,,
536871.0,22423,2,25.5,,
536872.0,22423,1,12.75,,
536873.0,47566,4,19.8,,
536874.0,22720,2,9.9,,
536875.0,84879,4,6.76,,
536876.0,POST,2,36.0,,
536877.0,22383,2,3.3,,
536878.0,85123A,4,10.2,,
536879.0,POST,24,432.0,,
536880.0,47566,24,118.8,,
536881.0,22086,2,5.9,,
536882.0,85099B,12,23.4,,
536883.0,22086,24,70.8,,
536884.0,POST,2,36.0,,
536885.0,22720,1,4.95,,
536886.0,47566,12,59.4,,
536887.0,85099B,2,3.9,,
536888.0,22423,6,76.5,,
536889.0,47566,2,9.9,,
536890.0,85123A,1,2.55,,
536891.0,21212,4,2.2,,
536892.0,22383,2,3.3,,
536893.0,85123A,2,5.1,,
536894.0,47566,1,4.95,,
536895.0,47566,12,59.4,,
536896.0,84879,1,1.69,,
536897.0,85123A,6,15.3,,
536898.0,47566,2,9.9,,
536899.0,22086,6,17.7,,
536900.0,85099B,4,7.8,,
536901.0,22720,12,59.4,,
536902.0,21212,6,3.3,,
536903.0,85099B,12,23.4,,
536904.0,22383,1,1.65,,
536905.0,22086,1,2.95,,
536906.0,47566,4,19.8,,
536907.0,22720,1,4.95,,
536908.0,22423,2,25.5,,
536909.0,21212,1,0.55,,
536910.0,21212,4,2.2,,
536911.0,22383,2,3.3,,
536912.0,47566,1,4.95,,
536913.0,84879,6,10.14,,
536914.0,84879,2,3.38,,
536915.0,85099B,24,46.8,,
536916.0,85123A,2,5.1,,
536917.0,85123A,1,2.55,,
536918.0,47566,2,9.9,,
536919.0,22720,2,9.9,,
536920.0,21212,4,2.2,,
536921.0,47566,24,118.8,,
536922.0,85099B,1,1.95,,
536923.0,22720,6,29.7,,
536924.0,22086,2,5.9,,
536925.0,22720,6,29.7,,
536926.0,85123A,12,30.6,,
536927.0,85123A,1,2.55,,
536928.0,22383,4,6.6,,
536929.0,85099B,6,11.7,,
536930.0,22423,4,51.0,,
536931.0,84879,4,6.76,,
536932.0,47566,6,29.7,,
100567.0,22720,1,0.0,,
536934.0,22423,2,25.5,,
536935.0,22720,1,4.95,,
536936.0,22086,2,5.9,,
536937.0,21212,2,1.1,,
536938.0,85123A,1,2.55,,
536939.0,84879,12,20.28,,
536940.0,22423,1,12.75,,
536941.0,22383,2,3.3,,
536942.0,84879,2,3.38,,
536943.0,47566,1,4.95,,
536944.0,22383,1,1.65,,
536945.0,22086,4,11.8,,
536946.0,21212,6,3.3,,
536947.0,22423,2,25.5,,
536948.0,84879,1,1.69,,
536949.0,POST,1,18.0,,
536950.0,84879,2,3.38,,
536951.0,22383,1,1.65,,
536952.0,22086,12,35.4,,
536953.0,22423,6,76.5,,
536954.0,85099B,6,11.7,,
536955.0,85123A,6,15.3,,
536956.0,22423,2,25.5,,
536957.0,22423,1,12.75,,
536958.0,84879,4,6.76,,
536959.0,22086,1,2.95,,
536960.0,22086,1,2.95,,
536961.0,22720,2,9.9,,
536962.0,85099B,1,1.95,,
536963.0,85099B,2,3.9,,
536964.0,85099B,1,1.95,,
536965.0,21212,2,1.1,,
536966.0,22383,1,1.65,,
536967.0,47566,4,19.8,,
536968.0,22383,6,9.9,,
100603.0,22720,1,0.0,,
536970.0,POST,1,18.0,,
536971.0,POST,6,108.0,,
536972.0,22720,12,59.4,,
536973.0,84879,2,3.38,,
536974.0,84879,4,6.76,,
536975.0,21212,1,0.55,,
536976.0,22423,2,25.5,,
536977.0,POST,1,18.0,,
536978.0,21212,1,0.55,,
536979.0,47566,12,59.4,,
536980.0,22383,2,3.3,,
536981.0,47566,2,9.9,,
536982.0,22423,2,25.5,,
536983.0,85099B,6,11.7,,
536984.0,22383,2,3.3,,
536985.0,22383,2,3.3,,
536986.0,21212,4,2.2,,
536987.0,85099B,1,1.95,,
536988.0,22720,2,9.9,,
536989.0,22086,6,17.7,,
536990.0,POST,2,36.0,,
536991.0,84879,4,6.76,,
536992.0,21212,1,0.55,,
536993.0,22383,1,1.65,,
536994.0,21212,12,6.6,,
536995.0,POST,1,18.0,,
536996.0,22383,12,19.8,,
536997.0,47566,1,4.95,,
536998.0,21212,1,0.55,,
536999.0,21212,1,0.55,,
537000.0,21212,2,1.1,,
537001.0,21212,2,1.1,,
537002.0,21212,1,0.55,,
537003.0,47566,4,19.8,,
537004.0,POST,12,216.0,,
537005.0,47566,12,59.4,,
537006.0,85099B,24,46.8,,
537007.0,POST,6,108.0,,
537008.0,POST,1,18.0,,
537009.0,22423,2,25.5,,
537010.0,47566,6,29.7,,
537011.0,85099B,1,1.95,,
537012.0,21212,2,1.1,,
537013.0,22423,2,25.5,,
537014.0,84879,6,10.14,,
537015.0,47566,6,29.7,,
537016.0,22423,6,76.5,,
537017.0,85099B,1,1.95,,
537018.0,22720,12,59.4,,
537019.0,85123A,1,2.55,,
100654.0,47566,1,0.0,,
537021.0,85123A,12,30.6,,
100656.0,22383,1,0.0,,
537023.0,POST,2,36.0,,
537024.0,21212,1,0.55,,
537025.0,21212,6,3.3,,
537026.0,22086,12,35.4,,
537027.0,22720,4,19.8,,
537028.0,22086,24,70.8,,
537029.0,21212,2,1.1,,
537030.0,21212,4,2.2,,
537031.0,22423,2,25.5,,
100666.0,22086,1,0.0,,
537033.0,85123A,2,5.1,,
537034.0,POST,1,18.0,,
537035.0,84879,2,3.38,,
537036.0,47566,2,9.9,,
537037.0,47566,2,9.9,,
537038.0,84879,1,1.69,,
537039.0,84879,4,6.76,,
537040.0,22423,1,12.75,,
537041.0,22086,6,17.7,,
100676.0,85099B,1,0.0,,
537043.0,22383,1,1.65,,
100678.0,22086,1,0.0,,
537045.0,47566,1,4.95,,
537046.0,85099B,2,3.9,,
100681.0,85123A,1,0.0,,
537048.0,22720,6,29.7,,
537049.0,21212,4,2.2,,
537050.0,84879,2,3.38,,
537051.0,POST,2,36.0,,
537052.0,POST,1,18.0,,
537053.0,22383,2,3.3,,
537054.0,21212,4,2.2,,
537055.0,22086,6,17.7,,
537056.0,21212,4,2.2,,
537057.0,22720,6,29.7,,
537058.0,85099B,1,1.95,,
537059.0,22383,4,6.6,,
537060.0,22423,12,153.0,,
537061.0,22383,4,6.6,,
537062.0,84879,1,1.69,,
537063.0,22720,6,29.7,,
537064.0,21212,1,0.55,,
100699.0,22086,1,0.0,,
537066.0,22086,6,17.7,,
537067.0,22383,1,1.65,,
537068.0,POST,1,18.0,,
537069.0,22720,1,4.95,,
537070.0,22720,4,19.8,,
537071.0,84879,12,20.28,,
537072.0,22423,1,12.75,,
537073.0,22720,24,118.8,,
537074.0,22383,6,9.9,,
537075.0,22086,2,5.9,,
537076.0,21212,2,1.1,,
537077.0,47566,12,59.4,,
537078.0,85099B,2,3.9,,
537079.0,21212,12,6.6,,
537080.0,22383,2,3.3,,
537081.0,POST,6,108.0,,
537082.0,84879,1,1.69,,
537083.0,22383,2,3.3,,
537084.0,22086,2,5.9,,
537085.0,POST,2,36.0,,
537086.0,22086,1,2.95,,
537087.0,85123A,6,15.3,,
537088.0,22086,2,5.9,,
537089.0,84879,1,1.69,,
537090.0,47566,2,9.9,,
537091.0,21212,4,2.2,,
537092.0,84879,4,6.76,,
537093.0,22720,6,29.7,,
537094.0,85123A,6,15.3,,
537095.0,85123A,24,61.2,,
537096.0,22086,1,2.95,,
537097.0,85123A,2,5.1,,
537098.0,85123A,4,10.2,,
537099.0,22423,6,76.5,,
537100.0,84879,2,3.38,,
537101.0,22383,1,1.65,,
537102.0,85123A,4,10.2,,
537103.0,85123A,2,5.1,,
537104.0,22086,1,2.95,,
537105.0,22383,1,1.65,,
537106.0,84879,2,3.38,,
537107.0,84879,4,6.76,,
537108.0,POST,1,18.0,,
537109.0,85099B,1,1.95,,
537110.0,47566,1,4.95,,
537111.0,47566,1,4.95,,
537112.0,85123A,4,10.2,,
537113.0,22423,6,76.5,,
537114.0,22423,6,76.5,,
537115.0,47566,1,4.95,,
537116.0,22423,4,51.0,,
537117.0,POST,1,18.0,,
537118.0,POST,6,108.0,,
537119.0,22383,2,3.3,,
537120.0,22086,2,5.9,,
537121.0,22720,24,118.8,,
537122.0,POST,1,18.0,,
537123.0,85099B,12,23.4,,
537124.0,22423,1,12.75,,
537125.0,85099B,6,11.7,,
537126.0,84879,6,10.14,,
537127.0,21212,1,0.55,,
537128.0,84879,1,1.69,,
537129.0,85123A,1,2.55,,
537130.0,22086,6,17.7,,
537131.0,22720,1,4.95,,
100766.0,22423,1,0.0,,
537133.0,85123A,2,5.1,,
537134.0,22383,2,3.3,,
537135.0,85123A,4,10.2,,
100770.0,85123A,1,0.0,,
537137.0,21212,2,1.1,,
537138.0,22423,1,12.75,,
537139.0,85123A,1,2.55,,
537140.0,47566,1,4.95,,
537141.0,22720,4,19.8,,
537142.0,85123A,1,2.55,,
537143.0,22720,2,9.9,,
537144.0,22086,2,5.9,,
537145.0,21212,1,0.55,,
537146.0,22383,1,1.65,,
537147.0,85099B,2,3.9,,
537148.0,47566,2,9.9,,
537149.0,22720,2,9.9,,
537150.0,22383,1,1.65,,
537151.0,22423,1,12.75,,
537152.0,21212,2,1.1,,
537153.0,85099B,6,11.7,,
537154.0,22086,1,2.95,,
537155.0,22086,1,2.95,,
537156.0,85099B,4,7.8,,
537157.0,POST,6,108.0,,
537158.0,22720,12,59.4,,
537159.0,22720,1,4.95,,
537160.0,84879,1,1.69,,
537161.0,POST,4,72.0,,
537162.0,85123A,6,15.3,,
537163.0,85123A,4,10.2,,
537164.0,85123A,1,2.55,,
537165.0,85123A,2,5.1,,
537166.0,84879,2,3.38,,
537167.0,85099B,1,1.95,,
537168.0,22086,4,11.8,,
537169.0,84879,1,1.69,,
537170.0,84879,1,1.69,,
537171.0,22086,6,17.7,,
537172.0,85099B,6,11.7,,
537173.0,22086,1,2.95,,
537174.0,85123A,2,5.1,,
537175.0,22086,4,11.8,,
537176.0,85123A,4,10.2,,
100811.0,POST,1,0.0,,
537178.0,85123A,6,15.3,,
537179.0,85123A,2,5.1,,
537180.0,85123A,1,2.55,,
537181.0,85099B,1,1.95,,
537182.0,47566,4,19.8,,
537183.0,85099B,12,23.4,,
537184.0,84879,6,10.14,,
537185.0,22720,2,9.9,,
537186.0,22423,1,12.75,,
537187.0,21212,1,0.55,,
537188.0,22720,4,19.8,,
537189.0,22383,6,9.9,,
537190.0,84879,1,1.69,,
537191.0,85099B,1,1.95,,
537192.0,22423,4,51.0,,
537193.0,85123A,1,2.55,,
537194.0,84879,1,1.69,,
537195.0,22086,1,2.95,,
537196.0,84879,6,10.14,,
537197.0,22720,4,19.8,,
537198.0,85123A,1,2.55,,
537199.0,22423,1,12.75,,
537200.0,84879,12,20.28,,
537201.0,22720,1,4.95,,
537202.0,22383,2,3.3,,
537203.0,22086,2,5.9,,
537204.0,47566,2,9.9,,
537205.0,POST,6,108.0,,
537206.0,22720,4,19.8,,
537207.0,21212,2,1.1,,
537208.0,47566,2,9.9,,
537209.0,85099B,2,3.9,,
537210.0,85099B,4,7.8,,
537211.0,POST,12,216.0,,
537212.0,47566,1,4.95,,
537213.0,47566,1,4.95,,
537214.0,POST,1,18.0,,
537215.0,85099B,2,3.9,,
537216.0,22423,2,25.5,,
537217.0,21212,2,1.1,,
537218.0,22086,1,2.95,,
537219.0,84879,1,1.69,,
537220.0,84879,4,6.76,,
537221.0,85099B,1,1.95,,
537222.0,22383,2,3.3,,
537223.0,22086,1,2.95,,
537224.0,22423,1,12.75,,
537225.0,22423,2,25.5,,
