order_id,customer_id,order_date,order_status,shipping_state,total_amount
536465.0,15192,2010-07-09,Completed,United Kingdom,153.0
536466.0,13035,2011-05-26,Completed,United Kingdom,39.6
536467.0,17403,2011-03-20,Completed,United Kingdom,10.2
536468.0,17903,2010-09-21,Completed,United Kingdom,12.75
536469.0,13678,2011-03-26,Completed,Germany,3.38
536470.0,17686,2011-09-08,Completed,United Kingdom,1.65
536471.0,15497,2010-10-07,Completed,United Kingdom,72.0
536472.0,17197,2010-04-10,Completed,United Kingdom,18.0
536473.0,17481,2011-08-29,Completed,United Kingdom,72.0
536474.0,16933,2011-11-11,Completed,Germany,0.55
536475.0,16965,2011-08-09,Completed,United Kingdom,1.69
100110.0,13556,2011-02-09,Cancelled,United Kingdom,0.0
536477.0,13357,2010-12-12,Completed,United Kingdom,19.8
536478.0,16430,2010-07-17,Completed,Belgium,4.95
536479.0,14024,2011-08-28,Completed,United Kingdom,1.69
536480.0,12578,2011-11-30,Completed,United Kingdom,1.1
536481.0,14203,2009-12-09,Completed,France,9.9
536482.0,13869,2011-01-14,Completed,United Kingdom,5.1
536483.0,15589,2010-11-16,Completed,United Kingdom,2.2
536484.0,12717,2010-05-30,Completed,France,9.9
536485.0,14324,2010-01-27,Completed,United Kingdom,2.55
100120.0,13166,2011-05-06,Cancelled,United Kingdom,0.0
536487.0,17017,2011-08-03,Completed,United Kingdom,15.3
536488.0,14346,2011-01-05,Completed,United Kingdom,3.3
536489.0,14299,2010-11-24,Completed,France,19.8
536490.0,13701,2010-07-30,Completed,United Kingdom,12.75
536491.0,13930,2010-02-15,Completed,United Kingdom,9.9
536492.0,13866,2011-08-31,Completed,France,72.0
536493.0,16692,2010-05-01,Completed,United Kingdom,2.55
536494.0,12411,2009-12-22,Completed,United Kingdom,3.9
536495.0,13399,2011-02-21,Completed,United Kingdom,3.9
536496.0,14470,2010-12-20,Completed,United Kingdom,29.7
536497.0,17747,2010-09-01,Completed,United Kingdom,15.3
536498.0,15081,2011-02-08,Completed,United Kingdom,6.6
536499.0,16111,2011-08-08,Completed,United Kingdom,9.9
536500.0,12919,2010-07-27,Completed,United Kingdom,23.4
536501.0,16843,2010-12-07,Completed,United Kingdom,1.1
536502.0,14290,2010-09-06,Completed,United Kingdom,5.9
536503.0,12748,2011-10-04,Completed,United Kingdom,18.0
536504.0,16961,2011-07-20,Completed,United Kingdom,4.95
536505.0,14684,2010-08-18,Completed,United Kingdom,19.8
536506.0,14151,2011-06-22,Completed,United Kingdom,4.95
536507.0,17900,2010-06-23,Completed,United Kingdom,11.7
536508.0,12874,2011-01-24,Completed,Switzerland,4.95
536509.0,17893,2011-08-17,Completed,United Kingdom,0.55
536510.0,14912,2011-01-04,Completed,Germany,1.95
536511.0,17449,2011-02-08,Completed,United Kingdom,3.3
536512.0,13055,2010-10-10,Completed,Germany,2.55
536513.0,17228,2010-11-01,Completed,France,70.8
536514.0,14733,2011-05-31,Completed,United Kingdom,1.65
536515.0,15695,2010-05-15,Completed,Netherlands,18.0
536516.0,15967,2011-06-09,Completed,Germany,0.55
536517.0,17729,2011-11-14,Completed,United Kingdom,0.55
536518.0,16661,2011-08-23,Completed,Australia,3.3
536519.0,18121,2010-05-20,Completed,United Kingdom,5.1
536520.0,15172,2011-01-30,Completed,United Kingdom,6.6
536521.0,17403,2010-06-22,Completed,United Kingdom,3.38
536522.0,16151,2011-07-16,Completed,United Kingdom,25.5
536523.0,13224,2010-08-27,Completed,United Kingdom,4.95
536524.0,15222,2010-01-07,Completed,United Kingdom,72.0
536525.0,15993,2010-06-23,Completed,United Kingdom,1.69
536526.0,14357,2010-05-02,Completed,Germany,2.55
536527.0,13552,2011-06-27,Completed,United Kingdom,30.6
536528.0,13007,2011-06-16,Completed,United Kingdom,11.7
536529.0,14203,2010-02-02,Completed,Netherlands,3.9
536530.0,17143,2010-09-16,Completed,Australia,6.6
536531.0,17874,2011-08-29,Completed,United Kingdom,12.75
536532.0,16719,2010-08-03,Completed,United Kingdom,3.3
536533.0,13998,2011-02-25,Completed,United Kingdom,15.3
536534.0,15350,2010-10-24,Completed,United Kingdom,19.8
536535.0,12921,2010-04-19,Completed,United Kingdom,1.95
536536.0,16833,2010-05-19,Completed,United Kingdom,5.9
536537.0,15075,2010-05-31,Completed,United Kingdom,6.76
536538.0,16473,2011-08-31,Completed,France,0.55
536539.0,15965,2010-03-17,Completed,United Kingdom,18.0
536540.0,13424,2011-07-07,Completed,United Kingdom,1.65
536541.0,14419,2011-03-04,Completed,United Kingdom,1.65
536542.0,13500,2011-03-01,Completed,Germany,12.75
536543.0,15309,2010-12-21,Completed,United Kingdom,1.65
536544.0,13791,2011-10-25,Completed,United Kingdom,19.8
536545.0,15179,2011-06-09,Completed,United Kingdom,5.1
536546.0,16426,2010-10-03,Completed,United Kingdom,11.8
536547.0,18191,2011-11-19,Completed,Portugal,3.3
536548.0,14807,2011-11-04,Completed,United Kingdom,6.76
536549.0,17427,2010-11-13,Completed,United Kingdom,12.75
536550.0,12653,2011-09-19,Completed,United Kingdom,1.69
536551.0,14324,2010-04-08,Completed,United Kingdom,2.2
100186.0,13296,2010-09-10,Cancelled,United Kingdom,0.0
536553.0,15055,2011-03-06,Completed,United Kingdom,15.3
536554.0,13341,2009-12-31,Completed,Germany,1.69
536555.0,13573,2010-11-11,Completed,United Kingdom,108.0
536556.0,12375,2011-01-26,Completed,United Kingdom,7.8
536557.0,14923,2011-10-12,Completed,United Kingdom,6.6
536558.0,13773,2010-11-02,Completed,United Kingdom,11.7
536559.0,18198,2010-05-23,Completed,United Kingdom,3.3
536560.0,13731,2011-04-13,Completed,United Kingdom,5.1
536561.0,13752,2010-03-26,Completed,EIRE,11.7
536562.0,17039,2010-05-10,Completed,United Kingdom,1.1
536563.0,13524,2010-09-25,Completed,United Kingdom,59.4
536564.0,14379,2011-04-17,Completed,United Kingdom,4.95
536565.0,12795,2011-03-17,Completed,United Kingdom,2.95
536566.0,17427,2010-10-08,Completed,France,216.0
536567.0,17140,2010-08-09,Completed,United Kingdom,6.6
536568.0,15570,2010-08-17,Completed,Australia,1.65
536569.0,14057,2010-04-29,Completed,France,59.4
536570.0,13142,2010-09-14,Completed,United Kingdom,15.3
536571.0,15678,2011-03-07,Completed,United Kingdom,1.69
536572.0,14565,2011-06-19,Completed,United Kingdom,11.7
536573.0,17703,2009-12-25,Completed,Spain,5.9
536574.0,15525,2010-09-21,Completed,United Kingdom,25.5
536575.0,17454,2011-01-19,Completed,United Kingdom,18.0
536576.0,17601,2010-08-27,Completed,Belgium,0.55
536577.0,14759,2011-11-08,Completed,Netherlands,108.0
536578.0,14866,2011-06-03,Completed,Spain,3.3
536579.0,16879,2010-06-14,Completed,United Kingdom,5.1
536580.0,14809,2011-02-04,Completed,United Kingdom,15.3
536581.0,12653,2010-12-01,Completed,Germany,3.3
536582.0,17217,2009-12-03,Completed,Germany,51.0
536583.0,12478,2010-12-09,Completed,United Kingdom,29.7
536584.0,13115,2011-04-13,Completed,United Kingdom,4.95
536585.0,13231,2011-05-04,Completed,United Kingdom,2.55
536586.0,16557,2010-06-13,Completed,United Kingdom,3.3
536587.0,12445,2011-04-19,Completed,United Kingdom,3.3
536588.0,13098,2010-01-01,Completed,Spain,9.9
536589.0,12398,2010-02-01,Completed,United Kingdom,5.9
536590.0,16896,2010-09-11,Completed,United Kingdom,10.14
536591.0,14247,2010-04-26,Completed,France,17.7
536592.0,16176,2010-03-13,Completed,United Kingdom,19.8
536593.0,14681,2010-05-04,Completed,United Kingdom,0.55
536594.0,14742,2011-04-29,Completed,United Kingdom,19.8
536595.0,15277,2011-11-09,Completed,United Kingdom,153.0
536596.0,16559,2011-07-18,Completed,United Kingdom,108.0
536597.0,17207,2011-11-21,Completed,EIRE,3.3
536598.0,17173,2010-08-16,Completed,United Kingdom,3.9
536599.0,15699,2011-06-03,Completed,United Kingdom,76.5
536600.0,18017,2010-01-24,Completed,United Kingdom,72.0
100235.0,14147,2010-07-31,Cancelled,Germany,0.0
536602.0,15738,2009-12-04,Completed,United Kingdom,3.3
536603.0,12713,2011-01-16,Completed,United Kingdom,0.55
536604.0,13464,2010-04-19,Completed,United Kingdom,12.75
536605.0,13415,2011-10-15,Completed,Germany,1.69
536606.0,16936,2010-01-10,Completed,United Kingdom,29.7
536607.0,16101,2010-02-02,Completed,United Kingdom,29.7
536608.0,15478,2011-10-18,Completed,United Kingdom,1.69
536609.0,16550,2010-08-31,Completed,United Kingdom,1.95
536610.0,13078,2010-12-07,Completed,United Kingdom,3.9
536611.0,16837,2010-02-23,Completed,United Kingdom,17.7
536612.0,17874,2011-01-13,Completed,United Kingdom,9.9
536613.0,18211,2011-10-08,Completed,France,4.95
536614.0,14951,2010-04-22,Completed,United Kingdom,36.0
100249.0,13327,2010-02-10,Cancelled,United Kingdom,0.0
536616.0,13873,2011-07-04,Completed,United Kingdom,5.9
536617.0,14593,2011-05-21,Completed,United Kingdom,9.9
536618.0,14657,2011-10-13,Completed,Germany,15.3
536619.0,14631,2010-09-03,Completed,United Kingdom,1.65
100254.0,13575,2011-02-17,Cancelled,United Kingdom,0.0
536621.0,17989,2011-02-22,Completed,United Kingdom,2.55
536622.0,13662,2011-11-24,Completed,United Kingdom,18.0
536623.0,14635,2011-08-04,Completed,United Kingdom,3.3
536624.0,14611,2010-08-28,Completed,Germany,432.0
536625.0,16886,2010-07-13,Completed,United Kingdom,3.3
536626.0,13394,2011-04-27,Completed,United Kingdom,6.76
536627.0,12821,2011-03-10,Completed,United Kingdom,20.28
536628.0,12652,2011-01-23,Completed,United Kingdom,2.95
536629.0,16915,2009-12-01,Completed,United Kingdom,108.0
536630.0,17233,2011-10-14,Completed,United Kingdom,2.55
536631.0,16548,2010-03-31,Completed,United Kingdom,3.3
536632.0,12515,2010-09-04,Completed,United Kingdom,0.55
536633.0,15036,2011-10-22,Completed,Germany,12.75
536634.0,17999,2011-02-20,Completed,EIRE,3.9
536635.0,17292,2011-11-16,Completed,United Kingdom,18.0
536636.0,16067,2010-03-07,Completed,United Kingdom,0.55
536637.0,14300,2010-12-16,Completed,United Kingdom,19.8
536638.0,14750,2010-07-12,Completed,United Kingdom,3.38
536639.0,17362,2011-05-06,Completed,United Kingdom,5.1
536640.0,17927,2011-07-04,Completed,United Kingdom,18.0
536641.0,17365,2011-01-24,Completed,EIRE,12.75
536642.0,15969,2011-11-05,Completed,United Kingdom,3.3
536643.0,12473,2010-10-12,Completed,United Kingdom,5.9
536644.0,17748,2011-01-26,Completed,United Kingdom,7.8
536645.0,16087,2010-05-26,Completed,United Kingdom,4.95
536646.0,12453,2010-07-20,Completed,Germany,25.5
536647.0,18177,2011-09-13,Completed,France,9.9
536648.0,15369,2011-09-03,Completed,United Kingdom,12.75
536649.0,12750,2011-01-10,Completed,United Kingdom,2.55
536650.0,13244,2010-08-13,Completed,United Kingdom,19.8
536651.0,12783,2010-03-18,Completed,United Kingdom,18.0
536652.0,13889,2011-11-07,Completed,United Kingdom,2.95
536653.0,17857,2010-06-20,Completed,United Kingdom,4.95
536654.0,16612,2010-08-28,Completed,United Kingdom,9.9
536655.0,15962,2010-11-11,Completed,Germany,59.4
536656.0,13322,2011-07-25,Completed,United Kingdom,7.8
536657.0,15022,2010-03-29,Completed,United Kingdom,1.1
536658.0,14263,2011-03-11,Completed,France,4.95
536659.0,12913,2010-02-17,Completed,United Kingdom,2.95
536660.0,14600,2011-07-01,Completed,United Kingdom,11.8
536661.0,18223,2011-01-24,Completed,United Kingdom,25.5
536662.0,14286,2010-07-11,Completed,United Kingdom,4.95
536663.0,17956,2011-06-05,Completed,United Kingdom,2.95
536664.0,12629,2010-03-21,Completed,United Kingdom,3.3
536665.0,13068,2011-10-04,Completed,United Kingdom,6.6
536666.0,15441,2011-06-18,Completed,Netherlands,9.9
536667.0,18152,2011-04-07,Completed,United Kingdom,2.55
536668.0,12937,2011-03-12,Completed,United Kingdom,6.6
536669.0,13271,2010-03-05,Completed,United Kingdom,29.7
536670.0,16365,2011-11-14,Completed,United Kingdom,9.9
536671.0,12798,2010-05-18,Completed,United Kingdom,1.65
536672.0,17510,2009-12-13,Completed,United Kingdom,25.5
536673.0,13632,2011-04-01,Completed,United Kingdom,3.38
536674.0,14224,2010-04-02,Completed,EIRE,0.55
536675.0,14026,2010-12-17,Completed,United Kingdom,1.95
536676.0,13782,2010-12-21,Completed,Australia,12.75
536677.0,17765,2010-02-10,Completed,United Kingdom,3.3
536678.0,15078,2011-01-30,Completed,United Kingdom,2.55
536679.0,16239,2011-08-27,Completed,France,3.3
536680.0,17458,2011-07-29,Completed,United Kingdom,17.7
100315.0,17222,2011-06-14,Cancelled,Germany,0.0
536682.0,13501,2010-08-31,Completed,EIRE,0.55
536683.0,14618,2010-01-17,Completed,United Kingdom,3.9
536684.0,15364,2011-09-23,Completed,United Kingdom,1.1
536685.0,17304,2010-06-06,Completed,United Kingdom,1.69
100320.0,17446,2011-05-28,Cancelled,United Kingdom,0.0
536687.0,17204,2011-09-03,Completed,United Kingdom,11.8
536688.0,17592,2011-04-21,Completed,United Kingdom,20.28
536689.0,15856,2010-02-18,Completed,United Kingdom,3.3
536690.0,13372,2011-04-26,Completed,United Kingdom,30.6
536691.0,15442,2009-12-17,Completed,United Kingdom,17.7
100326.0,14418,2011-10-16,Cancelled,United Kingdom,0.0
536693.0,12910,2010-12-05,Completed,United Kingdom,5.9
536694.0,17426,2010-04-19,Completed,United Kingdom,25.5
536695.0,15069,2011-08-15,Completed,United Kingdom,4.95
536696.0,16044,2010-10-30,Completed,United Kingdom,1.65
536697.0,13688,2011-01-30,Completed,France,4.95
536698.0,14011,2011-03-26,Completed,United Kingdom,1.65
536699.0,14747,2010-05-12,Completed,United Kingdom,25.5
536700.0,15372,2011-01-30,Completed,United Kingdom,19.8
536701.0,13371,2010-12-17,Completed,United Kingdom,25.5
536702.0,17016,2010-02-27,Completed,Spain,10.2
536703.0,16887,2011-08-05,Completed,United Kingdom,0.55
536704.0,13630,2011-09-06,Completed,United Kingdom,36.0
536705.0,15454,2010-09-05,Completed,United Kingdom,9.9
536706.0,13225,2010-08-21,Completed,United Kingdom,2.55
536707.0,16332,2010-09-15,Completed,Belgium,9.9
536708.0,17813,2011-09-21,Completed,Spain,3.3
536709.0,14536,2011-02-28,Completed,United Kingdom,6.6
536710.0,17176,2010-11-02,Completed,United Kingdom,19.8
536711.0,17257,2011-05-18,Completed,EIRE,2.2
536712.0,14430,2011-05-31,Completed,Spain,12.75
536713.0,15365,2011-08-30,Completed,United Kingdom,3.3
536714.0,18271,2011-11-25,Completed,United Kingdom,10.14
536715.0,12738,2011-10-07,Completed,United Kingdom,1.65
536716.0,14231,2011-01-24,Completed,United Kingdom,5.1
536717.0,13165,2010-04-20,Completed,United Kingdom,11.8
536718.0,15741,2011-01-16,Completed,United Kingdom,5.1
536719.0,14170,2011-08-08,Completed,Spain,12.75
536720.0,13540,2011-07-14,Completed,United Kingdom,30.6
536721.0,15637,2011-10-06,Completed,Germany,2.55
536722.0,14607,2010-01-21,Completed,United Kingdom,59.4
100357.0,17008,2011-02-18,Cancelled,France,0.0
536724.0,17755,2009-12-24,Completed,United Kingdom,3.9
536725.0,17654,2011-11-16,Completed,EIRE,1.95
536726.0,17394,2009-12-29,Completed,Spain,1.69
536727.0,15146,2010-11-17,Completed,France,1.69
536728.0,13587,2010-11-11,Completed,France,9.9
536729.0,12859,2011-07-04,Completed,United Kingdom,432.0
536730.0,17102,2010-07-06,Completed,United Kingdom,3.38
536731.0,13882,2010-01-02,Completed,Germany,9.9
536732.0,15080,2011-05-10,Completed,Netherlands,1.65
536733.0,16256,2010-11-13,Completed,United Kingdom,2.55
536734.0,16904,2011-08-27,Completed,United Kingdom,1.65
536735.0,17157,2010-06-26,Completed,United Kingdom,5.9
536736.0,16815,2010-04-22,Completed,United Kingdom,59.4
536737.0,14759,2010-03-22,Completed,United Kingdom,3.9
536738.0,14405,2011-10-29,Completed,United Kingdom,3.9
536739.0,14057,2011-04-27,Completed,United Kingdom,108.0
536740.0,12828,2011-08-31,Completed,United Kingdom,3.38
536741.0,13686,2010-12-16,Completed,Spain,3.38
536742.0,13771,2010-11-30,Completed,United Kingdom,1.95
536743.0,12707,2010-07-30,Completed,United Kingdom,5.9
536744.0,18165,2010-09-17,Completed,EIRE,3.3
536745.0,17916,2010-08-06,Completed,United Kingdom,3.3
536746.0,16815,2010-03-12,Completed,United Kingdom,9.9
536747.0,18120,2010-05-28,Completed,United Kingdom,29.7
536748.0,17421,2010-11-11,Completed,United Kingdom,51.0
536749.0,16608,2010-03-04,Completed,Germany,51.0
536750.0,12692,2010-05-28,Completed,United Kingdom,59.4
536751.0,15686,2011-10-02,Completed,United Kingdom,11.7
536752.0,17032,2010-12-03,Completed,Germany,36.0
536753.0,15065,2010-03-20,Completed,United Kingdom,29.7
536754.0,15888,2010-02-08,Completed,United Kingdom,12.75
536755.0,17902,2011-07-06,Completed,United Kingdom,18.0
536756.0,14150,2011-06-06,Completed,United Kingdom,3.3
536757.0,17513,2010-03-13,Completed,United Kingdom,51.0
536758.0,16369,2011-10-28,Completed,United Kingdom,0.55
536759.0,16536,2010-07-08,Completed,Germany,2.2
536760.0,14332,2010-09-02,Completed,United Kingdom,59.4
536761.0,13032,2011-11-05,Completed,United Kingdom,25.5
536762.0,16194,2011-05-10,Completed,United Kingdom,23.4
536763.0,17383,2010-11-06,Completed,United Kingdom,51.0
536764.0,13032,2010-03-31,Completed,Netherlands,51.0
536765.0,18214,2011-10-11,Completed,United Kingdom,0.55
536766.0,13301,2011-04-10,Completed,United Kingdom,1.65
536767.0,16196,2011-02-14,Completed,United Kingdom,0.55
536768.0,16607,2010-03-04,Completed,United Kingdom,1.1
536769.0,18176,2011-11-04,Completed,Germany,25.5
536770.0,12759,2010-08-25,Completed,United Kingdom,12.75
536771.0,17948,2011-10-05,Completed,United Kingdom,36.0
536772.0,13442,2010-12-25,Completed,United Kingdom,18.0
536773.0,15604,2011-07-03,Completed,EIRE,6.76
536774.0,17398,2011-10-17,Completed,France,3.3
536775.0,15739,2010-01-21,Completed,United Kingdom,2.55
536776.0,13438,2011-07-15,Completed,United Kingdom,1.95
536777.0,15811,2010-02-04,Completed,United Kingdom,2.2
536778.0,12697,2011-06-16,Completed,United Kingdom,15.3
536779.0,17936,2011-07-28,Completed,United Kingdom,1.65
536780.0,13943,2010-09-27,Completed,United Kingdom,3.3
536781.0,12911,2010-02-17,Completed,United Kingdom,1.69
536782.0,17131,2011-01-03,Completed,United Kingdom,10.2
536783.0,15089,2010-12-23,Completed,United Kingdom,3.38
536784.0,13701,2010-09-12,Completed,United Kingdom,2.95
536785.0,16176,2011-04-16,Completed,United Kingdom,216.0
536786.0,16837,2011-09-14,Completed,United Kingdom,3.38
536787.0,13833,2010-08-12,Completed,United Kingdom,0.55
536788.0,18108,2010-11-13,Completed,United Kingdom,1.1
536789.0,12868,2011-09-04,Completed,United Kingdom,5.9
536790.0,16661,2009-12-08,Completed,United Kingdom,2.55
100425.0,14590,2010-06-13,Cancelled,United Kingdom,0.0
536792.0,17123,2010-05-11,Completed,United Kingdom,30.6
536793.0,15725,2010-11-07,Completed,United Kingdom,216.0
536794.0,15807,2011-09-07,Completed,Spain,19.8
536795.0,14530,2010-07-21,Completed,United Kingdom,18.0
536796.0,14845,2010-05-20,Completed,United Kingdom,20.28
536797.0,17406,2011-02-07,Completed,EIRE,3.9
536798.0,15523,2009-12-21,Completed,Spain,15.3
536799.0,12514,2011-01-18,Completed,Germany,19.8
536800.0,15640,2011-02-02,Completed,United Kingdom,11.7
536801.0,16227,2011-01-12,Completed,United Kingdom,4.95
536802.0,18109,2011-03-23,Completed,United Kingdom,1.95
536803.0,17499,2010-12-08,Completed,United Kingdom,18.0
536804.0,18215,2011-08-13,Completed,United Kingdom,4.95
536805.0,17150,2010-12-09,Completed,United Kingdom,1.65
536806.0,13330,2010-08-07,Completed,United Kingdom,1.69
536807.0,13716,2011-10-26,Completed,United Kingdom,11.7
100442.0,17483,2010-03-01,Cancelled,Netherlands,0.0
536809.0,13006,2010-08-17,Completed,United Kingdom,19.8
536810.0,17569,2011-08-30,Completed,United Kingdom,5.1
536811.0,13200,2010-11-09,Completed,United Kingdom,25.5
536812.0,18220,2010-06-03,Completed,United Kingdom,5.1
536813.0,15036,2010-03-30,Completed,United Kingdom,9.9
536814.0,17975,2010-11-05,Completed,United Kingdom,4.95
536815.0,15630,2010-04-24,Completed,France,2.95
536816.0,15805,2011-04-24,Completed,United Kingdom,18.0
536817.0,15846,2011-08-01,Completed,United Kingdom,12.75
536818.0,14688,2010-08-23,Completed,United Kingdom,36.0
536819.0,15454,2011-04-15,Completed,United Kingdom,11.8
536820.0,15734,2010-09-01,Completed,United Kingdom,5.9
536821.0,13765,2010-04-05,Completed,United Kingdom,1.65
536822.0,17417,2010-04-01,Completed,United Kingdom,4.95
536823.0,16097,2009-12-19,Completed,United Kingdom,9.9
536824.0,17562,2011-01-14,Completed,Switzerland,1.1
536825.0,14296,2011-07-17,Completed,United Kingdom,9.9
536826.0,17018,2010-03-13,Completed,United Kingdom,1.95
536827.0,14241,2011-09-16,Completed,United Kingdom,7.8
536828.0,15899,2010-07-23,Completed,Belgium,153.0
536829.0,13700,2011-11-16,Completed,United Kingdom,15.3
536830.0,14299,2011-01-11,Completed,United Kingdom,1.1
536831.0,12665,2011-03-02,Completed,United Kingdom,36.0
536832.0,15954,2011-03-11,Completed,United Kingdom,3.38
536833.0,14831,2009-12-14,Completed,United Kingdom,10.14
536834.0,14823,2010-07-04,Completed,United Kingdom,2.95
536835.0,15644,2011-06-07,Completed,United Kingdom,9.9
536836.0,12397,2011-08-12,Completed,EIRE,0.55
536837.0,13453,2011-01-07,Completed,United Kingdom,4.95
536838.0,15386,2010-06-16,Completed,United Kingdom,19.8
536839.0,14277,2010-11-14,Completed,United Kingdom,36.0
