OrderID,CustomerID,OrderDate,OrderStatus,payment_method,shipping_city,shipping_state,shipping_cost,discount_amount,TotalAmount
81047,7901,2023-02-23 07:21:34.176096,Completed,Debit Card,City33,PA,4.58,34.95,1175.89
90371,9026,2022-07-12 05:58:04.922052,Completed,Credit Card,City70,PA,21.87,314.51,2523.79
87631,12206,2023-11-28 13:52:43.579474,Completed,Apple Pay,City79,PA,11.01,0.0,1642.48
81179,15373,2023-10-24 11:53:48.357394,Returned,Apple Pay,City34,MI,5.38,0.0,2348.42
98750,910,2023-02-26 16:32:06.032437,Completed,Credit Card,City27,NY,15.08,32.26,365.17
50286,15191,2022-09-09 05:03:34.673077,Completed,Apple Pay,City18,NY,7.84,0.0,1043.45
84083,5893,2023-06-19 02:36:11.549667,Completed,Debit Card,City82,PA,7.95,0.0,2245.6
86721,19665,2023-11-16 13:43:26.715325,Completed,Credit Card,City93,NC,21.82,0.0,578.32
21534,6744,2023-12-09 15:08:48.295583,Returned,Debit Card,City22,NC,6.74,0.0,1180.57
81761,4342,2021-07-30 05:36:59.811598,Completed,Credit Card,City90,NC,15.93,0.0,123.24
5054,16825,2023-04-24 06:01:02.654557,Completed,PayPal,City39,OH,10.25,0.0,175.25
95982,1416,2022-07-30 20:51:37.138466,Completed,Credit Card,City39,FL,14.97,45.65,3443.7
53385,13248,2023-09-07 02:48:57.679101,Completed,Apple Pay,City28,MI,21.83,12.84,137.42000000000002
72335,11870,2022-08-10 13:20:10.209134,Completed,Credit Card,City94,MI,24.53,0.0,4178.12
49500,1445,2023-10-23 13:18:52.757829,Completed,Apple Pay,City91,TX,21.51,0.0,1604.91
94166,11529,2023-11-12 08:15:32.985467,Completed,Apple Pay,City32,IL,16.46,13.76,912.35
56518,15333,2023-11-27 00:54:56.491049,Returned,Credit Card,City100,NY,17.23,0.0,2520.13
15644,12114,2023-07-24 13:08:16.628084,Completed,Apple Pay,City98,OH,7.61,113.69,2948.4100000000003
99943,3243,2023-12-11 22:02:48.332318,Completed,PayPal,City33,GA,1.75,0.0,238.86
96636,9730,2021-08-22 14:28:47.159416,Completed,Apple Pay,City88,GA,18.36,0.0,4901.36
70395,3869,2023-12-26 03:41:05.452538,Returned,Apple Pay,City28,NC,20.16,0.0,4838.32
18854,8601,2022-05-09 22:20:46.274490,Completed,Credit Card,City29,OH,6.94,0.0,1041.46
20175,4953,2023-06-18 04:40:26.520522,Completed,Credit Card,City37,FL,17.87,0.0,2093.32
5678,10275,2023-05-17 11:10:14.030619,Completed,Apple Pay,City99,PA,10.52,0.0,646.6999999999999
75798,8540,2023-04-02 06:35:14.301143,Completed,Debit Card,City2,TX,5.49,56.73,326.93
92466,2467,2023-08-26 10:03:09.250527,Completed,Apple Pay,City88,TX,7.64,4.77,705.35
88422,18364,2023-10-02 11:09:52.486204,Completed,Credit Card,City34,GA,24.87,0.0,106.65
16090,8631,2023-03-19 02:19:10.008429,Completed,Credit Card,City19,FL,2.69,262.49,1052.65
55289,17573,2021-10-23 09:19:18.804878,Returned,Debit Card,City7,MI,20.33,0.0,5290.2
49257,8639,2022-10-02 00:33:43.484975,Completed,Credit Card,City10,MI,21.22,281.23,2381.86
69375,11800,2022-11-22 08:47:05.523329,Completed,Apple Pay,City100,NC,20.61,0.0,268.73
80212,12007,2023-04-02 09:21:49.833076,Completed,Debit Card,City41,GA,10.15,29.24,175.85
58920,17646,2023-07-08 23:46:49.809602,Completed,Apple Pay,City53,NY,1.96,49.62,220.73
10849,10055,2022-12-23 03:54:41.166710,Completed,Debit Card,City21,OH,19.66,0.0,6354.570000000001
78523,3080,2023-10-23 09:33:44.390374,Completed,Debit Card,City23,OH,16.76,145.31,5769.15
76067,15553,2023-08-25 04:17:01.811593,Completed,Debit Card,City99,MI,13.81,255.14,1034.39
99043,19266,2022-09-02 12:24:46.236649,Completed,Credit Card,City72,NY,9.05,0.0,982.0
91009,1772,2023-06-27 08:16:38.256422,Completed,PayPal,City51,MI,13.81,127.94,945.61
89512,13737,2023-01-25 06:44:43.123934,Completed,Apple Pay,City48,MI,4.38,0.0,211.91
92391,17332,2022-04-02 01:11:25.813776,Completed,Debit Card,City91,TX,2.54,36.53,209.54
81868,12190,2022-11-18 04:10:48.645640,Completed,Debit Card,City50,IL,22.6,188.45,2267.88
51307,10565,2023-10-16 15:47:29.405197,Completed,Credit Card,City81,NY,23.43,143.58,8034.8
65115,7768,2023-05-06 10:03:06.988662,Completed,Credit Card,City7,IL,9.09,137.89,1250.4199999999998
72814,12331,2022-10-08 19:31:58.196366,Completed,Debit Card,City49,TX,3.48,6.47,1678.1999999999998
36900,15282,2022-06-30 00:03:42.067661,Completed,Apple Pay,City54,TX,22.25,72.09,1117.69
64142,3473,2023-10-11 18:05:56.057477,Completed,PayPal,City62,MI,12.15,0.0,1437.0200000000002
36373,12557,2022-02-14 07:16:30.000730,Returned,Apple Pay,City17,CA,20.88,59.72,3050.92
4410,14877,2022-03-13 13:12:47.910523,Completed,Debit Card,City86,MI,4.13,71.5,2515.61
60011,15309,2022-06-17 19:08:21.177887,Completed,Apple Pay,City57,NC,15.75,0.0,550.29
22720,2150,2022-07-14 13:32:58.245234,Returned,Apple Pay,City76,IL,10.54,0.0,2712.95
5319,3031,2023-09-19 01:29:29.529170,Completed,Credit Card,City47,GA,5.11,131.98,2074.62
94388,725,2023-08-26 21:11:20.395247,Completed,Credit Card,City14,GA,10.7,0.0,473.18
49262,1085,2023-10-08 23:50:10.041597,Completed,PayPal,City63,FL,13.84,267.87,2233.6800000000003
71132,10151,2022-05-16 09:41:13.275813,Cancelled,PayPal,City30,GA,9.45,0.0,758.4300000000001
64130,14880,2023-10-22 22:08:23.828486,Completed,PayPal,City41,IL,7.88,0.0,8756.9
11646,19516,2023-07-28 21:50:04.216824,Completed,Debit Card,City68,PA,24.09,169.07,3216.28
15693,5238,2022-08-08 05:30:13.347760,Completed,PayPal,City68,TX,0.65,0.0,3622.1
99854,11716,2023-12-07 15:39:29.962004,Cancelled,Credit Card,City26,CA,17.5,0.0,573.73
63826,13654,2023-10-03 03:36:01.420100,Cancelled,Credit Card,City70,TX,9.4,57.12,14577.14
82605,5000,2023-01-16 17:39:51.452460,Completed,Apple Pay,City54,FL,16.73,0.0,1562.77
30381,9644,2023-11-03 02:34:33.205073,Returned,Credit Card,City86,FL,6.4,0.0,343.07
44645,14097,2023-07-13 07:56:47.027452,Returned,Apple Pay,City16,NY,5.32,31.63,361.42
65119,8599,2023-09-25 08:55:15.793445,Completed,Credit Card,City58,MI,9.39,42.08,2756.35
1111,1434,2023-02-01 15:19:02.198077,Completed,Apple Pay,City41,GA,22.25,281.3,1898.08
41453,1897,2023-08-13 04:09:59.702156,Completed,Debit Card,City22,OH,5.13,0.0,2911.8500000000004
77461,6896,2023-06-03 05:48:06.294358,Completed,Apple Pay,City19,IL,21.83,0.0,2186.78
82922,15103,2023-04-27 02:11:32.951942,Completed,Debit Card,City81,NC,10.41,0.0,1230.01
21220,5018,2023-12-14 11:16:01.040932,Completed,Credit Card,City91,IL,4.73,89.33,2850.47
6061,743,2023-08-28 06:35:52.325074,Returned,Credit Card,City28,OH,12.59,0.0,989.56
78379,16931,2021-09-02 10:44:39.595517,Completed,PayPal,City57,PA,16.61,0.0,422.31
10288,8266,2023-10-19 17:17:16.677425,Completed,PayPal,City40,MI,3.07,0.0,173.06
90083,12614,2022-09-26 14:17:43.653406,Completed,Debit Card,City14,TX,13.76,222.93,2020.15
77916,1311,2023-12-13 01:37:42.483501,Completed,Debit Card,City38,CA,21.36,0.0,329.94
84297,11158,2023-10-18 02:02:49.651557,Completed,Debit Card,City51,FL,10.22,75.79,787.79
73924,11139,2023-07-03 20:10:57.926374,Completed,Credit Card,City33,TX,7.42,24.23,550.42
97050,19150,2023-12-15 18:56:11.916164,Completed,PayPal,City92,IL,4.6,0.0,788.26
12086,3474,2021-06-28 00:46:34.696151,Returned,Credit Card,City7,TX,4.0,81.14,1079.04
71312,10856,2023-01-23 04:32:53.855845,Completed,Credit Card,City69,CA,24.55,0.0,1300.62
58329,1478,2023-11-30 09:54:02.064804,Returned,Credit Card,City30,IL,23.89,0.0,500.32
48160,12042,2023-03-30 12:22:48.708304,Completed,Apple Pay,City29,MI,13.96,62.52,787.09
36689,13325,2023-06-17 16:32:10.321072,Cancelled,Credit Card,City71,FL,1.42,228.36,2162.77
72168,2157,2022-10-24 16:42:43.678930,Completed,Credit Card,City21,CA,14.31,0.0,4319.72
72836,18388,2023-05-18 06:29:46.152056,Completed,Debit Card,City67,FL,23.81,0.0,1995.27
27733,10412,2023-06-30 02:34:27.320220,Completed,PayPal,City29,CA,13.88,0.0,2715.43
47543,7497,2023-05-31 15:18:22.102823,Completed,Debit Card,City85,NC,16.03,24.24,2675.7200000000003
21148,5984,2023-10-04 00:26:22.088293,Completed,Credit Card,City9,OH,23.2,0.0,476.48
47133,12349,2023-10-20 20:46:56.215654,Completed,Debit Card,City28,GA,18.04,0.0,299.83000000000004
70757,18805,2023-12-18 11:14:46.212623,Completed,Debit Card,City23,OH,23.31,0.0,1539.37
88382,4623,2023-10-14 07:40:18.461498,Returned,Credit Card,City19,PA,23.09,0.0,759.2099999999999
53691,4892,2023-04-17 12:13:16.024816,Completed,Credit Card,City50,PA,16.68,0.0,3024.5
9045,10043,2022-01-29 23:20:52.666155,Completed,Credit Card,City51,MI,12.25,26.27,462.5
13181,18313,2023-12-22 02:36:03.343996,Completed,Credit Card,City2,GA,19.0,0.0,1994.47
97639,14037,2023-01-28 08:53:53.305442,Completed,Debit Card,City16,CA,3.08,0.0,2465.9
14835,3486,2023-10-15 06:05:07.670633,Completed,Apple Pay,City29,NY,22.79,0.0,428.6
40148,16324,2023-09-03 10:52:33.732841,Completed,Debit Card,City95,NC,8.26,0.0,10857.78
64004,13280,2022-08-19 01:50:38.842495,Completed,Apple Pay,City22,TX,2.28,0.0,284.07
76788,2316,2023-09-28 12:28:32.300476,Completed,Credit Card,City8,FL,16.84,0.0,1695.26
57479,15363,2023-10-31 18:12:36.848261,Completed,Apple Pay,City12,NY,12.39,0.0,198.33
33524,11316,2022-04-21 13:52:17.204073,Completed,Debit Card,City54,MI,23.42,0.0,1672.74
32294,4779,2023-11-11 10:28:19.674002,Completed,Credit Card,City68,MI,12.82,0.0,522.7900000000001
89814,14187,2023-09-29 21:09:13.537107,Returned,Credit Card,City12,PA,18.48,107.04,2390.71
81404,102,2023-06-28 18:42:30.931360,Completed,Credit Card,City9,GA,20.9,0.0,3676.68
78013,17467,2022-04-29 18:25:10.063652,Returned,PayPal,City56,TX,0.86,252.68,6664.150000000001
61334,17630,2023-06-07 16:22:00.802096,Completed,PayPal,City98,PA,1.28,302.02,1824.79
78337,6978,2023-10-28 23:28:34.519298,Returned,Apple Pay,City43,MI,11.58,0.0,1130.04
54732,11220,2022-08-24 14:58:29.989684,Completed,Apple Pay,City9,GA,22.85,0.0,429.99
39464,12164,2023-11-16 02:45:26.816224,Completed,Debit Card,City30,MI,8.34,0.0,4208.34
23710,2073,2023-11-25 22:53:38.706401,Completed,Debit Card,City50,MI,18.16,0.0,1512.65
56962,59,2023-10-07 02:48:27.881197,Completed,Apple Pay,City74,PA,11.06,44.33,4706.820000000001
63639,2070,2022-02-04 18:02:00.300855,Completed,Credit Card,City12,CA,9.99,0.0,1174.85
17813,2535,2023-12-10 19:43:54.358616,Cancelled,PayPal,City55,OH,5.75,0.0,734.27
57438,5258,2021-10-30 11:42:34.085849,Returned,Credit Card,City74,IL,9.99,285.14,2769.6399999999994
76411,8480,2023-07-17 16:46:45.867552,Completed,Debit Card,City46,TX,2.21,0.0,316.68
4950,5359,2023-11-11 22:53:20.804341,Completed,Credit Card,City23,IL,7.37,0.0,2298.08
73738,16681,2023-05-15 11:02:16.663350,Completed,Debit Card,City47,GA,6.01,240.06,2978.07
60399,1989,2023-08-12 13:09:46.021140,Completed,Debit Card,City74,TX,13.06,0.0,718.6199999999999
21247,12602,2023-10-26 03:51:40.838909,Completed,Apple Pay,City86,FL,10.54,0.0,2902.02
92725,19218,2022-09-15 14:10:39.935471,Completed,PayPal,City7,NY,17.02,144.95,4514.650000000001
82133,17837,2023-10-05 13:58:13.801809,Completed,PayPal,City30,PA,17.5,0.0,2104.28
23161,18462,2023-07-17 13:22:45.210009,Completed,Debit Card,City54,TX,1.5,28.18,255.11
23058,4060,2022-12-04 17:43:23.890258,Completed,Debit Card,City59,MI,14.89,0.0,5165.6
62352,11215,2021-12-14 12:16:27.348825,Returned,PayPal,City68,NC,12.51,0.0,902.55
45588,2240,2023-11-23 20:17:39.329094,Completed,Credit Card,City18,OH,20.91,0.0,3884.18
29728,4589,2023-07-20 01:52:13.030486,Completed,Apple Pay,City81,IL,11.6,159.66,2950.23
10726,1358,2023-10-14 06:45:14.296736,Completed,Apple Pay,City50,NC,7.79,71.89,3873.22
29331,7622,2023-12-03 01:39:53.050271,Completed,PayPal,City49,IL,16.24,0.0,1820.99
66563,19027,2022-05-19 17:12:29.896240,Completed,Apple Pay,City25,OH,16.01,84.3,353.19
32053,14334,2022-12-28 11:34:20.285826,Returned,Debit Card,City84,CA,15.72,0.0,77.35000000000001
57628,13812,2023-02-19 20:51:22.832616,Completed,Credit Card,City13,TX,11.69,0.0,1371.97
16473,16346,2023-11-12 01:50:24.082552,Returned,Debit Card,City15,NC,0.17,0.0,1477.68
27178,8999,2023-11-21 01:54:15.841801,Completed,PayPal,City26,IL,23.16,17.92,10464.83
45968,17787,2023-12-30 23:19:42.357969,Completed,Credit Card,City56,PA,21.33,106.47,2000.16
77529,6666,2023-01-18 20:12:19.872800,Completed,Apple Pay,City47,NC,4.62,0.0,4342.599999999999
98781,15065,2023-07-28 22:54:30.114269,Completed,Credit Card,City18,IL,18.18,0.0,2673.3299999999995
32820,1081,2022-06-28 00:44:17.841262,Completed,Debit Card,City92,NY,10.12,282.43,3027.42
55027,3463,2023-10-10 01:54:06.406507,Completed,Credit Card,City94,OH,11.51,475.84,2376.51
24650,6478,2023-03-24 07:49:28.525379,Completed,Credit Card,City75,NC,17.96,35.3,159.13
8351,11495,2022-02-06 20:06:22.219879,Completed,Apple Pay,City86,OH,12.96,31.2,189.76
80811,8483,2022-05-02 22:11:44.689134,Completed,PayPal,City35,TX,8.52,0.0,863.8199999999999
57738,1822,2023-10-10 19:19:58.189409,Completed,Apple Pay,City67,NY,9.13,0.0,1890.07
91484,13436,2023-10-27 02:32:01.896194,Completed,Apple Pay,City25,PA,24.2,0.0,1147.17
51511,9295,2023-11-23 12:41:46.626267,Completed,Apple Pay,City8,NY,6.52,0.0,3878.24
42533,13339,2022-01-07 17:57:52.302454,Completed,Apple Pay,City93,CA,17.95,0.0,3721.77
21979,1691,2023-12-09 04:09:28.133055,Completed,Credit Card,City51,TX,7.95,38.15,1778.7899999999995
59764,14532,2023-03-26 11:15:22.128766,Completed,Debit Card,City53,NY,9.91,0.0,5341.61
44123,1293,2022-09-20 14:59:37.606663,Returned,Debit Card,City4,CA,11.97,36.74,303.25
42972,13300,2023-06-15 08:46:42.312289,Cancelled,Debit Card,City60,OH,24.94,0.0,8726.380000000001
65471,18181,2023-03-06 22:09:54.506840,Completed,Credit Card,City95,GA,9.45,152.24,3082.87
39407,4703,2023-12-14 18:31:38.324701,Completed,Credit Card,City44,NY,8.71,0.0,2780.04
74632,11778,2023-12-16 14:13:53.071443,Completed,Apple Pay,City99,CA,23.97,0.0,221.88
11366,2571,2023-01-08 19:32:22.586097,Completed,Credit Card,City10,TX,10.2,26.27,959.69
95961,9986,2023-12-22 15:23:02.835396,Completed,Credit Card,City65,NC,6.23,213.13,1924.39
30222,10462,2022-10-28 06:44:28.039488,Completed,PayPal,City36,NY,12.66,0.0,554.54
57233,8305,2023-12-15 17:27:42.221494,Completed,PayPal,City77,TX,20.51,0.0,3168.8200000000006
32933,2523,2022-11-12 21:52:46.137213,Returned,Credit Card,City20,GA,16.43,143.62,3774.26
74854,9717,2023-07-30 04:29:00.582664,Completed,Debit Card,City51,CA,9.14,0.0,1259.3300000000002
17488,3758,2023-11-18 16:36:39.351371,Completed,Debit Card,City45,GA,14.68,0.0,2001.87
47833,4198,2022-11-18 07:49:32.431839,Completed,PayPal,City37,MI,24.53,0.0,2690.78
9251,7874,2023-12-10 00:40:49.632705,Completed,PayPal,City87,NY,14.25,89.7,3329.1800000000003
10283,7405,2023-12-10 04:32:16.765975,Completed,PayPal,City29,OH,1.36,63.68,2760.37
34305,5725,2023-10-06 15:54:10.261714,Cancelled,Credit Card,City1,OH,6.98,0.0,286.84000000000003
36814,9026,2023-05-28 22:04:10.706007,Completed,Debit Card,City33,NY,7.46,11.3,2743.4300000000003
91271,11129,2023-02-17 04:16:15.003493,Completed,Credit Card,City42,IL,1.78,0.0,796.7099999999999
77085,11655,2022-11-10 20:04:14.147845,Returned,PayPal,City85,MI,15.98,0.0,1254.6
16190,12333,2022-01-05 10:20:00.277217,Cancelled,PayPal,City43,MI,4.97,266.14,1391.47
4120,5377,2023-11-27 20:38:58.206433,Completed,Apple Pay,City82,CA,9.09,0.0,656.88
44717,6591,2023-11-10 17:40:42.312552,Completed,Credit Card,City15,GA,18.33,548.66,5465.64
38502,18033,2023-11-03 22:10:56.847395,Completed,Apple Pay,City32,CA,18.25,0.0,261.09000000000003
98963,9900,2023-10-28 15:18:37.331039,Completed,PayPal,City41,PA,21.22,0.0,4309.81
92002,10174,2023-08-10 06:56:13.021120,Completed,PayPal,City27,PA,19.67,0.0,1829.42
88881,10176,2022-12-15 01:17:57.647920,Completed,Credit Card,City91,MI,1.6,165.92,1308.31
33324,8196,2023-11-20 12:39:42.035839,Completed,PayPal,City8,PA,20.8,0.0,2031.24
64660,2518,2022-10-28 11:45:45.459712,Completed,Credit Card,City91,FL,21.24,0.0,3344.68
8759,4870,2023-08-06 06:14:18.189680,Completed,PayPal,City36,GA,1.7,96.47,828.5900000000001
4070,2492,2023-01-21 09:13:52.649749,Completed,PayPal,City45,IL,17.57,22.56,931.1900000000002
41761,2258,2023-08-18 19:29:08.047040,Completed,Apple Pay,City88,GA,10.67,0.0,3113.48
54441,16287,2023-10-12 21:28:48.968922,Completed,Debit Card,City57,FL,7.24,0.0,156.41
45819,19823,2023-12-22 09:56:17.980078,Completed,PayPal,City77,IL,2.32,42.22,6424.33
12401,17903,2021-10-08 07:58:54.058048,Returned,Credit Card,City84,FL,14.61,0.0,3400.68
98328,3480,2023-12-18 22:13:25.229410,Completed,Debit Card,City98,CA,0.48,266.14,1213.17
4125,10340,2023-04-23 22:42:48.622346,Completed,Debit Card,City25,NY,19.9,0.0,2698.24
37138,17536,2023-01-21 00:50:51.733196,Completed,PayPal,City10,NC,14.83,0.0,402.65
94998,19006,2023-08-15 14:06:50.712647,Completed,PayPal,City55,PA,5.3,16.15,150.67000000000002
94802,1063,2023-07-10 18:15:20.617708,Completed,PayPal,City74,CA,6.79,0.0,1486.36
10975,7101,2022-03-25 16:55:46.071385,Completed,Apple Pay,City55,GA,18.55,0.0,3000.48
55711,6088,2023-01-23 18:19:55.934204,Completed,Apple Pay,City84,GA,11.04,0.0,2418.94
27724,5110,2023-09-13 06:48:38.079924,Completed,PayPal,City82,IL,20.84,0.0,674.32
23270,9493,2023-10-20 15:35:36.925434,Completed,Debit Card,City7,PA,2.56,0.0,696.04
90897,14916,2023-10-25 09:21:08.275409,Completed,PayPal,City62,IL,7.26,0.0,483.93
44313,17063,2023-05-09 21:45:52.154924,Completed,Apple Pay,City50,FL,12.27,0.0,1542.78
56113,1149,2023-03-29 03:20:04.460452,Completed,Apple Pay,City61,OH,13.86,118.55,1816.78
38736,15472,2022-08-20 23:45:54.835503,Completed,Credit Card,City55,MI,2.63,0.0,301.37
77063,5692,2023-11-21 07:14:59.305028,Completed,PayPal,City64,CA,1.33,38.77,2266.59
54439,15103,2023-07-22 16:35:44.384470,Completed,Credit Card,City85,GA,21.33,0.0,53.67
57235,6711,2023-02-21 15:18:44.431687,Completed,Credit Card,City41,FL,21.28,0.0,783.1899999999999
48757,12259,2023-11-12 11:24:52.340216,Completed,Apple Pay,City67,GA,22.26,0.0,92.29
33899,4322,2023-11-28 22:16:32.578705,Completed,Apple Pay,City37,NC,20.59,0.0,1386.83
77837,16604,2023-10-05 03:34:44.636719,Completed,Credit Card,City73,CA,18.5,0.0,693.38
23523,2607,2023-11-26 19:30:53.300961,Completed,Debit Card,City1,PA,0.29,0.0,2529.21
73382,17475,2023-12-03 01:46:54.145638,Completed,Credit Card,City53,NY,2.4,212.35,2215.9
35882,9374,2022-10-10 10:29:29.821678,Completed,Apple Pay,City16,FL,7.05,0.0,2552.05
24919,9691,2023-04-19 10:50:26.950399,Completed,Apple Pay,City15,MI,4.95,0.0,449.97
32634,18985,2023-12-14 02:14:35.991326,Completed,Debit Card,City4,CA,15.25,33.25,268.65
56391,19571,2023-11-05 13:11:39.249382,Returned,Credit Card,City13,NC,24.72,231.76,4152.9800000000005
89577,18809,2023-12-12 16:11:47.530413,Completed,Apple Pay,City72,MI,7.21,0.0,1212.55
58332,393,2021-01-26 22:16:17.995774,Completed,Debit Card,City31,MI,7.62,0.0,576.07
83922,2239,2023-02-27 23:07:32.582334,Completed,PayPal,City93,FL,18.62,215.36,2605.71
97039,10788,2023-05-06 01:27:14.749139,Completed,PayPal,City8,CA,9.73,39.35,363.85
49550,442,2022-02-17 09:18:34.242950,Completed,PayPal,City62,FL,15.88,221.81,1146.98
52531,15086,2023-07-20 19:06:38.114202,Completed,Debit Card,City52,MI,9.78,0.0,1770.57
28639,12281,2023-10-21 09:59:36.781526,Returned,Apple Pay,City91,PA,13.69,0.0,142.12
20816,8307,2023-06-16 20:52:19.250833,Completed,Credit Card,City27,IL,6.19,0.0,574.8000000000001
68878,4107,2023-02-08 07:24:34.188878,Completed,Credit Card,City21,GA,11.74,0.0,2226.68
29302,12077,2021-11-26 06:09:05.854956,Completed,Credit Card,City54,IL,11.65,73.74,414.71
75301,6506,2023-04-14 21:18:16.395369,Completed,Debit Card,City68,CA,3.61,48.11,529.6
59366,19881,2022-09-25 08:04:54.798189,Completed,PayPal,City79,FL,12.56,0.0,1364.5
77968,14867,2023-11-22 02:09:01.084458,Completed,Apple Pay,City18,PA,3.85,250.04,1318.7199999999998
95603,18532,2022-01-12 03:51:09.431750,Completed,Credit Card,City23,FL,18.22,0.0,2242.42
26340,15553,2023-07-19 11:57:42.939235,Completed,PayPal,City28,FL,24.77,0.0,2036.23
51776,13191,2023-07-08 07:51:09.122135,Completed,Credit Card,City58,FL,20.51,0.0,2173.6900000000005
11988,797,2022-09-12 12:56:13.550080,Completed,Apple Pay,City13,TX,8.89,0.0,881.67
93436,4811,2023-11-27 23:17:29.066081,Completed,Credit Card,City66,TX,17.33,0.0,1754.66
27671,3144,2022-04-29 22:10:38.636175,Completed,Apple Pay,City38,MI,3.55,23.69,213.24
42141,3862,2023-02-15 11:34:45.101628,Completed,Credit Card,City47,NY,22.44,0.0,277.6
40065,3833,2023-05-19 22:25:47.885516,Completed,Debit Card,City10,NC,13.46,0.0,1672.69
50763,19601,2022-01-22 00:35:48.015232,Completed,Apple Pay,City79,PA,0.46,267.93,3098.7700000000004
89223,7319,2023-03-19 15:25:54.335587,Completed,Apple Pay,City85,CA,24.03,29.11,1699.99
74690,6267,2023-12-01 21:23:47.410361,Cancelled,Debit Card,City95,MI,13.93,0.0,119.58
63624,13400,2023-11-27 14:13:46.104715,Completed,Apple Pay,City22,MI,2.17,34.16,381.71
28146,4074,2022-12-20 00:22:37.855393,Completed,PayPal,City36,IL,2.41,0.0,1445.37
87794,5145,2023-11-05 15:22:42.215404,Completed,Apple Pay,City6,PA,8.82,28.01,2873.3500000000004
88044,14953,2023-05-02 21:14:47.134433,Completed,Debit Card,City68,IL,1.68,86.48,5814.35
1034,2941,2023-08-03 07:39:01.072903,Completed,Apple Pay,City42,CA,22.39,133.13,1924.04
59550,12450,2023-04-20 16:30:34.881510,Returned,PayPal,City30,TX,3.4,0.0,2801.2700000000004
17447,9981,2023-05-12 03:32:56.710569,Completed,Apple Pay,City56,OH,22.92,326.3,3296.35
80315,2456,2022-08-14 04:24:03.686176,Completed,PayPal,City98,TX,5.08,0.0,614.88
32948,7766,2022-12-12 06:37:09.779284,Completed,Credit Card,City60,OH,10.08,0.0,1782.6999999999998
85741,13545,2023-08-06 20:32:41.636111,Completed,Apple Pay,City99,NY,9.77,0.0,4192.39
43395,2538,2023-12-12 23:07:06.565820,Completed,PayPal,City80,GA,8.08,23.53,1547.59
