product_id,product_name,category,subcategory,brand,unit_cost,selling_price,stock_quantity
245,Outdoor Product 245,Sports,Outdoor,Brand 42,66.43,83.47,225
823,Smartphones Product 823,Electronics,Smartphones,Brand 78,204.52,266.26,602
322,Makeup Product 322,Beauty,Makeup,Brand 10,78.07,308.58,178
644,Smartphones Product 644,Electronics,Smartphones,Brand 45,1575.78,2168.99,948
159,Shoes Product 159,Apparel,Shoes,Brand 12,116.91,269.18,280
978,Outerwear Product 978,Apparel,Outerwear,Brand 41,109.08,281.79,546
430,Outerwear Product 430,Apparel,Outerwear,Brand 44,116.87,368.72,313
942,Laptops Product 942,Electronics,Laptops,Brand 65,1589.07,2011.46,395
463,Tools Product 463,Home & Garden,Tools,Brand 32,784.84,1250.19,788
310,Skincare Product 310,Beauty,Skincare,Brand 48,62.48,210.88,430
698,Audio Product 698,Electronics,Audio,Brand 54,1253.14,1649.18,900
61,Smartphones Product 61,Electronics,Smartphones,Brand 20,168.98,233.6,608
885,Outerwear Product 885,Apparel,Outerwear,Brand 61,34.06,58.64,611
596,Skincare Product 596,Beauty,Skincare,Brand 85,97.53,207.53,296
768,Makeup Product 768,Beauty,Makeup,Brand 63,53.86,155.05,94
650,Laptops Product 650,Electronics,Laptops,Brand 57,286.08,405.7,842
651,Kitchen Product 651,Home & Garden,Kitchen,Brand 12,731.51,1263.39,242
866,Kitchen Product 866,Home & Garden,Kitchen,Brand 35,195.28,301.62,532
669,Kitchen Product 669,Home & Garden,Kitchen,Brand 34,644.19,1220.75,721
299,Furniture Product 299,Home & Garden,Furniture,Brand 46,755.76,1142.01,932
690,Haircare Product 690,Beauty,Haircare,Brand 88,54.79,148.12,187
315,Laptops Product 315,Electronics,Laptops,Brand 92,1708.6,2110.45,505
311,Fitness Product 311,Sports,Fitness,Brand 51,291.22,419.56,371
362,Makeup Product 362,Beauty,Makeup,Brand 88,69.21,288.73,708
480,Haircare Product 480,Beauty,Haircare,Brand 58,60.15,183.7,433
111,Haircare Product 111,Beauty,Haircare,Brand 21,73.24,274.65,368
990,Skincare Product 990,Beauty,Skincare,Brand 93,35.16,105.65,171
487,Skincare Product 487,Beauty,Skincare,Brand 55,57.43,143.32,523
364,Shoes Product 364,Apparel,Shoes,Brand 89,157.67,405.81,771
255,Audio Product 255,Electronics,Audio,Brand 58,1024.53,1222.71,88
260,Furniture Product 260,Home & Garden,Furniture,Brand 32,509.5,765.6,774
803,Pants Product 803,Apparel,Pants,Brand 46,151.15,332.24,91
678,Kitchen Product 678,Home & Garden,Kitchen,Brand 16,267.95,417.89,531
495,Haircare Product 495,Beauty,Haircare,Brand 16,13.05,28.38,294
671,Makeup Product 671,Beauty,Makeup,Brand 93,67.75,229.06,76
378,Smartphones Product 378,Electronics,Smartphones,Brand 43,610.82,783.66,341
527,Kitchen Product 527,Home & Garden,Kitchen,Brand 84,91.6,161.52,219
846,Makeup Product 846,Beauty,Makeup,Brand 29,38.01,148.86,670
138,Makeup Product 138,Beauty,Makeup,Brand 76,47.8,130.18,489
356,Skincare Product 356,Beauty,Skincare,Brand 22,73.53,226.29,586
366,Furniture Product 366,Home & Garden,Furniture,Brand 51,577.74,976.97,888
943,Outerwear Product 943,Apparel,Outerwear,Brand 71,187.7,570.08,382
750,Skincare Product 750,Beauty,Skincare,Brand 79,39.07,107.27,938
949,Decor Product 949,Home & Garden,Decor,Brand 20,103.34,169.99,191
830,Makeup Product 830,Beauty,Makeup,Brand 73,29.82,87.92,424
657,Tools Product 657,Home & Garden,Tools,Brand 16,510.08,890.32,747
200,Tools Product 200,Home & Garden,Tools,Brand 5,125.51,181.65,361
214,Furniture Product 214,Home & Garden,Furniture,Brand 79,457.49,697.72,94
409,Outdoor Product 409,Sports,Outdoor,Brand 100,124.83,165.0,107
333,Fitness Product 333,Sports,Fitness,Brand 39,404.3,609.8,514
209,Laptops Product 209,Electronics,Laptops,Brand 30,1181.04,1601.65,386
614,Tools Product 614,Home & Garden,Tools,Brand 89,21.28,32.34,119
79,Team Sports Product 79,Sports,Team Sports,Brand 23,470.78,708.43,680
