order_id,customer_id,order_date,order_status,payment_method,shipping_city,shipping_state,shipping_cost,discount_amount,total_amount
45,14241,2023-12-17 22:36:05.447220,Returned,Debit Card,City51,NC,20.47,28.53,852.81
46,489,2021-07-19 00:55:40.707657,Completed,Credit Card,City67,TX,8.19,0.0,241.35
47,16258,2023-05-31 09:01:19.107938,Completed,PayPal,City79,PA,19.85,0.0,4252.82
48,2943,2022-05-25 14:46:38.438449,Returned,Credit Card,City81,NC,3.0,25.7,1654.41
49,2402,2023-10-31 13:31:14.719757,Completed,Apple Pay,City30,NC,17.02,61.09,566.31
50,18730,2021-11-21 20:27:35.620200,Completed,Credit Card,City7,FL,16.06,0.0,2116.71
51,14091,2023-09-25 20:14:26.944373,Completed,Debit Card,City22,MI,11.04,0.0,13591.010000000002
52,13223,2023-11-10 05:04:56.563426,Completed,Credit Card,City85,NY,10.33,64.79,397.81
53,18565,2023-03-16 17:01:38.446349,Completed,Credit Card,City99,NC,1.38,29.64,268.14
54,13304,2021-07-25 23:57:48.381958,Cancelled,Credit Card,City39,NC,10.37,0.0,1846.41
55,17145,2023-01-20 23:09:58.628140,Completed,Credit Card,City12,CA,5.69,21.95,1731.7200000000005
56,2432,2023-01-21 18:43:03.187750,Completed,PayPal,City33,OH,7.75,211.19,2830.9700000000003
57,16075,2023-10-14 02:40:19.027545,Completed,Credit Card,City12,NC,4.33,28.39,259.82
58,7581,2022-09-26 22:05:20.514182,Completed,Apple Pay,City86,OH,11.33,0.0,4845.049999999999
59,19725,2023-12-22 00:33:05.057785,Completed,Apple Pay,City75,OH,23.7,27.5,1773.99
60,6075,2023-04-07 15:47:49.745963,Completed,Apple Pay,City9,NC,21.51,0.0,375.89
61,12760,2023-05-29 23:32:15.352624,Completed,Debit Card,City63,PA,3.86,0.0,2934.6600000000003
62,928,2022-06-27 17:27:01.783834,Completed,Apple Pay,City4,IL,19.97,0.0,546.9
63,11113,2023-08-23 13:04:19.998948,Returned,PayPal,City64,OH,3.83,0.0,1689.52
64,17381,2023-06-14 14:47:09.865898,Completed,Apple Pay,City12,NY,16.46,13.42,1527.59
65,15570,2023-04-19 08:14:30.094307,Completed,Credit Card,City65,NC,20.22,57.75,813.44
66,13775,2023-06-14 13:25:22.684903,Cancelled,Apple Pay,City46,TX,23.15,35.74,166.1
67,6816,2023-12-25 15:40:46.405005,Completed,Debit Card,City85,FL,9.77,53.16,310.99
68,18733,2023-12-17 06:47:43.461739,Completed,PayPal,City4,FL,0.51,0.0,2854.4200000000005
69,10118,2022-05-08 11:03:23.361032,Completed,Apple Pay,City50,FL,20.87,154.19,911.2
70,19747,2023-06-08 18:53:58.485436,Completed,Apple Pay,City40,PA,19.81,0.0,683.42
71,12525,2022-03-11 19:00:01.949619,Completed,Apple Pay,City62,IL,19.94,0.0,203.83
72,6173,2022-05-18 11:10:46.038615,Completed,Credit Card,City43,TX,7.26,34.12,1457.91
73,16794,2023-03-08 06:28:01.338802,Completed,PayPal,City49,MI,9.35,0.0,1433.5499999999995
74,18948,2023-10-03 07:39:40.483255,Completed,PayPal,City68,FL,1.74,182.79,1646.84
75,5954,2022-11-19 04:47:22.479591,Completed,Credit Card,City52,OH,22.34,37.84,1002.93
76,4743,2023-06-21 22:39:36.920306,Returned,PayPal,City32,NY,19.03,0.0,821.3299999999999
77,3967,2022-12-11 23:14:02.211658,Completed,Debit Card,City89,NC,18.14,100.6,1728.74
78,11534,2023-10-06 17:55:35.485395,Cancelled,Debit Card,City99,MI,24.4,265.49,2554.51
79,11440,2023-05-20 18:39:57.923886,Completed,PayPal,City61,PA,12.73,0.0,511.6
80,12391,2023-11-04 16:20:02.991217,Completed,Apple Pay,City43,CA,13.21,0.0,362.76
81,9267,2023-04-26 14:56:16.147569,Completed,Apple Pay,City70,OH,3.43,0.0,227.61
82,14946,2023-11-03 05:21:14.055703,Completed,Debit Card,City44,MI,15.29,0.0,452.69
83,9310,2023-12-02 22:35:06.268529,Returned,Credit Card,City68,OH,12.64,0.0,1146.18
84,1637,2023-02-10 11:06:33.552033,Completed,Credit Card,City88,NC,2.62,0.0,72.10000000000001
85,13791,2023-12-11 16:09:03.170109,Returned,PayPal,City63,IL,11.31,354.13,6924.2
86,15214,2023-11-04 11:35:54.967913,Completed,Debit Card,City31,NY,10.9,176.1,903.25
87,10132,2023-08-08 15:25:25.493390,Completed,PayPal,City61,FL,3.89,0.0,1164.8300000000002
88,14263,2023-12-10 15:48:20.358823,Completed,Credit Card,City5,NY,13.44,0.0,2123.89
89,9757,2023-08-10 03:42:16.452320,Completed,Credit Card,City38,MI,9.81,0.0,164.75
90,19435,2023-04-26 14:49:15.318770,Completed,Debit Card,City88,PA,2.39,0.0,385.28
91,10143,2023-12-20 17:20:50.554207,Completed,Apple Pay,City57,TX,13.2,869.68,7822.519999999999
92,2918,2023-06-01 03:58:06.820152,Completed,PayPal,City33,IL,2.27,0.0,181.67
93,6597,2022-03-19 20:10:16.179569,Completed,PayPal,City63,NC,13.94,0.0,957.36
94,11389,2022-07-10 05:16:36.662375,Completed,Credit Card,City32,FL,13.11,0.0,431.24
95,1107,2023-09-12 22:11:12.579668,Completed,PayPal,City80,IL,16.75,63.37,619.39
96,10834,2023-11-06 01:57:29.164130,Completed,Apple Pay,City79,PA,2.14,0.0,4358.530000000001
97,13327,2022-07-05 14:37:24.738765,Completed,PayPal,City5,IL,15.78,0.0,45.6
98,10314,2023-12-24 07:51:43.744588,Completed,Credit Card,City42,PA,20.85,0.0,8781.09
99,15410,2022-06-22 15:19:40.898399,Returned,Debit Card,City5,FL,19.24,0.0,505.22
100,19296,2023-12-10 12:42:23.254687,Completed,PayPal,City70,OH,16.59,11.37,1691.0199999999998
101,8926,2022-12-20 10:07:34.799471,Completed,Apple Pay,City73,OH,10.68,202.58,2406.31
102,6111,2023-12-21 01:36:42.679663,Completed,Apple Pay,City55,TX,15.59,0.0,1978.29
103,14464,2022-10-08 22:13:25.630712,Returned,PayPal,City36,GA,18.56,0.0,359.21
104,18529,2023-09-25 13:37:32.978813,Completed,Apple Pay,City4,GA,20.44,0.0,250.46
105,4501,2023-11-01 03:36:11.485868,Completed,Apple Pay,City71,MI,22.88,0.0,2523.44
106,12457,2022-09-28 18:09:07.106490,Completed,PayPal,City91,PA,5.15,0.0,1398.72
107,6747,2021-12-02 00:59:07.926193,Completed,Credit Card,City23,TX,6.26,0.0,4822.18
108,12156,2022-11-10 22:39:07.662245,Cancelled,Debit Card,City16,FL,17.54,0.0,926.21
109,261,2022-04-03 12:27:13.353295,Returned,Apple Pay,City55,FL,12.37,0.0,2413.49
110,11462,2022-10-17 05:00:59.936424,Returned,Credit Card,City16,IL,16.83,0.0,2512.06
111,17335,2022-05-08 02:11:12.428410,Completed,Debit Card,City88,IL,10.67,0.0,317.42
112,13551,2023-04-26 07:51:33.423056,Completed,PayPal,City45,CA,3.91,24.29,141.57
113,13978,2022-03-27 01:15:57.372801,Cancelled,Credit Card,City20,PA,1.85,0.0,764.8100000000001
114,2568,2023-08-08 05:41:55.358765,Completed,PayPal,City74,GA,18.6,0.0,892.32
115,9503,2023-11-19 02:08:28.052709,Completed,PayPal,City90,IL,24.34,0.0,544.07
116,18337,2023-10-22 22:45:31.340485,Completed,Debit Card,City12,OH,13.44,240.7,1524.7
117,10991,2023-05-21 07:21:10.811044,Completed,Credit Card,City84,CA,23.08,553.19,2330.08
118,11426,2023-11-30 14:30:34.502962,Completed,Debit Card,City29,PA,10.67,131.29,965.4
119,13565,2023-12-13 03:53:04.517231,Completed,Credit Card,City17,CA,0.45,25.16,515.64
120,8127,2022-03-12 05:51:23.790932,Completed,Debit Card,City63,CA,4.92,0.0,5212.28
121,10827,2023-12-05 22:10:10.364757,Completed,Apple Pay,City12,MI,7.17,0.0,870.8299999999999
122,9574,2023-07-16 21:50:31.322823,Returned,PayPal,City32,NY,2.02,0.0,285.38
123,10073,2023-12-19 20:45:35.310701,Completed,Credit Card,City57,FL,16.07,0.0,8161.1
124,2392,2023-07-28 10:54:57.562227,Completed,PayPal,City79,MI,12.09,0.0,153.38
125,10006,2023-02-27 16:26:40.940299,Completed,Apple Pay,City59,NC,8.58,71.78,415.36
126,12961,2023-04-24 10:13:00.262358,Completed,Apple Pay,City74,NY,24.74,0.0,1166.54
127,19775,2023-12-30 00:21:48.808403,Completed,Apple Pay,City21,IL,21.33,0.0,2433.47
128,19906,2023-04-22 13:14:19.274646,Completed,Debit Card,City12,FL,16.27,0.0,776.1
129,8470,2022-01-16 07:05:38.489477,Completed,Credit Card,City55,NC,8.87,16.95,104.92
130,14775,2023-02-28 09:17:06.005113,Returned,Apple Pay,City72,CA,14.26,0.0,1840.9
131,18839,2023-12-06 04:06:56.925860,Completed,Apple Pay,City56,TX,14.75,0.0,152.8
132,13433,2022-05-12 01:02:22.862599,Completed,Credit Card,City70,IL,17.05,41.68,2397.7000000000003
133,17231,2023-05-04 04:09:18.462021,Completed,Debit Card,City8,NC,2.78,0.0,5586.469999999999
134,18395,2021-10-03 01:11:29.153539,Completed,Apple Pay,City48,TX,1.71,0.0,1644.82
135,7358,2022-06-09 10:07:50.439302,Completed,PayPal,City78,MI,19.98,0.0,1904.06
136,10755,2023-02-14 04:33:18.068786,Completed,PayPal,City12,TX,18.01,36.63,555.1
137,4205,2023-09-09 20:18:16.919479,Completed,Apple Pay,City96,MI,2.81,21.98,1761.64
138,15632,2023-04-26 11:16:19.322978,Completed,Debit Card,City75,MI,11.43,39.62,450.98
139,7161,2023-12-29 15:32:59.997088,Completed,Apple Pay,City25,PA,9.45,0.0,1667.55
140,17472,2023-02-22 20:17:49.248702,Completed,Apple Pay,City92,TX,7.37,0.0,468.7000000000001
141,17118,2023-03-24 16:41:58.506328,Completed,Credit Card,City39,NY,10.71,394.5,4040.24
142,8835,2022-07-16 00:13:16.591501,Completed,Debit Card,City64,FL,23.76,0.0,706.51
143,5168,2023-06-08 05:52:42.772920,Completed,Debit Card,City2,IL,2.4,0.0,147.47
144,262,2023-12-29 14:17:39.176689,Completed,PayPal,City38,MI,3.96,332.85,6003.52
145,18711,2023-06-30 14:24:57.068785,Cancelled,Debit Card,City88,FL,14.66,21.5,136.48
146,2006,2023-02-09 20:50:30.723866,Returned,PayPal,City48,NC,10.4,0.0,920.87
147,3774,2023-11-27 19:02:59.227072,Cancelled,Credit Card,City3,PA,9.62,0.0,415.32
148,1421,2023-10-31 04:53:10.031606,Cancelled,Apple Pay,City65,IL,5.3,0.0,250.0
149,9875,2023-12-03 16:08:05.667819,Completed,Credit Card,City91,OH,4.44,0.0,969.56
150,16993,2023-07-17 07:22:14.683484,Completed,Debit Card,City77,TX,17.76,0.0,1383.06
151,9407,2023-10-13 18:23:25.323564,Completed,Apple Pay,City64,NC,6.89,0.0,1884.73
152,13527,2022-03-29 11:15:06.405391,Completed,PayPal,City36,CA,0.3,0.0,639.4499999999999
153,15487,2023-06-05 18:38:31.904511,Completed,Apple Pay,City51,TX,0.45,113.16,3647.57
154,4323,2023-08-28 01:33:44.359661,Completed,Debit Card,City72,TX,24.2,0.0,1687.8
155,4118,2021-04-03 19:07:56.939806,Completed,Debit Card,City4,OH,10.96,31.08,6806.97
156,333,2021-02-20 20:25:10.733048,Completed,Credit Card,City23,GA,21.13,0.0,1498.2800000000002
157,9115,2023-12-08 19:00:41.723299,Completed,Debit Card,City23,MI,1.75,0.0,252.67
158,9975,2022-08-28 04:28:05.956151,Returned,Apple Pay,City88,PA,20.72,0.0,201.6
159,2101,2022-03-26 20:01:06.642491,Completed,Debit Card,City27,PA,20.15,44.99,200.12
160,7322,2023-01-24 01:17:40.609837,Completed,Credit Card,City50,OH,24.48,0.0,132.51
161,898,2023-08-30 20:01:08.930519,Cancelled,Credit Card,City72,MI,20.08,0.0,237.0
162,11658,2021-07-18 14:38:25.819688,Returned,PayPal,City36,NY,3.3,0.0,373.84
163,3762,2022-11-12 13:36:44.624407,Completed,Apple Pay,City38,IL,8.36,72.1,1784.13
164,15122,2023-08-07 16:36:33.170093,Returned,Debit Card,City65,FL,15.95,0.0,3604.67
165,12894,2023-09-29 09:08:04.476805,Completed,Apple Pay,City43,NC,19.21,0.0,216.48
166,17327,2023-06-04 22:57:38.287208,Completed,Debit Card,City19,GA,13.33,0.0,228.37
167,12833,2021-12-24 19:15:36.489093,Completed,Debit Card,City27,CA,12.49,337.88,4476.23
168,19083,2023-02-10 12:14:33.703313,Completed,Credit Card,City21,NY,16.97,0.0,4155.800000000001
169,15446,2023-12-24 22:32:22.816025,Completed,PayPal,City39,CA,18.07,519.3,5929.23
170,18199,2023-12-17 20:53:29.017864,Completed,Debit Card,City16,OH,1.21,0.0,496.13
171,2585,2023-12-16 04:47:18.042929,Completed,Debit Card,City46,GA,15.32,0.0,436.11
172,19972,2022-09-30 12:56:25.551890,Completed,Credit Card,City90,GA,17.81,0.0,672.6099999999999
173,2254,2023-08-28 14:36:31.557337,Completed,Apple Pay,City27,TX,5.28,229.73,1307.11
174,11813,2022-11-03 11:55:08.361475,Completed,Apple Pay,City90,TX,20.66,0.0,9702.88
175,6199,2022-01-29 13:39:08.203111,Completed,PayPal,City81,OH,0.78,0.0,332.67
176,10724,2022-09-08 11:35:57.052516,Completed,Debit Card,City83,NY,0.95,0.0,213.78
177,7252,2022-05-22 22:21:39.295257,Completed,Debit Card,City28,MI,3.32,0.0,2715.7000000000003
178,7302,2023-12-21 06:06:08.561071,Returned,Apple Pay,City41,PA,5.37,0.0,1310.89
179,18047,2023-03-16 02:24:10.367604,Completed,Credit Card,City44,OH,13.52,0.0,546.26
180,6708,2022-09-15 13:30:42.786043,Completed,PayPal,City68,PA,13.92,0.0,358.55
181,6016,2023-05-15 16:46:34.609736,Completed,Debit Card,City65,OH,0.36,104.66,1453.66
182,13350,2022-04-05 05:10:57.825271,Completed,Debit Card,City62,MI,14.71,191.83,1837.0
183,4448,2021-04-05 02:44:26.593291,Completed,Credit Card,City60,FL,6.69,0.0,154.07
184,8149,2022-12-28 23:01:09.823053,Completed,Apple Pay,City92,NY,23.9,0.0,205.86
185,14992,2022-05-05 04:21:54.080318,Completed,PayPal,City67,NC,22.38,0.0,188.73
186,8688,2022-12-09 09:43:57.282335,Completed,PayPal,City37,PA,23.47,0.0,1890.86
187,3532,2022-09-23 23:17:29.094386,Completed,Credit Card,City10,OH,7.94,0.0,177.02
188,7602,2023-05-04 02:25:15.098360,Returned,Credit Card,City96,PA,17.27,0.0,1281.95
189,18988,2022-12-14 07:07:20.134483,Completed,Apple Pay,City77,MI,2.71,0.0,1114.41
190,12985,2023-05-19 11:45:18.938523,Completed,PayPal,City6,NC,8.83,0.0,2140.12
191,17704,2023-09-24 19:40:49.438312,Completed,Debit Card,City95,NC,5.68,170.18,781.85
192,1071,2023-01-10 14:39:38.242921,Completed,Apple Pay,City17,TX,9.34,62.99,502.75
193,10283,2023-12-02 19:26:07.962494,Completed,PayPal,City18,FL,15.86,17.94,177.32
194,4616,2023-12-01 13:02:14.281363,Completed,Debit Card,City42,NY,13.03,0.0,1602.1899999999998
195,9195,2023-11-18 10:20:51.637535,Completed,Debit Card,City73,TX,18.59,47.86,449.29
196,19090,2023-12-27 23:42:36.658069,Returned,Credit Card,City68,IL,0.22,0.0,3358.68
197,5014,2023-10-02 21:52:22.937579,Completed,Credit Card,City74,NC,12.94,0.0,1151.62
198,2939,2023-02-22 08:25:50.865137,Completed,PayPal,City71,PA,12.52,0.0,1508.82
199,15968,2023-06-04 10:50:32.379998,Completed,Debit Card,City23,MI,21.0,0.0,7178.56
200,9374,2021-12-25 10:53:05.182626,Completed,PayPal,City56,GA,5.69,86.95,10317.88
201,8635,2023-08-03 09:56:01.841314,Completed,Credit Card,City15,PA,16.22,569.75,5222.04
202,1231,2022-02-14 12:04:17.245653,Completed,Apple Pay,City44,IL,21.19,0.0,6211.11
203,10438,2022-04-22 21:25:28.598705,Completed,PayPal,City100,NY,4.82,3.24,33.96
204,7484,2022-12-23 03:53:13.800588,Completed,Debit Card,City55,IL,12.19,283.91,1471.4700000000005
205,12014,2023-11-03 10:34:28.885856,Returned,Debit Card,City24,NY,7.94,0.0,400.03
206,5354,2022-08-18 05:32:54.959179,Completed,Credit Card,City29,OH,16.07,0.0,545.9300000000001
207,18321,2023-03-09 12:43:52.836319,Completed,PayPal,City69,TX,22.63,0.0,601.63
208,9186,2023-11-23 20:51:37.662610,Completed,PayPal,City70,MI,8.23,0.0,236.59
209,11087,2023-01-20 05:56:57.781617,Completed,Debit Card,City59,GA,17.46,0.0,7230.05
210,11036,2023-12-20 01:56:21.245290,Completed,Debit Card,City3,FL,19.06,0.0,2397.7000000000003
211,5226,2022-11-16 13:43:34.597698,Completed,Apple Pay,City15,NC,20.12,24.29,157.78
212,4374,2023-11-03 11:20:42.469548,Cancelled,PayPal,City16,PA,0.26,0.0,2028.55
213,5024,2023-05-11 08:58:35.400887,Completed,Credit Card,City89,CA,24.64,0.0,1355.3000000000002
214,7661,2022-06-09 03:29:46.703458,Completed,Credit Card,City16,TX,19.6,0.0,1201.64
215,533,2022-01-31 06:15:13.408767,Completed,Credit Card,City59,PA,10.12,0.0,201.02
216,13149,2023-10-11 07:44:02.718853,Completed,Apple Pay,City40,GA,0.65,17.47,70.52000000000001
217,3533,2023-06-08 10:12:08.724846,Returned,Credit Card,City13,PA,2.27,0.0,534.79
218,327,2021-12-04 00:59:29.492491,Completed,Debit Card,City11,GA,6.21,0.0,140.44
219,7192,2023-07-06 21:56:11.831557,Cancelled,PayPal,City100,CA,9.62,0.0,1585.4399999999998
220,13379,2022-08-30 00:49:38.030901,Completed,PayPal,City93,CA,24.68,0.0,69.56
221,2220,2023-05-04 02:04:33.021522,Completed,Debit Card,City68,NY,15.27,18.51,147.96
222,4026,2023-11-07 16:34:51.071967,Completed,PayPal,City15,GA,18.28,0.0,570.37
223,14018,2023-08-04 20:38:10.559582,Completed,Credit Card,City18,OH,4.19,0.0,279.26
224,11967,2023-12-24 00:02:50.739566,Completed,Apple Pay,City94,PA,21.53,0.0,3663.41
225,351,2023-11-13 19:35:34.204501,Completed,Debit Card,City10,TX,4.59,0.0,886.2800000000001
226,13988,2023-02-14 20:07:47.037773,Completed,Debit Card,City36,GA,12.64,0.0,395.8
227,15676,2022-12-09 02:22:57.557719,Completed,Debit Card,City43,PA,21.74,0.0,955.01
228,11383,2023-05-04 08:56:52.417143,Completed,PayPal,City41,NC,22.37,0.0,3083.39
229,10329,2023-04-11 15:02:58.352999,Completed,PayPal,City57,TX,23.49,0.0,2732.0299999999997
230,1857,2023-01-19 02:43:47.980876,Completed,Apple Pay,City16,NY,1.63,0.0,711.43
231,12131,2023-06-23 09:24:04.692227,Completed,Debit Card,City54,OH,18.82,0.0,1848.83
232,2564,2023-11-04 23:19:18.697986,Completed,Credit Card,City98,OH,20.76,143.71,835.14
233,5671,2023-11-16 06:58:33.564513,Completed,PayPal,City3,PA,5.25,0.0,3378.06
234,19062,2023-09-05 03:21:59.677658,Completed,PayPal,City83,GA,15.09,0.0,2848.81
235,8465,2023-07-29 06:29:01.698867,Completed,Credit Card,City63,TX,22.46,191.62,2283.94
236,5592,2023-11-06 17:58:19.122968,Completed,Debit Card,City19,OH,5.3,0.0,81.58
237,7104,2021-11-09 07:08:33.473572,Completed,Debit Card,City95,NC,22.36,12.83,293.85
238,4320,2021-05-01 22:46:35.469935,Returned,Credit Card,City93,MI,4.65,0.0,3205.26
239,17701,2022-09-08 14:10:55.409469,Completed,PayPal,City47,GA,10.54,12.1,786.2799999999999
240,2232,2023-12-27 06:54:39.856427,Completed,PayPal,City8,CA,7.41,0.0,99.97
241,19056,2023-12-28 04:49:06.566949,Completed,Credit Card,City65,NC,13.04,33.84,2664.62
242,537,2023-04-17 06:13:42.122149,Completed,Apple Pay,City64,OH,22.06,1062.96,4273.900000000001
243,5343,2023-12-05 20:25:10.147729,Returned,PayPal,City36,NY,13.82,13.74,1497.07
244,4339,2023-07-20 00:25:42.109596,Completed,PayPal,City32,TX,8.27,0.0,3016.35
245,12233,2022-07-07 01:55:50.965708,Returned,Credit Card,City18,MI,13.96,0.0,654.5400000000001
246,13553,2023-10-24 17:21:58.336573,Completed,Credit Card,City10,TX,17.23,0.0,694.2
247,8486,2023-04-28 01:48:44.231453,Completed,Apple Pay,City10,GA,20.74,0.0,536.83
248,17907,2022-10-12 08:12:37.058819,Completed,Debit Card,City80,IL,12.97,0.0,162.14
249,3329,2023-11-13 12:19:58.613268,Completed,Apple Pay,City51,NY,21.13,0.0,718.45
250,15607,2023-09-07 08:32:32.528891,Returned,Apple Pay,City91,NC,23.0,0.0,263.0
251,16227,2022-07-22 03:18:07.103891,Completed,Credit Card,City31,NC,1.67,0.0,618.16
252,8535,2022-09-01 04:08:22.915231,Completed,Credit Card,City33,IL,17.83,0.0,849.15
253,19685,2023-11-28 22:27:48.550175,Completed,Apple Pay,City72,NC,10.53,17.95,393.44
254,5993,2023-11-05 23:37:02.645827,Completed,Apple Pay,City62,TX,13.5,0.0,227.73
255,1640,2023-08-28 16:14:46.044139,Completed,PayPal,City2,TX,3.49,0.0,261.82
256,17748,2022-02-15 10:08:25.004699,Completed,Credit Card,City32,MI,0.29,0.0,1421.65
257,14442,2022-06-10 19:10:45.486327,Completed,Debit Card,City74,TX,13.85,0.0,204.75
258,15374,2023-08-05 22:31:27.899083,Returned,Apple Pay,City15,NY,20.66,220.54,902.8
259,11125,2023-04-18 06:07:02.943219,Completed,Credit Card,City77,NC,8.18,221.83,895.5099999999999
260,2101,2022-04-19 15:48:15.424034,Completed,Credit Card,City51,GA,20.33,53.43,234.07
261,10377,2023-07-09 15:39:51.617315,Completed,PayPal,City38,NY,4.91,24.0,3847.4
262,19168,2023-10-13 21:22:15.427486,Completed,Credit Card,City27,IL,4.2,0.0,485.28
263,11248,2022-09-17 16:28:12.567050,Completed,Apple Pay,City48,CA,5.06,48.86,710.6299999999999
264,17491,2022-12-03 15:10:29.954506,Completed,PayPal,City25,NY,2.24,0.0,163.46
265,8347,2023-10-02 00:01:40.111400,Completed,PayPal,City59,GA,7.78,0.0,1043.6
266,4832,2023-11-27 10:28:01.735933,Completed,PayPal,City87,PA,10.53,0.0,459.57
267,15908,2023-12-10 07:24:11.248007,Completed,Debit Card,City59,PA,19.06,0.0,307.1
268,6149,2023-04-18 06:29:06.830948,Completed,Apple Pay,City53,FL,24.24,113.57,2433.99
269,2501,2023-05-25 13:35:58.732588,Completed,Apple Pay,City25,IL,12.66,0.0,635.77
270,3268,2023-01-22 16:50:16.350621,Completed,Apple Pay,City66,CA,4.8,0.0,3628.89
271,2817,2023-12-22 10:43:54.166512,Completed,Credit Card,City11,MI,0.3,97.41,2338.4300000000003
272,3907,2023-11-29 12:37:50.880245,Completed,PayPal,City80,CA,12.93,524.19,4469.51
273,16827,2023-06-26 22:56:03.512571,Completed,Debit Card,City48,NC,6.8,576.7,2381.4500000000003
274,11360,2023-12-22 23:39:11.605729,Completed,PayPal,City26,TX,2.47,22.23,128.44
275,18115,2023-03-25 23:07:40.526493,Returned,PayPal,City67,FL,12.0,0.0,52.69
276,1639,2023-06-30 19:14:24.031533,Completed,PayPal,City99,MI,9.82,132.9,1472.36
