return_id,order_id,customer_id,product_id,return_date,return_reason,quantity_returned,refund_amount
103,729,11426,369.0,2023-06-25 10:21:09.215985,Defective,1.0,289.46
104,743,9509,794.0,2023-11-21 01:07:05.257774,Wrong Item,2.0,998.21
105,743,9509,83.0,2023-11-13 01:07:05.257774,Did not match description,1.0,1345.45
106,743,9509,133.0,2023-11-03 01:07:05.257774,Wrong Item,3.0,1532.88
107,746,15452,615.0,2023-02-08 13:08:20.564696,Defective,2.0,2839.1
108,767,4677,699.0,2023-07-29 07:31:40.603264,Did not match description,1.0,780.25
109,767,4677,41.0,2023-07-15 07:31:40.603264,Wrong Item,2.0,784.18
110,768,6834,477.0,2022-09-13 08:00:37.521785,Did not match description,2.0,4014.5
111,768,6834,303.0,2022-09-11 08:00:37.521785,Changed Mind,1.0,180.91
112,768,6834,7.0,2022-09-07 08:00:37.521785,Changed Mind,1.0,1235.64
113,769,16683,422.0,2023-11-01 20:57:16.506038,Did not match description,1.0,2650.68
114,769,16683,577.0,2023-10-22 20:57:16.506038,Did not match description,1.0,449.04
115,773,7534,134.0,2023-04-02 05:03:36.509702,Defective,1.0,127.06
116,773,7534,145.0,2023-03-29 05:03:36.509702,Defective,1.0,121.02
117,773,7534,950.0,2023-03-27 05:03:36.509702,Wrong Item,1.0,1370.29
118,791,13921,409.0,2023-06-30 06:00:20.585914,Defective,2.0,330.0
119,799,17970,903.0,2023-05-03 15:23:38.902291,Wrong Item,4.0,5880.52
120,827,15818,326.0,2023-12-11 18:34:32.051078,Did not match description,2.0,706.02
121,841,3267,968.0,2021-08-19 08:10:33.921742,Did not match description,4.0,223.45
122,841,3267,256.0,2021-08-21 08:10:33.921742,Did not match description,1.0,1884.08
123,841,3267,524.0,2021-09-07 08:10:33.921742,Defective,1.0,1719.54
124,845,12501,501.0,2023-07-01 11:05:52.586842,Wrong Item,2.0,735.12
125,845,12501,668.0,2023-07-25 11:05:52.586842,Defective,1.0,91.87
126,849,4963,742.0,2023-09-26 11:16:01.015955,Defective,1.0,1393.57
127,854,6442,1000.0,2023-10-22 11:38:09.483208,Wrong Item,4.0,609.2
128,870,2477,858.0,2023-11-10 02:51:55.757534,Defective,1.0,344.13
129,897,11572,282.0,2022-06-20 07:28:39.246436,Wrong Item,1.0,677.85
130,897,11572,204.0,2022-06-09 07:28:39.246436,Wrong Item,1.0,344.4
131,905,11767,126.0,2023-04-21 16:28:33.241324,Did not match description,1.0,1689.49
132,912,14086,269.0,2023-06-09 23:19:51.517067,Did not match description,5.0,1433.9
133,913,13259,476.0,2024-01-11 18:28:58.684436,Did not match description,2.0,408.62
134,913,13259,321.0,2024-01-23 18:28:58.684436,Did not match description,1.0,903.32
135,913,13259,261.0,2024-01-19 18:28:58.684436,Changed Mind,1.0,314.78
136,913,13259,737.0,2024-01-25 18:28:58.684436,Wrong Item,1.0,349.37
137,913,13259,208.0,2024-01-15 18:28:58.684436,Changed Mind,1.0,574.14
138,927,1066,603.0,2023-12-16 23:16:26.847162,Changed Mind,1.0,455.13
139,933,4190,131.0,2023-08-16 23:44:28.688862,Did not match description,1.0,80.91
140,935,9130,158.0,2022-11-02 00:21:28.014788,Wrong Item,1.0,35.83
141,935,9130,337.0,2022-10-25 00:21:28.014788,Did not match description,1.0,729.78
142,935,9130,681.0,2022-10-31 00:21:28.014788,Changed Mind,1.0,211.33
143,944,5456,411.0,2022-06-22 16:50:36.403069,Changed Mind,1.0,308.03
144,950,676,519.0,2022-03-01 13:38:33.677039,Changed Mind,1.0,471.34
145,950,676,103.0,2022-02-19 13:38:33.677039,Did not match description,1.0,282.73
146,959,13311,228.0,2023-10-23 17:49:53.789237,Wrong Item,1.0,38.21
147,959,13311,959.0,2023-10-16 17:49:53.789237,Defective,1.0,122.18
148,962,4990,98.0,2023-10-09 19:09:52.944036,Defective,1.0,663.61
149,966,18913,868.0,2023-09-22 09:19:01.110197,Defective,1.0,1328.7
150,974,19554,11.0,2024-01-22 03:34:20.612329,Wrong Item,2.0,672.46
151,974,19554,61.0,2024-01-03 03:34:20.612329,Did not match description,1.0,198.56
152,974,19554,575.0,2024-01-24 03:34:20.612329,Changed Mind,4.0,2525.15
153,982,19797,202.0,2023-05-21 15:32:19.948646,Did not match description,2.0,1039.46
154,982,19797,243.0,2023-05-12 15:32:19.948646,Did not match description,1.0,657.71
155,987,596,544.0,2022-11-22 03:42:07.177683,Changed Mind,1.0,1502.82
156,1003,4515,116.0,2023-07-17 23:48:31.602448,Wrong Item,1.0,1875.34
157,1003,4515,737.0,2023-06-29 23:48:31.602448,Defective,1.0,349.37
158,1013,6313,773.0,2022-10-22 10:54:08.413842,Changed Mind,1.0,1612.91
159,1013,6313,710.0,2022-10-14 10:54:08.413842,Defective,2.0,1267.34
160,1013,6313,147.0,2022-10-09 10:54:08.413842,Changed Mind,1.0,327.57
161,1013,6313,945.0,2022-10-09 10:54:08.413842,Changed Mind,3.0,342.29
162,1019,18351,499.0,2023-12-10 00:05:25.720306,Wrong Item,1.0,125.82
163,1019,18351,93.0,2023-12-19 00:05:25.720306,Defective,1.0,1305.52
164,1027,1039,727.0,2022-02-28 22:05:20.423634,Wrong Item,1.0,238.28
165,1027,1039,56.0,2022-02-25 22:05:20.423634,Defective,1.0,64.01
166,1027,1039,21.0,2022-03-01 22:05:20.423634,Wrong Item,1.0,1853.24
167,1027,1039,577.0,2022-03-22 22:05:20.423634,Changed Mind,1.0,359.23
168,1029,1815,943.0,2023-11-14 09:04:27.618507,Wrong Item,1.0,570.08
169,1038,2936,722.0,2023-02-14 13:00:32.160497,Did not match description,2.0,2693.24
170,1038,2936,730.0,2023-02-02 13:00:32.160497,Did not match description,1.0,1639.85
171,1041,14071,360.0,2023-06-06 21:11:46.236588,Did not match description,1.0,1196.07
172,1041,14071,186.0,2023-05-31 21:11:46.236588,Changed Mind,1.0,716.14
173,1046,4730,561.0,2024-01-26 16:08:50.401203,Defective,1.0,546.29
174,1046,4730,446.0,2024-01-15 16:08:50.401203,Defective,1.0,353.94
175,1063,13708,44.0,2023-04-12 17:54:06.103434,Changed Mind,1.0,136.23
176,1063,13708,128.0,2023-03-28 17:54:06.103434,Wrong Item,1.0,1242.84
177,1067,2510,53.0,2023-12-29 19:40:48.394067,Defective,4.0,7131.6
178,1088,19812,632.0,2023-11-17 18:35:17.284430,Did not match description,2.0,3637.56
179,1093,9058,44.0,2023-08-12 07:51:05.616865,Wrong Item,1.0,136.23
180,1100,14059,471.0,2023-07-02 11:23:48.534506,Did not match description,3.0,1243.59
181,1100,14059,830.0,2023-07-12 11:23:48.534506,Changed Mind,1.0,87.92
182,1100,14059,436.0,2023-07-17 11:23:48.534506,Defective,2.0,273.1
183,1100,14059,743.0,2023-07-20 11:23:48.534506,Changed Mind,1.0,254.41
184,1118,17298,984.0,2023-08-27 23:40:58.323697,Defective,2.0,615.44
185,1125,14639,589.0,2022-10-04 20:31:45.931148,Changed Mind,1.0,141.29
186,1125,14639,882.0,2022-10-07 20:31:45.931148,Wrong Item,1.0,981.35
187,1148,3912,227.0,2023-10-02 22:08:59.293467,Defective,1.0,204.98
188,1148,3912,836.0,2023-09-30 22:08:59.293467,Wrong Item,1.0,1022.78
189,1148,3912,200.0,2023-10-01 22:08:59.293467,Defective,1.0,181.65
190,1172,11531,554.0,2023-07-01 21:45:56.449014,Changed Mind,1.0,76.28
191,1214,8031,896.0,2022-08-27 03:31:50.597874,Defective,3.0,464.55
192,1214,8031,440.0,2022-08-21 03:31:50.597874,Defective,1.0,1048.37
193,1218,3883,524.0,2023-09-05 18:12:45.207052,Did not match description,1.0,1719.54
194,1218,3883,518.0,2023-09-08 18:12:45.207052,Wrong Item,1.0,570.9
195,1229,3228,902.0,2022-12-23 19:14:03.020605,Defective,1.0,285.76
196,1229,3228,509.0,2022-12-12 19:14:03.020605,Changed Mind,1.0,389.45
197,1253,6086,483.0,2023-10-28 13:06:37.025485,Changed Mind,4.0,627.52
198,1253,6086,917.0,2023-10-28 13:06:37.025485,Changed Mind,1.0,456.29
199,1253,6086,239.0,2023-10-31 13:06:37.025485,Changed Mind,1.0,425.95
200,1253,6086,697.0,2023-11-06 13:06:37.025485,Did not match description,2.0,699.0
201,1255,9887,137.0,2023-03-21 08:19:47.161915,Changed Mind,1.0,1645.22
202,1255,9887,552.0,2023-03-12 08:19:47.161915,Did not match description,1.0,1742.4
203,1261,13200,273.0,2024-01-14 12:47:25.936776,Changed Mind,1.0,150.98
204,1261,13200,410.0,2024-01-12 12:47:25.936776,Changed Mind,1.0,179.4
205,1266,338,246.0,2023-03-04 21:48:24.967863,Wrong Item,1.0,337.55
206,1266,338,59.0,2023-03-07 21:48:24.967863,Wrong Item,2.0,86.18
207,1266,338,777.0,2023-03-04 21:48:24.967863,Did not match description,1.0,236.87
208,1266,338,278.0,2023-03-06 21:48:24.967863,Wrong Item,1.0,302.06
209,1277,19903,405.0,2022-07-01 17:44:14.527634,Defective,1.0,161.69
210,1301,906,278.0,2022-08-29 05:26:03.645142,Changed Mind,1.0,302.06
211,1319,18136,475.0,2022-01-18 06:04:01.315522,Defective,1.0,356.38
212,1324,5872,636.0,2022-11-12 05:53:06.319947,Changed Mind,1.0,273.1
213,1334,2635,983.0,2023-01-06 02:24:23.085206,Wrong Item,1.0,2437.64
214,1344,9131,464.0,2023-09-26 19:53:29.780853,Did not match description,1.0,440.65
215,1351,18024,292.0,2023-01-04 10:18:55.729549,Wrong Item,3.0,2656.88
216,1361,1950,153.0,2023-06-17 04:42:07.423461,Changed Mind,2.0,757.42
217,1361,1950,796.0,2023-06-13 04:42:07.423461,Wrong Item,3.0,384.57
218,1387,5141,929.0,2023-05-20 23:18:26.674783,Did not match description,1.0,78.09
219,1387,5141,840.0,2023-05-17 23:18:26.674783,Did not match description,1.0,178.34
220,1403,5316,183.0,2023-05-09 07:22:35.291252,Did not match description,1.0,176.28
221,1403,5316,62.0,2023-05-02 07:22:35.291252,Changed Mind,4.0,5392.44
222,1406,4334,812.0,2022-04-16 17:37:20.473636,Defective,2.0,1714.25
223,1406,4334,966.0,2022-04-17 17:37:20.473636,Did not match description,1.0,195.2
224,1413,18999,143.0,2021-12-30 23:49:13.039701,Wrong Item,1.0,563.74
225,1413,18999,3.0,2021-12-01 23:49:13.039701,Wrong Item,4.0,1233.96
226,1413,18999,73.0,2021-12-23 23:49:13.039701,Changed Mind,1.0,1228.88
227,1413,18999,296.0,2021-12-16 23:49:13.039701,Did not match description,1.0,320.19
228,1414,10923,71.0,2023-06-20 08:11:22.574735,Did not match description,2.0,1768.56
229,1414,10923,888.0,2023-06-22 08:11:22.574735,Changed Mind,1.0,324.27
230,1423,488,925.0,2023-12-10 10:34:14.135629,Defective,4.0,2558.72
231,1443,17467,446.0,2023-09-23 17:52:56.049446,Did not match description,1.0,300.85
232,1455,19376,774.0,2023-11-04 16:11:23.233460,Changed Mind,2.0,553.2
233,1455,19376,290.0,2023-10-20 16:11:23.233460,Defective,4.0,459.64
234,1455,19376,864.0,2023-10-25 16:11:23.233460,Defective,1.0,425.84
235,1455,19376,590.0,2023-10-19 16:11:23.233460,Defective,2.0,416.0
236,1458,12268,898.0,2023-02-24 05:00:59.307204,Changed Mind,5.0,1071.15
237,1465,19357,729.0,2023-09-04 00:23:59.274270,Wrong Item,1.0,224.18
238,1465,19357,169.0,2023-09-16 00:23:59.274270,Wrong Item,1.0,632.23
239,1472,19298,745.0,2023-01-31 15:35:04.910381,Wrong Item,5.0,7232.9
240,1472,19298,208.0,2023-01-28 15:35:04.910381,Wrong Item,1.0,574.14
241,1474,3122,92.0,2023-12-18 10:25:30.721200,Wrong Item,2.0,651.7
242,1474,3122,995.0,2023-11-30 10:25:30.721200,Changed Mind,1.0,288.81
243,1477,9498,423.0,2024-01-02 19:33:54.835747,Changed Mind,1.0,478.99
244,1477,9498,763.0,2024-01-10 19:33:54.835747,Changed Mind,1.0,275.07
245,1496,11481,86.0,2021-07-26 16:25:18.745080,Changed Mind,1.0,171.3
246,1496,11481,61.0,2021-07-19 16:25:18.745080,Did not match description,1.0,233.6
247,1547,6496,109.0,2023-10-17 18:32:18.749804,Defective,4.0,2445.44
248,1595,8780,611.0,2023-01-27 07:08:26.260821,Did not match description,1.0,44.1
249,1617,2201,327.0,2022-11-14 03:47:17.131773,Changed Mind,2.0,900.9
250,1651,6726,469.0,2022-12-28 01:03:56.521451,Wrong Item,1.0,535.05
251,1651,6726,821.0,2022-12-09 01:03:56.521451,Did not match description,2.0,73.35
252,1658,9919,107.0,2023-09-16 05:48:21.848759,Changed Mind,1.0,66.33
253,1684,6759,706.0,2023-12-21 08:45:47.100691,Wrong Item,1.0,1260.6
254,1689,9912,500.0,2023-06-04 04:57:37.949737,Changed Mind,3.0,7115.07
255,1689,9912,756.0,2023-05-22 04:57:37.949737,Defective,2.0,527.17
256,1701,9108,34.0,2023-04-09 10:05:32.180381,Changed Mind,1.0,443.86
257,1701,9108,528.0,2023-04-05 10:05:32.180381,Did not match description,1.0,1667.59
258,1718,14706,399.0,2023-05-10 07:28:13.958076,Defective,1.0,793.3
259,1727,13177,19.0,2022-11-01 15:19:12.668366,Changed Mind,1.0,258.66
260,1730,9699,31.0,2023-08-08 12:28:17.632921,Wrong Item,1.0,70.31
261,1730,9699,464.0,2023-08-11 12:28:17.632921,Changed Mind,2.0,749.11
262,1738,2911,884.0,2021-05-29 05:39:34.741863,Did not match description,1.0,387.86
263,1738,2911,501.0,2021-05-28 05:39:34.741863,Changed Mind,1.0,367.56
264,1738,2911,924.0,2021-05-12 05:39:34.741863,Wrong Item,1.0,298.61
265,1745,510,346.0,2023-11-14 22:37:33.081914,Wrong Item,1.0,138.2
266,1747,549,498.0,2022-12-17 13:32:32.992212,Did not match description,3.0,1254.39
267,1747,549,743.0,2022-12-25 13:32:32.992212,Wrong Item,1.0,254.41
268,1771,9623,675.0,2023-04-04 03:30:31.694137,Defective,1.0,91.73
269,1771,9623,163.0,2023-03-26 03:30:31.694137,Defective,1.0,182.12
270,1771,9623,119.0,2023-04-08 03:30:31.694137,Did not match description,1.0,1219.36
271,1772,10429,5.0,2023-04-20 01:49:54.079157,Did not match description,1.0,140.87
272,1772,10429,804.0,2023-04-22 01:49:54.079157,Did not match description,1.0,88.91
273,1772,10429,445.0,2023-05-01 01:49:54.079157,Did not match description,1.0,138.05
274,1772,10429,463.0,2023-04-09 01:49:54.079157,Defective,1.0,1250.19
275,1778,9123,592.0,2023-04-16 05:47:33.666311,Defective,1.0,311.5
276,1795,5708,643.0,2022-11-18 04:37:29.615234,Changed Mind,1.0,257.97
277,1801,13663,769.0,2023-12-09 05:28:50.978868,Did not match description,2.0,957.12
278,1810,17963,931.0,2022-07-26 00:38:19.268695,Defective,3.0,136.26
279,1810,17963,483.0,2022-08-06 00:38:19.268695,Wrong Item,2.0,313.76
280,1814,15205,530.0,2023-11-29 16:40:32.278919,Defective,1.0,1501.66
281,1814,15205,598.0,2023-12-23 16:40:32.278919,Wrong Item,2.0,1322.97
282,1815,14777,112.0,2023-03-20 03:12:17.705719,Did not match description,3.0,7106.67
283,1818,3979,882.0,2023-08-28 14:49:24.481285,Changed Mind,1.0,981.35
284,1835,9315,649.0,2023-06-21 11:36:07.057586,Did not match description,1.0,477.9
285,1846,4438,164.0,2022-04-12 18:57:13.928132,Changed Mind,2.0,319.7
286,1856,18625,579.0,2023-12-02 01:12:54.377981,Did not match description,1.0,421.56
287,1856,18625,320.0,2023-12-04 01:12:54.377981,Wrong Item,2.0,2185.98
288,1870,10072,729.0,2023-11-11 23:16:54.770335,Defective,1.0,224.18
289,1879,2402,724.0,2022-08-13 19:13:41.202294,Changed Mind,1.0,1513.26
290,1896,17516,634.0,2023-10-18 11:52:16.597366,Wrong Item,1.0,244.3
291,1896,17516,455.0,2023-10-22 11:52:16.597366,Wrong Item,2.0,715.72
292,1899,169,974.0,2023-10-26 12:41:27.169642,Changed Mind,1.0,1377.46
293,1899,169,341.0,2023-10-12 12:41:27.169642,Did not match description,2.0,128.94
294,1920,3833,451.0,2023-11-12 01:06:20.025797,Did not match description,1.0,251.21
295,1923,9341,352.0,2021-03-05 18:16:55.376036,Wrong Item,1.0,856.51
296,1926,10451,536.0,2023-09-20 14:56:19.229765,Wrong Item,1.0,551.62
297,1955,16568,240.0,2023-03-23 04:53:41.502941,Did not match description,2.0,1194.94
298,1955,16568,352.0,2023-04-18 04:53:41.502941,Did not match description,1.0,856.51
299,1966,18139,846.0,2022-06-07 02:59:56.931476,Defective,1.0,148.86
300,1986,15923,216.0,2023-10-01 18:57:19.565300,Did not match description,2.0,986.38
301,2005,2875,535.0,2023-06-01 02:27:01.537350,Defective,4.0,507.18
302,2005,2875,859.0,2023-05-25 02:27:01.537350,Defective,3.0,4247.88
303,2025,15187,668.0,2022-09-10 01:29:15.961686,Did not match description,1.0,108.08
304,2044,12157,527.0,2022-08-23 05:59:32.857849,Did not match description,1.0,161.52
305,2046,1715,928.0,2022-10-21 01:43:36.631154,Wrong Item,1.0,1826.37
306,2053,9711,347.0,2023-05-16 05:16:05.940295,Defective,1.0,201.83
307,2055,13308,657.0,2021-08-20 01:37:50.332574,Changed Mind,1.0,801.29
308,2063,3077,895.0,2022-10-22 14:52:21.292266,Did not match description,4.0,1597.1
309,2063,3077,3.0,2022-10-02 14:52:21.292266,Defective,2.0,616.98
310,2065,14420,34.0,2023-01-27 16:32:49.258982,Wrong Item,1.0,443.86
311,2070,18585,939.0,2023-09-14 08:53:21.192454,Changed Mind,3.0,3732.78
312,2071,12301,171.0,2024-01-01 05:13:52.289688,Changed Mind,1.0,302.86
313,2071,12301,10.0,2024-01-14 05:13:52.289688,Wrong Item,3.0,551.67
314,2085,19900,653.0,2022-12-27 07:50:50.958311,Changed Mind,1.0,240.29
315,2085,19900,587.0,2022-12-06 07:50:50.958311,Did not match description,2.0,285.85
316,2085,19900,869.0,2022-12-25 07:50:50.958311,Wrong Item,3.0,1100.58
317,2085,19900,915.0,2022-12-15 07:50:50.958311,Defective,1.0,2283.14
318,2086,18336,342.0,2022-11-15 07:34:25.038036,Did not match description,2.0,419.96
319,2086,18336,843.0,2022-10-23 07:34:25.038036,Wrong Item,1.0,544.69
320,2100,6970,230.0,2023-12-05 11:51:30.942054,Changed Mind,1.0,166.14
321,2101,4367,605.0,2023-07-16 14:27:42.856327,Defective,1.0,248.12
322,2101,4367,48.0,2023-07-22 14:27:42.856327,Did not match description,1.0,1111.28
323,2106,5370,685.0,2023-08-06 11:55:32.087505,Changed Mind,3.0,464.37
324,2106,5370,914.0,2023-08-18 11:55:32.087505,Wrong Item,2.0,1350.68
325,2114,7809,393.0,2023-12-14 17:21:13.110202,Did not match description,1.0,32.38
326,2114,7809,290.0,2024-01-06 17:21:13.110202,Defective,1.0,97.67
327,2114,7809,678.0,2023-12-13 17:21:13.110202,Wrong Item,1.0,417.89
328,2120,9613,366.0,2021-07-25 06:06:41.301364,Wrong Item,1.0,976.97
329,2126,10522,136.0,2023-09-28 21:49:14.534109,Did not match description,1.0,523.56
330,2126,10522,639.0,2023-09-19 21:49:14.534109,Changed Mind,1.0,323.96
331,2126,10522,498.0,2023-10-10 21:49:14.534109,Changed Mind,2.0,836.26
332,2140,16147,419.0,2023-05-05 04:11:02.867411,Wrong Item,1.0,162.53
