customer_id,Segment,Cluster,RFM_Score,recency,frequency,monetary
53.0,Champions,1,4,168,1,249.7
54.0,Loyal Customers,1,4,1,1,108.83
55.0,Loyal Customers,1,4,96,1,78.76
56.0,Loyal Customers,1,4,302,1,79.35
57.0,Potential Loyalists,1,4,396,1,126.73
58.0,Potential Loyalists,1,4,507,1,117.57
59.0,Potential Loyalists,1,4,534,1,300.02
60.0,Loyal Customers,1,4,117,1,63.87
61.0,Loyal Customers,1,4,34,1,82.7
62.0,Loyal Customers,1,4,256,1,177.23
63.0,Lost Customers,1,4,611,1,105.8
64.0,Potential Loyalists,1,4,447,1,90.99
65.0,Potential Loyalists,1,4,455,1,100.5
66.0,Potential Loyalists,1,4,438,1,85.64
67.0,Lost Customers,1,4,661,1,122.53
68.0,Loyal Customers,1,4,155,1,119.18
69.0,Loyal Customers,1,4,71,1,115.38
70.0,Potential Loyalists,1,4,535,1,88.71
71.0,Potential Loyalists,1,4,409,1,98.5
72.0,Loyal Customers,1,4,90,1,65.6
73.0,Loyal Customers,1,4,185,1,167.65
74.0,Loyal Customers,1,4,2,1,136.87
75.0,Champions,1,4,120,1,172.09
76.0,Loyal Customers,1,4,220,1,105.03
77.0,Lost Customers,1,4,697,1,21.91
78.0,Potential Loyalists,1,4,483,1,143.31
79.0,Loyal Customers,1,4,339,1,99.83
80.0,Potential Loyalists,1,4,485,1,135.24
81.0,Loyal Customers,1,4,330,1,117.75
82.0,Loyal Customers,1,4,357,1,123.91
83.0,Loyal Customers,1,4,20,1,40.3
84.0,Loyal Customers,1,4,4,1,81.6
85.0,Lost Customers,1,4,661,1,106.31
86.0,Loyal Customers,1,4,130,1,119.01
87.0,Loyal Customers,1,4,51,1,118.02
88.0,Loyal Customers,1,4,155,1,125.78
89.0,Loyal Customers,1,4,126,1,71.11
90.0,Potential Loyalists,1,4,537,1,198.71
91.0,Loyal Customers,1,4,283,1,104.78
92.0,Loyal Customers,1,4,233,1,81.32
93.0,Lost Customers,1,4,578,1,120.82
94.0,Potential Loyalists,1,4,436,1,113.23
95.0,Potential Loyalists,1,4,460,1,150.69
96.0,Loyal Customers,1,4,291,1,78.62
97.0,Lost Customers,1,4,632,1,99.05
98.0,Loyal Customers,1,4,130,1,82.27
99.0,Potential Loyalists,1,4,446,1,129.4
100.0,Loyal Customers,1,4,57,1,127.2
101.0,Potential Loyalists,1,4,475,1,88.06
102.0,Lost Customers,1,4,672,1,89.18
103.0,Lost Customers,1,4,571,1,166.92
104.0,Lost Customers,1,4,566,1,131.27
105.0,Lost Customers,1,4,619,1,121.43
106.0,Loyal Customers,1,4,102,1,160.05
107.0,Loyal Customers,1,4,281,1,154.58
108.0,Loyal Customers,1,4,249,1,258.3
109.0,Champions,1,4,29,1,179.42
110.0,Lost Customers,1,4,648,1,112.67
111.0,Lost Customers,1,4,713,1,118.96
112.0,Loyal Customers,1,4,278,1,68.74
113.0,Potential Loyalists,1,4,448,1,155.19
114.0,Champions,1,4,139,1,206.78
115.0,Champions,1,4,18,1,243.23
116.0,Loyal Customers,1,4,348,1,115.53
117.0,Champions,1,4,151,1,180.25
118.0,Loyal Customers,1,4,173,1,103.71
119.0,Champions,1,4,170,1,193.67
120.0,Lost Customers,1,4,622,1,175.62
121.0,Potential Loyalists,1,4,502,1,133.24
122.0,Loyal Customers,1,4,231,1,125.43
123.0,Loyal Customers,1,4,170,1,97.16
124.0,Lost Customers,1,4,633,1,177.75
125.0,Potential Loyalists,1,4,372,1,138.03
126.0,Lost Customers,1,4,635,1,102.92
127.0,Loyal Customers,1,4,329,1,201.46
128.0,Loyal Customers,1,4,275,1,94.57
129.0,Loyal Customers,1,4,71,1,121.99
130.0,Potential Loyalists,1,4,438,1,66.3
131.0,Champions,1,4,74,1,181.68
132.0,Loyal Customers,1,4,200,1,135.47
133.0,Lost Customers,1,4,599,1,227.92
134.0,Lost Customers,1,4,565,1,114.33
135.0,Lost Customers,1,4,718,1,268.22
136.0,Loyal Customers,1,4,119,1,140.02
137.0,Loyal Customers,1,4,328,1,53.3
138.0,Lost Customers,1,4,636,1,65.35
139.0,Champions,1,4,176,1,195.16
140.0,Potential Loyalists,1,4,468,1,84.2
141.0,Loyal Customers,1,4,352,1,60.73
142.0,Lost Customers,1,4,550,1,54.72
143.0,Lost Customers,1,4,625,1,117.27
144.0,Potential Loyalists,1,4,392,1,96.81
145.0,Loyal Customers,1,4,23,1,65.21
146.0,Lost Customers,1,4,585,1,87.99
147.0,Loyal Customers,1,4,123,1,151.64
148.0,Champions,1,4,134,1,213.71
149.0,Potential Loyalists,1,4,506,1,144.75
150.0,Loyal Customers,1,4,311,1,141.63
151.0,Potential Loyalists,1,4,437,1,337.89
152.0,Lost Customers,1,4,572,1,90.21
153.0,Potential Loyalists,1,4,493,1,43.6
154.0,Lost Customers,1,4,668,1,158.35
155.0,Loyal Customers,1,4,343,1,142.2
156.0,Loyal Customers,1,4,167,1,93.43
157.0,Loyal Customers,1,4,302,1,71.84
158.0,Loyal Customers,1,4,307,1,232.51
159.0,Loyal Customers,1,4,271,1,140.78
160.0,Loyal Customers,1,4,337,1,183.56
161.0,Lost Customers,1,4,674,1,108.34
162.0,Lost Customers,1,4,673,1,189.82
163.0,Lost Customers,1,4,719,1,94.41
164.0,Loyal Customers,1,4,328,1,104.36
165.0,Loyal Customers,1,4,130,1,85.55
166.0,Lost Customers,1,4,572,1,106.89
167.0,Lost Customers,1,4,616,1,112.78
168.0,Loyal Customers,1,4,94,1,94.77
169.0,Potential Loyalists,1,4,460,1,99.49
170.0,Lost Customers,1,4,551,1,114.0
171.0,Potential Loyalists,1,4,538,1,119.24
172.0,Champions,1,4,59,1,169.83
173.0,Loyal Customers,1,4,330,1,123.51
174.0,Lost Customers,1,4,607,1,67.68
175.0,Lost Customers,1,4,567,1,125.85
176.0,Potential Loyalists,1,4,452,1,114.74
177.0,Lost Customers,1,4,671,1,81.72
178.0,Loyal Customers,1,4,334,1,142.35
179.0,Potential Loyalists,1,4,450,1,201.12
180.0,Potential Loyalists,1,4,449,1,110.09
181.0,Champions,1,4,130,1,184.32
182.0,Loyal Customers,1,4,103,1,91.11
183.0,Potential Loyalists,1,4,493,1,81.86
184.0,Loyal Customers,1,4,185,1,214.51
185.0,Loyal Customers,1,4,98,1,63.17
186.0,Loyal Customers,1,4,269,1,155.22
187.0,Lost Customers,1,4,718,1,76.43
188.0,Lost Customers,1,4,660,1,86.08
189.0,Loyal Customers,1,4,313,1,162.69
190.0,Loyal Customers,1,4,157,1,148.54
191.0,Loyal Customers,1,4,17,1,80.7
192.0,Lost Customers,1,4,560,1,107.7
193.0,Potential Loyalists,1,4,407,1,108.07
194.0,Loyal Customers,1,4,124,1,129.74
195.0,Potential Loyalists,1,4,447,1,100.7
196.0,Lost Customers,1,4,653,1,135.17
197.0,Loyal Customers,1,4,5,1,151.71
198.0,Loyal Customers,1,4,339,1,153.68
199.0,Loyal Customers,1,4,354,1,113.54
200.0,Loyal Customers,1,4,356,1,79.07
201.0,Lost Customers,1,4,606,1,84.08
202.0,Lost Customers,1,4,559,1,158.24
203.0,Potential Loyalists,1,4,498,1,94.3
204.0,Potential Loyalists,1,4,512,1,127.69
205.0,Loyal Customers,1,4,256,1,130.73
206.0,Potential Loyalists,1,4,404,1,79.36
207.0,Loyal Customers,1,4,224,1,221.68
208.0,Lost Customers,1,4,675,1,126.61
209.0,Loyal Customers,1,4,289,1,123.06
210.0,Potential Loyalists,1,4,454,1,68.22
211.0,Champions,1,4,69,1,168.95
212.0,Potential Loyalists,1,4,475,1,214.73
213.0,Loyal Customers,1,4,253,1,73.14
214.0,Loyal Customers,1,4,301,1,173.66
215.0,Potential Loyalists,1,4,437,1,77.41
216.0,Loyal Customers,1,4,153,1,129.27
217.0,Potential Loyalists,1,4,518,1,89.05
218.0,Potential Loyalists,1,4,471,1,87.05
219.0,Lost Customers,1,4,689,1,145.35
220.0,Loyal Customers,1,4,328,1,69.62
221.0,Loyal Customers,1,4,124,1,136.15
222.0,Lost Customers,1,4,589,1,86.42
223.0,Champions,1,4,115,1,184.41
224.0,Loyal Customers,1,4,333,1,72.33
225.0,Potential Loyalists,1,4,384,1,172.28
226.0,Loyal Customers,1,4,362,1,176.8
227.0,Potential Loyalists,1,4,458,1,54.41
228.0,Loyal Customers,1,4,184,1,77.92
229.0,Potential Loyalists,1,4,459,1,75.55
230.0,Champions,1,4,131,1,180.91
231.0,Champions,1,4,127,1,301.95
232.0,Loyal Customers,1,4,296,1,54.15
233.0,Champions,1,4,143,1,170.18
234.0,Lost Customers,1,4,695,1,58.52
235.0,Potential Loyalists,1,4,427,1,155.82
236.0,Loyal Customers,1,4,318,1,101.56
237.0,Loyal Customers,1,4,345,1,117.79
238.0,Loyal Customers,1,4,226,1,92.88
239.0,Lost Customers,1,4,617,1,77.03
240.0,Loyal Customers,1,4,199,1,107.97
241.0,Loyal Customers,1,4,356,1,51.88
242.0,Loyal Customers,1,4,275,1,74.12
243.0,Lost Customers,1,4,674,1,83.43
244.0,Lost Customers,1,4,556,1,106.44
245.0,Potential Loyalists,1,4,395,1,238.93
246.0,Loyal Customers,1,4,216,1,125.62
247.0,Potential Loyalists,1,4,396,1,167.52
248.0,Potential Loyalists,1,4,533,1,70.79
249.0,Potential Loyalists,1,4,490,1,99.64
250.0,Potential Loyalists,1,4,460,1,105.97
251.0,Loyal Customers,1,4,292,1,141.9
252.0,Lost Customers,1,4,726,1,166.1
253.0,Potential Loyalists,1,4,451,1,160.47
254.0,Loyal Customers,1,4,259,1,114.79
255.0,Potential Loyalists,1,4,495,1,94.88
256.0,Loyal Customers,1,4,56,1,111.5
257.0,Lost Customers,1,4,710,1,223.07
258.0,Loyal Customers,1,4,124,1,131.14
259.0,Loyal Customers,1,4,124,1,77.24
260.0,Lost Customers,1,4,552,1,149.48
261.0,Potential Loyalists,1,4,475,1,112.55
262.0,Loyal Customers,1,4,83,1,140.19
263.0,Lost Customers,1,4,663,1,132.72
264.0,Lost Customers,1,4,673,1,164.59
265.0,Loyal Customers,1,4,274,1,167.83
266.0,Loyal Customers,1,4,206,1,70.18
267.0,Lost Customers,1,4,550,1,115.28
268.0,Lost Customers,1,4,687,1,61.29
269.0,Potential Loyalists,1,4,490,1,213.95
270.0,Lost Customers,1,4,577,1,264.55
271.0,Loyal Customers,1,4,209,1,129.32
272.0,Lost Customers,1,4,599,1,147.31
273.0,Champions,1,4,172,1,171.13
274.0,Loyal Customers,1,4,162,1,65.21
275.0,Potential Loyalists,1,4,421,1,206.67
276.0,Champions,1,4,125,1,227.85
277.0,Loyal Customers,1,4,179,1,121.91
278.0,Loyal Customers,1,4,125,1,87.14
279.0,Loyal Customers,1,4,9,1,132.06
280.0,Lost Customers,1,4,577,1,159.75
281.0,Lost Customers,1,4,686,1,100.17
282.0,Champions,1,4,37,1,190.25
283.0,Lost Customers,1,4,622,1,171.59
284.0,Lost Customers,1,4,701,1,196.72
285.0,Loyal Customers,1,4,100,1,125.37
286.0,Loyal Customers,1,4,129,1,102.68
287.0,Loyal Customers,1,4,340,1,81.19
288.0,Lost Customers,1,4,687,1,116.52
289.0,Loyal Customers,1,4,299,1,104.31
290.0,Potential Loyalists,1,4,487,1,132.35
291.0,Lost Customers,1,4,724,1,123.83
292.0,Potential Loyalists,1,4,509,1,227.46
293.0,Loyal Customers,1,4,301,1,156.58
294.0,Loyal Customers,1,4,40,1,153.61
295.0,Lost Customers,1,4,595,1,143.7
296.0,Lost Customers,1,4,680,1,106.2
297.0,Potential Loyalists,1,4,526,1,158.61
298.0,Loyal Customers,1,4,120,1,131.62
299.0,Loyal Customers,1,4,140,1,88.13
300.0,Potential Loyalists,1,4,477,1,137.63
301.0,Lost Customers,1,4,655,1,103.7
302.0,Lost Customers,1,4,637,1,115.62
303.0,Loyal Customers,1,4,319,1,140.19
304.0,Lost Customers,1,4,631,1,164.25
305.0,Potential Loyalists,1,4,504,1,308.2
306.0,Loyal Customers,1,4,51,1,112.22
307.0,Lost Customers,1,4,693,1,185.43
308.0,Lost Customers,1,4,567,1,131.65
309.0,Lost Customers,1,4,573,1,151.69
310.0,Lost Customers,1,4,672,1,141.97
311.0,Lost Customers,1,4,642,1,184.89
312.0,Potential Loyalists,1,4,381,1,199.07
313.0,Potential Loyalists,1,4,512,1,63.76
314.0,Loyal Customers,1,4,232,1,86.44
315.0,Potential Loyalists,1,4,514,1,88.36
316.0,Potential Loyalists,1,4,488,1,128.6
317.0,Lost Customers,1,4,599,1,127.17
318.0,Lost Customers,1,4,588,1,144.93
319.0,Lost Customers,1,4,729,1,76.46
320.0,Loyal Customers,1,4,117,1,102.88
321.0,Loyal Customers,1,4,288,1,225.66
322.0,Lost Customers,1,4,613,1,92.4
323.0,Potential Loyalists,1,4,518,1,102.35
324.0,Loyal Customers,1,4,145,1,129.34
325.0,Lost Customers,1,4,697,1,130.73
326.0,Potential Loyalists,1,4,545,1,113.45
327.0,Lost Customers,1,4,552,1,139.95
328.0,Lost Customers,1,4,703,1,104.2
329.0,Loyal Customers,1,4,127,1,150.26
330.0,Loyal Customers,1,4,88,1,64.35
331.0,Champions,1,4,68,1,213.93
332.0,Loyal Customers,1,4,232,1,165.59
333.0,Potential Loyalists,1,4,410,1,120.62
334.0,Potential Loyalists,1,4,543,1,109.5
335.0,Champions,1,4,36,1,183.47
336.0,Loyal Customers,1,4,186,1,175.8
337.0,Lost Customers,1,4,559,1,94.88
338.0,Loyal Customers,1,4,15,1,130.02
339.0,Lost Customers,1,4,633,1,82.73
340.0,Loyal Customers,1,4,185,1,165.72
341.0,Loyal Customers,1,4,189,1,130.17
342.0,Loyal Customers,1,4,144,1,81.01
343.0,Loyal Customers,1,4,366,1,185.16
344.0,Potential Loyalists,1,4,445,1,81.07
345.0,Loyal Customers,1,4,136,1,98.11
346.0,Lost Customers,1,4,715,1,169.34
347.0,Champions,1,4,110,1,198.19
348.0,Lost Customers,1,4,708,1,87.23
349.0,Potential Loyalists,1,4,384,1,179.27
350.0,Loyal Customers,1,4,299,1,116.16
351.0,Lost Customers,1,4,658,1,147.92
352.0,Loyal Customers,1,4,308,1,123.79
353.0,Loyal Customers,1,4,334,1,120.11
354.0,Lost Customers,1,4,631,1,221.56
355.0,Loyal Customers,1,4,214,1,118.97
356.0,Loyal Customers,1,4,295,1,116.73
357.0,Lost Customers,1,4,644,1,133.37
358.0,Potential Loyalists,1,4,499,1,103.18
359.0,Loyal Customers,1,4,9,1,129.86
360.0,Lost Customers,1,4,592,1,111.12
361.0,Loyal Customers,1,4,207,1,80.24
362.0,Potential Loyalists,1,4,391,1,149.68
363.0,Potential Loyalists,1,4,369,1,120.28
364.0,Potential Loyalists,1,4,498,1,106.31
365.0,Potential Loyalists,1,4,548,1,296.52
366.0,Loyal Customers,1,4,26,1,118.23
367.0,Loyal Customers,1,4,216,1,167.57
368.0,Loyal Customers,1,4,15,1,82.84
369.0,Lost Customers,1,4,627,1,112.31
370.0,Loyal Customers,1,4,344,1,129.11
371.0,Loyal Customers,1,4,338,1,136.24
372.0,Champions,1,4,81,1,167.43
373.0,Loyal Customers,1,4,317,1,227.05
374.0,Loyal Customers,1,4,28,1,87.53
375.0,Loyal Customers,1,4,140,1,100.36
376.0,Loyal Customers,1,4,293,1,85.01
377.0,Loyal Customers,1,4,159,1,129.4
378.0,Loyal Customers,1,4,364,1,80.49
379.0,Loyal Customers,1,4,228,1,57.1
380.0,Loyal Customers,1,4,222,1,76.18
381.0,Potential Loyalists,1,4,416,1,148.19
382.0,Lost Customers,1,4,685,1,97.22
383.0,Champions,1,4,64,1,200.82
384.0,Loyal Customers,1,4,172,1,112.12
385.0,Loyal Customers,1,4,30,1,153.82
386.0,Champions,1,4,38,1,180.26
387.0,Lost Customers,1,4,690,1,87.04
388.0,Potential Loyalists,1,4,373,1,88.42
389.0,Loyal Customers,1,4,360,1,193.29
390.0,Loyal Customers,1,4,251,1,106.19
391.0,Lost Customers,1,4,720,1,98.14
392.0,Lost Customers,1,4,555,1,108.6
393.0,Loyal Customers,1,4,82,1,94.93
394.0,Lost Customers,1,4,595,1,54.58
395.0,Loyal Customers,1,4,93,1,125.27
396.0,Loyal Customers,1,4,362,1,85.12
397.0,Lost Customers,1,4,678,1,111.74
398.0,Champions,1,4,91,1,171.12
399.0,Champions,1,4,55,1,175.28
400.0,Loyal Customers,1,4,135,1,97.8
401.0,Loyal Customers,1,4,240,1,72.22
402.0,Potential Loyalists,1,4,411,1,105.57
403.0,Lost Customers,1,4,719,1,104.4
404.0,Loyal Customers,1,4,108,1,102.21
405.0,Lost Customers,1,4,599,1,126.29
406.0,Potential Loyalists,1,4,503,1,224.01
407.0,Champions,1,4,113,1,252.92
408.0,Potential Loyalists,1,4,539,1,114.37
409.0,Loyal Customers,1,4,65,1,161.61
410.0,Loyal Customers,1,4,234,1,189.04
411.0,Potential Loyalists,1,4,422,1,125.96
412.0,Loyal Customers,1,4,9,1,154.61
413.0,Loyal Customers,1,4,161,1,100.98
414.0,Loyal Customers,1,4,26,1,121.84
415.0,Loyal Customers,1,4,315,1,119.01
416.0,Lost Customers,1,4,618,1,64.76
417.0,Champions,1,4,81,1,209.02
418.0,Loyal Customers,1,4,105,1,111.01
419.0,Potential Loyalists,1,4,537,1,62.14
420.0,Lost Customers,1,4,635,1,188.27
421.0,Loyal Customers,1,4,299,1,137.99
422.0,Loyal Customers,1,4,129,1,109.86
423.0,Loyal Customers,1,4,23,1,127.48
424.0,Champions,1,4,130,1,175.15
425.0,Lost Customers,1,4,587,1,112.9
426.0,Lost Customers,1,4,663,1,113.18
427.0,Potential Loyalists,1,4,468,1,77.53
428.0,Loyal Customers,1,4,113,1,74.75
429.0,Lost Customers,1,4,566,1,64.97
430.0,Loyal Customers,1,4,262,1,133.35
431.0,Potential Loyalists,1,4,537,1,119.06
432.0,Loyal Customers,1,4,46,1,146.23
433.0,Potential Loyalists,1,4,502,1,118.53
434.0,Loyal Customers,1,4,285,1,118.44
435.0,Champions,1,4,170,1,169.96
436.0,Loyal Customers,1,4,184,1,136.43
437.0,Potential Loyalists,1,4,515,1,58.31
438.0,Champions,1,4,70,1,179.49
439.0,Potential Loyalists,1,4,523,1,279.59
440.0,Loyal Customers,1,4,186,1,75.38
441.0,Lost Customers,1,4,653,1,75.96
442.0,Loyal Customers,1,4,344,1,161.51
443.0,Potential Loyalists,1,4,437,1,54.77
444.0,Lost Customers,1,4,642,1,184.52
445.0,Potential Loyalists,1,4,387,1,150.17
446.0,Potential Loyalists,1,4,496,1,136.38
447.0,Lost Customers,1,4,616,1,58.87
448.0,Loyal Customers,1,4,331,1,164.18
449.0,Potential Loyalists,1,4,430,1,207.86
450.0,Lost Customers,1,4,583,1,83.48
451.0,Potential Loyalists,1,4,491,1,177.43
452.0,Loyal Customers,1,4,160,1,78.09
453.0,Loyal Customers,1,4,290,1,172.57
454.0,Champions,1,4,100,1,174.08
455.0,Loyal Customers,1,4,353,1,104.68
456.0,Loyal Customers,1,4,68,1,94.57
457.0,Potential Loyalists,1,4,465,1,95.41
458.0,Loyal Customers,1,4,22,1,80.52
459.0,Loyal Customers,1,4,95,1,116.9
460.0,Loyal Customers,1,4,167,1,103.73
461.0,Lost Customers,1,4,611,1,100.28
462.0,Loyal Customers,1,4,319,1,167.96
463.0,Loyal Customers,1,4,270,1,99.39
464.0,Loyal Customers,1,4,76,1,154.36
465.0,Loyal Customers,1,4,134,1,131.8
466.0,Loyal Customers,1,4,8,1,91.74
467.0,Loyal Customers,1,4,194,1,198.62
468.0,Lost Customers,1,4,726,1,110.47
469.0,Potential Loyalists,1,4,391,1,112.06
470.0,Loyal Customers,1,4,3,1,100.96
471.0,Loyal Customers,1,4,275,1,93.65
472.0,Lost Customers,1,4,576,1,85.16
473.0,Loyal Customers,1,4,213,1,196.27
474.0,Potential Loyalists,1,4,379,1,228.01
475.0,Loyal Customers,1,4,6,1,163.14
476.0,Loyal Customers,1,4,280,1,152.52
477.0,Loyal Customers,1,4,230,1,116.29
478.0,Lost Customers,1,4,692,1,159.3
479.0,Lost Customers,1,4,705,1,205.79
480.0,Lost Customers,1,4,697,1,134.15
481.0,Loyal Customers,1,4,236,1,79.01
482.0,Potential Loyalists,1,4,532,1,203.43
483.0,Lost Customers,1,4,686,1,121.91
484.0,Loyal Customers,1,4,35,1,122.57
485.0,Loyal Customers,1,4,328,1,104.6
486.0,Lost Customers,1,4,716,1,155.85
487.0,Loyal Customers,1,4,363,1,119.84
488.0,Loyal Customers,1,4,110,1,161.14
489.0,Lost Customers,1,4,722,1,85.26
490.0,Loyal Customers,1,4,252,1,178.24
491.0,Loyal Customers,1,4,148,1,55.6
492.0,Loyal Customers,1,4,261,1,100.22
493.0,Potential Loyalists,1,4,413,1,121.96
494.0,Potential Loyalists,1,4,421,1,90.79
495.0,Lost Customers,1,4,708,1,98.27
496.0,Loyal Customers,1,4,170,1,127.47
497.0,Potential Loyalists,1,4,505,1,76.47
498.0,Champions,1,4,94,1,171.47
499.0,Loyal Customers,1,4,68,1,161.27
500.0,Loyal Customers,1,4,225,1,209.09
501.0,Loyal Customers,1,4,251,1,86.46
502.0,Loyal Customers,1,4,162,1,106.81
503.0,Potential Loyalists,1,4,373,1,126.85
504.0,Potential Loyalists,1,4,484,1,210.42
505.0,Loyal Customers,1,4,175,1,74.8
506.0,Potential Loyalists,1,4,409,1,156.55
507.0,Potential Loyalists,1,4,485,1,125.08
508.0,Loyal Customers,1,4,13,1,110.64
509.0,Loyal Customers,1,4,250,1,239.44
510.0,Lost Customers,1,4,681,1,50.11
511.0,Loyal Customers,1,4,212,1,186.2
512.0,Potential Loyalists,1,4,430,1,140.39
513.0,Loyal Customers,1,4,249,1,104.5
514.0,Loyal Customers,1,4,261,1,107.97
515.0,Loyal Customers,1,4,328,1,85.33
516.0,Loyal Customers,1,4,361,1,118.58
517.0,Lost Customers,1,4,719,1,85.89
518.0,Loyal Customers,1,4,238,1,250.0
519.0,Potential Loyalists,1,4,379,1,99.19
520.0,Lost Customers,1,4,641,1,86.97
521.0,Loyal Customers,1,4,37,1,121.06
522.0,Loyal Customers,1,4,160,1,63.43
523.0,Lost Customers,1,4,695,1,123.41
524.0,Loyal Customers,1,4,337,1,89.26
525.0,Lost Customers,1,4,553,1,161.31
526.0,Loyal Customers,1,4,198,1,103.72
527.0,Lost Customers,1,4,549,1,142.17
528.0,Loyal Customers,1,4,151,1,97.61
529.0,Loyal Customers,1,4,189,1,116.36
530.0,Lost Customers,1,4,586,1,95.1
531.0,Champions,1,4,121,1,218.29
532.0,Loyal Customers,1,4,222,1,85.85
533.0,Loyal Customers,1,4,362,1,68.88
534.0,Loyal Customers,1,4,317,1,125.77
535.0,Champions,1,4,43,1,166.59
536.0,Lost Customers,1,4,637,1,135.38
537.0,Potential Loyalists,1,4,457,1,142.14
538.0,Lost Customers,1,4,709,1,131.95
539.0,Loyal Customers,1,4,46,1,106.1
540.0,Loyal Customers,1,4,311,1,72.61
541.0,Lost Customers,1,4,572,1,205.37
542.0,Lost Customers,1,4,557,1,67.88
543.0,Loyal Customers,1,4,300,1,146.34
544.0,Lost Customers,1,4,712,1,126.7
545.0,Loyal Customers,1,4,237,1,59.72
546.0,Loyal Customers,1,4,255,1,124.11
547.0,Potential Loyalists,1,4,393,1,187.25
548.0,Lost Customers,1,4,652,1,85.6
549.0,Loyal Customers,1,4,148,1,119.92
550.0,Lost Customers,1,4,629,1,135.57
551.0,Loyal Customers,1,4,38,1,124.93
552.0,Lost Customers,1,4,550,1,93.02
553.0,Lost Customers,1,4,575,1,239.91
554.0,Lost Customers,1,4,637,1,203.65
555.0,Potential Loyalists,1,4,463,1,301.0
556.0,Loyal Customers,1,4,122,1,121.09
557.0,Lost Customers,1,4,612,1,87.92
558.0,Lost Customers,1,4,643,1,95.51
559.0,Lost Customers,1,4,572,1,122.89
560.0,Potential Loyalists,1,4,511,1,148.81
561.0,Loyal Customers,1,4,231,1,67.89
562.0,Potential Loyalists,1,4,406,1,140.85
563.0,Lost Customers,1,4,588,1,176.63
564.0,Loyal Customers,1,4,277,1,133.44
565.0,Potential Loyalists,1,4,412,1,92.09
566.0,Loyal Customers,1,4,139,1,61.06
567.0,Lost Customers,1,4,657,1,103.74
568.0,Loyal Customers,1,4,143,1,128.78
569.0,Lost Customers,1,4,609,1,230.81
570.0,Loyal Customers,1,4,286,1,91.24
571.0,Loyal Customers,1,4,263,1,232.92
572.0,Lost Customers,1,4,624,1,168.44
573.0,Potential Loyalists,1,4,411,1,75.34
574.0,Champions,1,4,128,1,199.88
575.0,Potential Loyalists,1,4,471,1,104.81
576.0,Loyal Customers,1,4,80,1,92.14
577.0,Lost Customers,1,4,666,1,115.59
578.0,Potential Loyalists,1,4,440,1,193.51
579.0,Loyal Customers,1,4,182,1,140.22
580.0,Loyal Customers,1,4,189,1,143.66
581.0,Potential Loyalists,1,4,397,1,139.97
582.0,Loyal Customers,1,4,189,1,92.19
583.0,Potential Loyalists,1,4,546,1,90.07
584.0,Loyal Customers,1,4,273,1,80.53
585.0,Loyal Customers,1,4,276,1,195.51
586.0,Potential Loyalists,1,4,502,1,131.28
587.0,Lost Customers,1,4,701,1,188.18
588.0,Loyal Customers,1,4,114,1,124.69
