customer_id,Segment,Cluster,RFM_Score,recency,frequency,monetary
12516,Potential Loyalists,1,4,21,4,62.25
12517,Potential Loyalists,1,4,219,3,132.6
12518,Potential Loyalists,1,4,147,7,195.3
12519,Potential Loyalists,1,4,51,4,45.75
12520,At Risk,1,4,608,3,23.340000000000003
12521,Loyal Customers,1,4,53,6,90.45
12522,Loyal Customers,1,4,8,6,65.3
12523,At Risk,1,4,393,7,41.699999999999996
12524,Potential Loyalists,1,4,12,5,38.69
12525,Potential Loyalists,1,4,1,3,23.44
12526,Potential Loyalists,1,4,103,4,45.95
12527,Champions,1,4,26,5,153.03
12528,Lost Customers,1,4,705,1,6.6
12529,Potential Loyalists,1,4,2,3,73.86
12530,At Risk,1,4,450,3,55.14
12531,Lost Customers,1,4,428,1,5.1
12532,Champions,1,4,38,5,357.55
12534,At Risk,1,4,306,3,23.849999999999998
12535,Potential Loyalists,1,4,118,1,3.3
12536,Potential Loyalists,1,4,86,4,28.3
12537,At Risk,1,4,494,2,111.3
12538,Potential Loyalists,1,4,91,5,100.72999999999999
12539,Potential Loyalists,1,4,204,5,106.03
12540,Potential Loyalists,1,4,58,3,21.79
12541,Potential Loyalists,1,4,126,3,202.5
12542,Champions,1,4,42,5,305.1
12543,Potential Loyalists,1,4,210,6,307.1
12544,At Risk,1,4,228,3,14.540000000000001
12546,At Risk,1,4,284,3,39.89
12547,Potential Loyalists,1,4,185,6,171.5
12548,Potential Loyalists,1,4,50,5,29.25
12549,At Risk,1,4,263,4,83.14
12550,Potential Loyalists,1,4,43,3,62.49
12551,Potential Loyalists,1,4,77,3,192.3
12552,Potential Loyalists,1,4,72,4,156.75
12553,Potential Loyalists,1,4,28,4,20.1
12554,Potential Loyalists,1,4,151,7,45.33
12555,Potential Loyalists,1,4,142,3,36.94
12556,Potential Loyalists,1,4,52,4,56.5
12557,At Risk,1,4,292,5,277.8
12558,Potential Loyalists,1,4,10,5,58.05
12559,Loyal Customers,1,4,101,6,271.05
12560,Champions,1,4,9,5,422.1
12561,Champions,1,4,18,7,214.29
12562,Potential Loyalists,1,4,108,3,29.849999999999998
12563,At Risk,1,4,282,4,101.8
12564,Loyal Customers,1,4,73,7,51.9
12565,Potential Loyalists,1,4,51,3,21.08
12566,Loyal Customers,1,4,6,9,42.35
12567,At Risk,1,4,343,3,17.21
12568,Lost Customers,1,4,555,1,153.0
12569,Potential Loyalists,1,4,79,4,37.99
12570,Potential Loyalists,1,4,97,5,51.92
12571,Potential Loyalists,1,4,91,3,81.0
12572,At Risk,1,4,284,5,14.9
12573,Loyal Customers,1,4,4,8,72.55
12574,Potential Loyalists,1,4,98,5,51.53
12575,Loyal Customers,1,4,91,7,275.18
12577,Champions,1,4,13,6,263.2
12578,Potential Loyalists,1,4,0,3,112.39999999999999
12579,Potential Loyalists,1,4,70,4,20.69
12580,Champions,1,4,10,7,181.24
12581,Loyal Customers,1,4,84,8,392.03
12582,Potential Loyalists,1,4,53,3,30.45
12583,Loyal Customers,1,4,17,6,115.65
12584,At Risk,1,4,269,3,94.35
12585,Champions,1,4,38,6,334.05
12586,Loyal Customers,1,4,40,9,78.11
12587,Champions,1,4,41,7,141.1
12588,At Risk,1,4,230,2,29.700000000000003
12589,Loyal Customers,1,4,35,8,75.13
12590,Potential Loyalists,1,4,171,4,176.75
12591,Potential Loyalists,1,4,121,7,49.5
12592,Potential Loyalists,1,4,196,4,53.25
12593,Potential Loyalists,1,4,71,1,29.7
12594,Potential Loyalists,1,4,133,4,150.15
12596,Potential Loyalists,1,4,28,3,47.7
12597,Potential Loyalists,1,4,140,6,27.45
12598,Loyal Customers,1,4,58,6,36.84
12599,Potential Loyalists,1,4,181,3,128.29
12600,At Risk,1,4,331,2,7.31
12601,At Risk,1,4,413,4,116.7
12602,Potential Loyalists,1,4,133,5,67.25
12603,Potential Loyalists,1,4,45,4,109.35
12604,Potential Loyalists,1,4,160,6,155.75
12605,Potential Loyalists,1,4,120,5,142.25
12606,Potential Loyalists,1,4,145,9,279.7
12607,Lost Customers,1,4,447,1,3.9
12608,Potential Loyalists,1,4,14,4,69.95
12609,Potential Loyalists,1,4,148,4,15.129999999999999
12610,Potential Loyalists,1,4,127,4,34.85
12611,At Risk,1,4,250,4,97.45
12612,Potential Loyalists,1,4,190,3,14.350000000000001
12613,At Risk,1,4,237,4,72.05
12614,Potential Loyalists,1,4,170,3,73.44
12615,Potential Loyalists,1,4,85,4,42.4
12616,Potential Loyalists,1,4,38,4,53.68
12617,Potential Loyalists,1,4,119,4,77.74
12618,Loyal Customers,1,4,10,8,54.72
12619,Potential Loyalists,1,4,69,3,19.1
12620,Loyal Customers,1,4,78,7,289.89
12621,Potential Loyalists,1,4,89,4,19.599999999999998
12622,Potential Loyalists,1,4,20,3,7.5
12623,Potential Loyalists,1,4,178,4,81.63
12624,Potential Loyalists,1,4,74,3,24.75
12626,Potential Loyalists,1,4,48,4,43.96
12627,Potential Loyalists,1,4,149,2,45.900000000000006
12628,Potential Loyalists,1,4,166,5,65.95
12629,Loyal Customers,1,4,74,7,95.14
12630,At Risk,1,4,243,2,17.6
12631,At Risk,1,4,364,6,120.78999999999999
12632,Potential Loyalists,1,4,103,2,10.05
12633,Potential Loyalists,1,4,76,4,75.63
12634,Potential Loyalists,1,4,169,2,8.850000000000001
12635,Potential Loyalists,1,4,209,2,222.76
12636,Potential Loyalists,1,4,168,5,181.45
12637,Potential Loyalists,1,4,227,1,3.38
12638,New Customers,1,4,10,1,4.95
12639,Loyal Customers,1,4,13,9,40.52
12640,Loyal Customers,1,4,55,10,277.95
12641,Potential Loyalists,1,4,112,3,23.1
12642,Potential Loyalists,1,4,194,2,17.7
12643,Potential Loyalists,1,4,87,3,50.85
12644,Potential Loyalists,1,4,8,3,25.95
12645,Potential Loyalists,1,4,3,4,78.75999999999999
12646,Loyal Customers,1,4,17,6,34.57
12647,Potential Loyalists,1,4,186,5,275.25
12649,Potential Loyalists,1,4,109,2,38.95
12650,Potential Loyalists,1,4,78,2,111.3
12651,Potential Loyalists,1,4,70,3,64.5
12652,Potential Loyalists,1,4,164,6,78.69999999999999
12653,Loyal Customers,1,4,72,7,188.24
12654,Potential Loyalists,1,4,20,4,9.1
12655,Potential Loyalists,1,4,53,3,141.0
12656,Potential Loyalists,1,4,123,6,104.23
12657,Loyal Customers,1,4,40,10,105.34
12658,Loyal Customers,1,4,50,6,454.89
12659,Potential Loyalists,1,4,196,4,52.8
12660,At Risk,1,4,578,2,10.450000000000001
12661,Potential Loyalists,1,4,47,4,46.24
12662,At Risk,1,4,239,5,49.6
12663,Potential Loyalists,1,4,97,4,91.88
12664,Potential Loyalists,1,4,57,5,93.03
12665,Potential Loyalists,1,4,37,3,39.9
12666,Champions,1,4,19,12,171.8
12667,Loyal Customers,1,4,35,7,83.45
12668,Potential Loyalists,1,4,5,4,103.3
12669,Potential Loyalists,1,4,39,4,57.45
12670,Loyal Customers,1,4,10,6,56.519999999999996
12671,Potential Loyalists,1,4,172,4,91.9
12672,At Risk,1,4,274,3,39.54
12673,Loyal Customers,1,4,101,7,203.55
12674,Loyal Customers,1,4,8,6,113.58999999999999
12675,Lost Customers,1,4,623,1,18.0
12676,At Risk,1,4,503,3,37.65
12677,Potential Loyalists,1,4,140,6,70.39
12678,At Risk,1,4,254,5,91.1
12679,Loyal Customers,1,4,17,6,77.98
12680,Lost Customers,1,4,252,1,3.3
12681,Potential Loyalists,1,4,131,3,187.45
12682,Potential Loyalists,1,4,133,3,23.6
12683,At Risk,1,4,325,5,52.35
12684,At Risk,1,4,437,3,49.8
12685,Potential Loyalists,1,4,22,3,20.8
12686,Potential Loyalists,1,4,87,2,3.5
12687,At Risk,1,4,316,9,160.36
12688,At Risk,1,4,230,2,9.71
12689,Potential Loyalists,1,4,62,2,4.050000000000001
12690,Loyal Customers,1,4,46,6,78.6
12691,At Risk,1,4,439,4,48.19
12692,Loyal Customers,1,4,59,7,158.25
12693,Loyal Customers,1,4,36,7,34.28
12694,Champions,1,4,14,5,320.7
12695,Potential Loyalists,1,4,48,5,101.8
12696,Potential Loyalists,1,4,140,6,46.919999999999995
12697,Loyal Customers,1,4,76,9,112.18
12698,Potential Loyalists,1,4,213,5,145.75
12699,Potential Loyalists,1,4,49,3,20.65
12700,Potential Loyalists,1,4,218,5,34.54
12701,Lost Customers,1,4,255,1,15.3
12702,At Risk,1,4,266,4,84.6
12703,At Risk,1,4,345,5,42.68
12704,At Risk,1,4,274,3,25.73
12705,Potential Loyalists,1,4,212,5,41.64
12706,At Risk,1,4,292,5,70.94
12707,Potential Loyalists,1,4,77,3,34.04
12708,Potential Loyalists,1,4,124,3,62.449999999999996
12709,Loyal Customers,1,4,67,7,211.6
12710,Potential Loyalists,1,4,115,5,199.35
12711,Lost Customers,1,4,494,1,51.0
12712,Champions,1,4,21,7,180.6
12713,At Risk,1,4,318,6,236.8
12714,Loyal Customers,1,4,104,7,362.44
12715,Champions,1,4,45,9,162.0
12716,At Risk,1,4,252,3,433.8
12717,Potential Loyalists,1,4,184,3,84.3
12719,Potential Loyalists,1,4,20,4,13.379999999999999
12720,Potential Loyalists,1,4,85,3,152.1
12721,Potential Loyalists,1,4,43,2,11.85
12722,Potential Loyalists,1,4,59,4,20.439999999999998
12723,Potential Loyalists,1,4,200,5,41.39
12724,Potential Loyalists,1,4,183,3,25.38
12725,Potential Loyalists,1,4,177,4,24.79
12726,At Risk,1,4,277,3,36.5
12727,Potential Loyalists,1,4,5,5,32.58
12728,At Risk,1,4,398,4,233.4
12729,Potential Loyalists,1,4,158,8,96.71000000000001
12730,Potential Loyalists,1,4,50,5,35.699999999999996
12731,Potential Loyalists,1,4,197,6,49.81
12732,At Risk,1,4,515,2,14.44
12733,Potential Loyalists,1,4,28,4,31.99
12734,Potential Loyalists,1,4,5,5,18.38
12735,At Risk,1,4,344,4,49.8
12736,Potential Loyalists,1,4,127,4,51.85
12737,Loyal Customers,1,4,24,7,45.25
12738,Loyal Customers,1,4,54,6,96.3
12739,Potential Loyalists,1,4,191,3,33.79
12740,Potential Loyalists,1,4,145,4,84.75
12741,Potential Loyalists,1,4,58,3,29.700000000000003
12742,Loyal Customers,1,4,27,8,81.9
12743,Loyal Customers,1,4,104,9,176.08
12744,Champions,1,4,25,7,167.35
12745,Lost Customers,1,4,347,1,17.7
12746,Potential Loyalists,1,4,113,4,5.59
12747,Potential Loyalists,1,4,172,5,151.28
12748,Potential Loyalists,1,4,3,3,43.35
12749,Potential Loyalists,1,4,15,3,89.3
12750,Potential Loyalists,1,4,160,5,77.58999999999999
12751,Potential Loyalists,1,4,24,5,112.75
12752,Potential Loyalists,1,4,77,2,7.15
12753,Loyal Customers,1,4,92,6,80.28
12754,Potential Loyalists,1,4,80,3,4.789999999999999
12755,Potential Loyalists,1,4,119,4,13.8
12756,Champions,1,4,8,6,165.0
12757,At Risk,1,4,278,6,256.74
12758,Potential Loyalists,1,4,96,5,38.26
12759,Potential Loyalists,1,4,201,5,40.4
12760,At Risk,1,4,248,3,19.69
12761,At Risk,1,4,233,2,6.25
12762,Potential Loyalists,1,4,179,4,123.45
12763,Potential Loyalists,1,4,38,4,25.740000000000002
12764,At Risk,1,4,257,2,31.39
12765,Potential Loyalists,1,4,104,1,153.0
12766,Potential Loyalists,1,4,59,4,44.800000000000004
12767,At Risk,1,4,641,3,126.66
12768,At Risk,1,4,344,3,11.629999999999999
12769,At Risk,1,4,252,4,130.8
12770,At Risk,1,4,452,2,23.5
12771,Potential Loyalists,1,4,65,4,18.349999999999998
12772,Champions,1,4,0,5,187.59
12773,At Risk,1,4,293,6,133.39
12774,Loyal Customers,1,4,91,9,74.55
12775,Potential Loyalists,1,4,143,4,14.2
12776,Potential Loyalists,1,4,79,3,29.18
12777,Champions,1,4,11,4,463.46
12778,Loyal Customers,1,4,61,6,64.28
12779,Potential Loyalists,1,4,95,3,39.63
12780,Loyal Customers,1,4,107,8,309.55
12781,Potential Loyalists,1,4,162,4,27.950000000000003
12782,At Risk,1,4,246,6,54.79
12783,At Risk,1,4,268,5,178.14999999999998
12784,Potential Loyalists,1,4,20,5,106.05
12785,Potential Loyalists,1,4,109,4,107.7
12786,At Risk,1,4,228,6,55.910000000000004
12787,Champions,1,4,16,4,123.85
12788,Loyal Customers,1,4,63,6,69.93
12789,Loyal Customers,1,4,24,6,91.95
12790,Potential Loyalists,1,4,121,8,102.63
12791,Lost Customers,1,4,322,1,4.95
12792,Potential Loyalists,1,4,77,3,48.25
12793,Loyal Customers,1,4,108,6,39.89
12794,At Risk,1,4,238,3,20.4
12795,At Risk,1,4,258,4,32.95
12796,Loyal Customers,1,4,64,9,63.7
12797,Potential Loyalists,1,4,216,5,55.540000000000006
12798,At Risk,1,4,268,5,62.35
12799,Potential Loyalists,1,4,91,2,8.48
12800,Potential Loyalists,1,4,128,2,14.850000000000001
12801,Potential Loyalists,1,4,65,5,77.18
12802,At Risk,1,4,292,3,58.5
12803,Potential Loyalists,1,4,45,4,67.5
12804,Potential Loyalists,1,4,227,5,139.45
12805,At Risk,1,4,325,6,155.7
12806,Potential Loyalists,1,4,121,2,30.25
12807,Loyal Customers,1,4,54,6,73.53
12808,Potential Loyalists,1,4,17,3,28.58
12809,Potential Loyalists,1,4,74,4,68.05
12810,Potential Loyalists,1,4,106,3,52.65
12811,Loyal Customers,1,4,37,6,65.48
12812,Potential Loyalists,1,4,52,4,43.45
12813,Loyal Customers,1,4,10,7,107.85
12814,Potential Loyalists,1,4,154,4,58.16
12816,Loyal Customers,1,4,99,7,51.99
12817,Lost Customers,1,4,473,1,29.7
12818,At Risk,1,4,287,7,90.88
12819,Loyal Customers,1,4,87,6,64.15
12820,Potential Loyalists,1,4,55,1,2.95
12821,Loyal Customers,1,4,107,7,74.43
12822,Potential Loyalists,1,4,51,3,132.6
12823,Potential Loyalists,1,4,32,4,25.95
12824,Potential Loyalists,1,4,35,2,15.8
12825,Champions,1,4,18,8,152.08
12826,Potential Loyalists,1,4,23,4,20.8
12827,Potential Loyalists,1,4,39,3,32.75
12828,Potential Loyalists,1,4,23,5,41.5
12829,Potential Loyalists,1,4,53,5,211.99
12830,Champions,1,4,0,6,155.38
12831,Potential Loyalists,1,4,132,2,12.850000000000001
12832,At Risk,1,4,472,2,29.4
12833,At Risk,1,4,345,5,61.68
12834,Loyal Customers,1,4,49,8,76.3
12835,Potential Loyalists,1,4,30,4,50.35
12836,Potential Loyalists,1,4,30,5,75.98
12837,Potential Loyalists,1,4,137,4,30.099999999999998
12838,At Risk,1,4,275,3,50.59
12839,Potential Loyalists,1,4,148,6,208.65
12840,Potential Loyalists,1,4,28,4,66.08
12841,Champions,1,4,43,5,313.14
12842,At Risk,1,4,238,4,41.1
12843,Potential Loyalists,1,4,65,5,84.74
12844,Potential Loyalists,1,4,55,4,41.650000000000006
12845,Potential Loyalists,1,4,122,3,187.05
12846,New Customers,1,4,0,1,18.0
12847,Potential Loyalists,1,4,183,4,80.25
12848,Potential Loyalists,1,4,55,2,61.35
12849,Potential Loyalists,1,4,89,3,15.15
12850,Potential Loyalists,1,4,60,3,157.2
12851,At Risk,1,4,295,4,49.85
12852,Potential Loyalists,1,4,104,3,25.3
12853,Potential Loyalists,1,4,128,5,83.4
12854,Potential Loyalists,1,4,47,2,11.0
12855,At Risk,1,4,491,3,28.05
12856,Potential Loyalists,1,4,133,2,66.0
12857,Potential Loyalists,1,4,187,1,17.7
12858,Champions,1,4,11,5,128.05
12859,Potential Loyalists,1,4,149,1,432.0
12860,Champions,1,4,25,12,271.18
12861,Potential Loyalists,1,4,24,4,31.51
12862,Potential Loyalists,1,4,162,8,174.3
12863,Loyal Customers,1,4,96,6,329.25
12864,Loyal Customers,1,4,12,7,74.58
12865,Potential Loyalists,1,4,152,3,37.95
12866,Potential Loyalists,1,4,82,2,79.68
12867,Champions,1,4,26,9,188.18
12868,Potential Loyalists,1,4,87,3,17.45
12869,Potential Loyalists,1,4,51,3,38.05
12870,At Risk,1,4,453,2,59.4
12871,At Risk,1,4,308,4,75.60000000000001
12872,Loyal Customers,1,4,41,6,69.69
12873,Champions,1,4,29,10,281.45
12874,At Risk,1,4,310,4,28.240000000000002
12875,Potential Loyalists,1,4,4,3,39.9
12876,Loyal Customers,1,4,66,6,43.839999999999996
12877,At Risk,1,4,274,2,17.85
12878,Potential Loyalists,1,4,13,4,52.65
12879,Potential Loyalists,1,4,19,4,19.1
12880,Potential Loyalists,1,4,46,2,30.45
12881,At Risk,1,4,521,5,134.15
12882,Potential Loyalists,1,4,105,4,79.80000000000001
12883,Potential Loyalists,1,4,61,3,57.599999999999994
12884,Potential Loyalists,1,4,140,2,16.75
12885,Potential Loyalists,1,4,189,3,8.879999999999999
12886,Potential Loyalists,1,4,74,5,141.74
12887,At Risk,1,4,238,4,100.35
12888,Potential Loyalists,1,4,16,5,45.25
12889,Potential Loyalists,1,4,57,4,23.93
12890,Potential Loyalists,1,4,222,2,14.44
12891,Potential Loyalists,1,4,139,4,74.35
12892,At Risk,1,4,311,3,31.95
12893,Loyal Customers,1,4,59,6,58.3
12894,Potential Loyalists,1,4,140,3,29.700000000000003
12895,Loyal Customers,1,4,35,7,54.98
12896,At Risk,1,4,306,3,65.4
12897,At Risk,1,4,516,2,5.85
12898,Potential Loyalists,1,4,16,4,36.79
12899,Potential Loyalists,1,4,79,1,2.95
12900,At Risk,1,4,256,3,48.25
12901,Potential Loyalists,1,4,147,6,68.02
12902,Potential Loyalists,1,4,166,5,39.55
12903,Potential Loyalists,1,4,221,1,9.9
12904,At Risk,1,4,266,5,72.85
12905,Potential Loyalists,1,4,99,2,10.14
12906,Potential Loyalists,1,4,62,2,38.2
12907,At Risk,1,4,234,3,8.9
12908,Potential Loyalists,1,4,206,7,54.1
12909,Loyal Customers,1,4,56,7,237.5
12910,At Risk,1,4,326,4,13.350000000000001
12911,Champions,1,4,44,7,181.47
12912,Potential Loyalists,1,4,168,4,160.35
12913,Loyal Customers,1,4,48,6,72.44
12914,Loyal Customers,1,4,116,6,70.05
12915,Champions,1,4,32,9,281.90000000000003
12916,Loyal Customers,1,4,67,8,514.85
12917,At Risk,1,4,242,3,165.85
12918,Loyal Customers,1,4,85,7,74.17
12919,Potential Loyalists,1,4,213,5,46.8
12920,Potential Loyalists,1,4,129,12,123.66
12921,At Risk,1,4,243,6,192.2
12922,Loyal Customers,1,4,85,7,69.05
12923,At Risk,1,4,265,4,392.7
12924,Lost Customers,1,4,341,1,72.0
12925,Potential Loyalists,1,4,141,4,39.99
12926,Potential Loyalists,1,4,11,4,42.300000000000004
12927,Potential Loyalists,1,4,190,6,62.8
12928,At Risk,1,4,243,3,93.6
12929,At Risk,1,4,503,3,67.66
12930,Loyal Customers,1,4,62,6,173.15
12931,At Risk,1,4,235,7,131.22
12932,At Risk,1,4,410,6,63.75
12933,Potential Loyalists,1,4,121,6,35.28
12934,Potential Loyalists,1,4,18,4,78.75
12935,Champions,1,4,2,7,361.15
12936,Potential Loyalists,1,4,43,4,99.75
12937,At Risk,1,4,259,5,76.74
12938,At Risk,1,4,335,3,15.0
12939,Potential Loyalists,1,4,10,4,70.05
12940,Potential Loyalists,1,4,39,2,8.45
12941,Potential Loyalists,1,4,196,6,40.6
12942,Potential Loyalists,1,4,84,5,103.92
12943,Potential Loyalists,1,4,70,3,100.8
12944,At Risk,1,4,262,2,13.3
12945,Champions,1,4,18,9,256.95
12946,Potential Loyalists,1,4,199,6,65.9
12947,Potential Loyalists,1,4,70,4,98.4
12948,Champions,1,4,13,9,268.5
12949,Potential Loyalists,1,4,9,5,44.67
12950,Potential Loyalists,1,4,42,5,71.01
12951,Champions,1,4,48,6,162.56
12952,Loyal Customers,1,4,1,6,66.42999999999999
12953,Potential Loyalists,1,4,65,5,55.2
12954,Potential Loyalists,1,4,217,3,120.09
12955,At Risk,1,4,533,3,25.35
12956,Loyal Customers,1,4,95,6,151.5
12957,Loyal Customers,1,4,85,10,49.81
12958,Potential Loyalists,1,4,102,5,30.2
12959,Potential Loyalists,1,4,172,5,75.15
12960,Loyal Customers,1,4,73,6,43.58
