campaign_id,date,impressions,clicks,conversions,spend,revenue_generated
4,2022-03-10,9970,204,9,139.0,505.5
4,2022-03-11,21853,1052,31,157.75,1586.65
4,2022-03-12,11412,414,34,170.1,3835.19
4,2022-03-13,28948,408,32,166.91,3000.49
4,2022-03-14,15054,334,11,151.36,710.57
4,2022-03-15,11014,151,5,132.52,415.63
4,2022-03-16,17596,337,28,124.85,2685.4
4,2022-03-17,21515,337,7,147.52,560.62
4,2022-03-18,28979,320,26,178.47,2974.24
4,2022-03-19,22640,823,50,182.39,6881.45
4,2022-03-20,27390,1263,67,168.27,9551.59
4,2022-03-21,25277,981,77,161.6,9159.08
4,2022-03-22,14051,168,7,154.06,834.02
4,2022-03-23,21473,891,88,159.77,9008.33
4,2022-03-24,19866,985,70,133.98,10238.68
4,2022-03-25,15606,616,51,124.15,5717.64
4,2022-03-26,15939,476,16,169.35,1326.85
4,2022-03-27,20357,915,56,179.12,6352.6
4,2022-03-28,16326,199,4,157.35,506.25
4,2022-03-29,13728,623,22,128.19,2553.08
4,2022-03-30,24304,1151,94,133.74,12840.47
4,2022-03-31,10878,116,4,138.98,496.67
4,2022-04-01,19938,488,28,139.73,4173.63
4,2022-04-02,13377,453,43,160.61,4147.02
4,2022-04-03,28459,748,50,151.2,7395.89
4,2022-04-04,9435,337,9,175.72,951.38
4,2022-04-05,21782,1086,94,137.72,7587.83
4,2022-04-06,11616,383,11,128.12,1396.01
4,2022-04-07,21569,442,29,148.21,1989.17
4,2022-04-08,32177,951,81,169.94,11042.76
4,2022-04-09,21967,993,79,166.27,9852.53
4,2022-04-10,19026,318,29,165.79,2898.62
5,2021-10-08,149445,4776,433,869.28,59414.62
5,2021-10-09,44865,588,43,761.59,3798.99
5,2021-10-10,139357,5909,221,1021.75,15901.18
5,2021-10-11,83201,2454,209,1081.32,25817.86
5,2021-10-12,172225,3489,321,883.95,22312.48
5,2021-10-13,89458,2723,56,932.64,3247.77
5,2021-10-14,51154,2032,88,963.33,12941.96
5,2021-10-15,144176,6640,589,809.22,43677.04
5,2021-10-16,179376,5412,182,920.95,13454.12
5,2021-10-17,88918,3714,123,1085.82,7171.15
5,2021-10-18,140917,3088,116,729.94,14540.84
5,2021-10-19,209126,6651,466,1052.28,41797.9
5,2021-10-20,153984,3328,282,1019.52,26132.57
5,2021-10-21,83919,3074,264,869.48,23589.33
5,2021-10-22,46948,874,55,738.65,5055.53
5,2021-10-23,134752,6052,126,968.91,8839.83
5,2021-10-24,156454,2554,123,884.21,10704.17
5,2021-10-25,104782,1534,59,725.22,3291.0
5,2021-10-26,58698,1900,169,742.21,15862.71
5,2021-10-27,54870,1358,55,737.09,4900.76
5,2021-10-28,105488,1955,83,745.97,7232.72
5,2021-10-29,60480,1194,111,791.57,13218.97
5,2021-10-30,108422,2141,169,1044.43,23681.53
5,2021-10-31,191456,8000,544,981.17,62325.61
5,2021-11-01,154290,4407,96,919.86,12816.99
5,2021-11-02,139405,2411,175,862.01,9040.89
5,2021-11-03,132513,5053,293,915.53,23537.62
5,2021-11-04,103744,3766,173,927.87,12125.23
5,2021-11-05,48201,622,29,922.83,1486.07
5,2021-11-06,105770,1756,119,859.8,12041.32
5,2021-11-07,164885,5640,462,1041.63,53063.83
5,2021-11-08,113663,3598,121,856.58,17180.47
5,2021-11-09,107149,3754,95,726.66,9565.64
5,2021-11-10,106058,2510,174,820.32,13770.78
5,2021-11-11,120018,1333,98,979.51,10477.2
5,2021-11-12,158855,6671,438,820.51,35136.44
5,2021-11-13,76455,3045,84,1023.27,7328.26
5,2021-11-14,150694,2852,65,899.0,8749.3
5,2021-11-15,76137,2651,96,1048.4,5644.89
5,2021-11-16,179069,8120,473,897.4,63004.04
5,2021-11-17,157632,4276,358,1053.58,27320.86
5,2021-11-18,170296,1836,42,991.8,3622.69
5,2021-11-19,189617,8107,251,1059.63,21983.46
5,2021-11-20,167044,6546,467,1016.81,30105.23
5,2021-11-21,108152,3622,336,878.48,41383.31
5,2021-11-22,94695,2924,179,817.37,10211.42
5,2021-11-23,55592,1004,49,1012.22,3675.58
5,2021-11-24,88529,3139,127,1065.03,9527.97
5,2021-11-25,46334,1135,60,736.66,6955.55
5,2021-11-26,79606,1339,105,843.44,7659.2
5,2021-11-27,119807,5410,285,991.11,37564.39
5,2021-11-28,99521,1131,100,870.27,13635.84
6,2021-12-09,508655,20903,1181,3041.93,130669.37
6,2021-12-10,204745,7370,498,3476.84,25082.15
6,2021-12-11,615880,25404,1640,3443.34,123173.93
6,2021-12-12,270375,4709,95,2674.91,4863.7
6,2021-12-13,334442,12455,570,2685.33,50391.04
6,2021-12-14,223393,7050,469,3250.41,44003.38
6,2021-12-15,174848,2651,172,3137.32,14825.54
6,2021-12-16,188499,9150,239,3100.68,16300.29
6,2021-12-17,174412,7680,296,3153.64,16080.8
6,2021-12-18,292869,3559,212,3517.4,23390.64
6,2021-12-19,232879,3719,160,2893.27,15880.68
6,2021-12-20,547546,24564,984,3533.23,87227.85
6,2021-12-21,221557,5240,314,3595.64,24891.36
7,2021-05-01,30362,619,47,486.32,6090.61
7,2021-05-02,114723,4502,399,639.25,57711.99
7,2021-05-03,72947,3032,73,480.83,6858.1
7,2021-05-04,92067,3558,237,487.87,33977.92
7,2021-05-05,26539,1145,60,521.66,4592.62
7,2021-05-06,98543,1399,95,696.21,5703.5
7,2021-05-07,100736,3453,331,687.18,37191.19
7,2021-05-08,96715,1537,67,553.06,5384.07
7,2021-05-09,97913,4009,101,671.66,12051.43
7,2021-05-10,48763,1098,44,624.18,6072.05
7,2021-05-11,53732,2615,176,478.59,10843.82
7,2021-05-12,71016,2177,83,554.56,11259.02
7,2021-05-13,41870,1757,117,647.28,14423.36
7,2021-05-14,35142,890,64,500.14,9291.55
7,2021-05-15,59832,2879,160,520.21,14337.61
7,2021-05-16,103784,3060,274,698.77,21032.35
7,2021-05-17,63335,850,83,510.1,9470.97
7,2021-05-18,52558,1379,51,589.12,6434.01
7,2021-05-19,73250,1195,32,533.11,3080.15
7,2021-05-20,84584,3507,87,624.32,4552.62
7,2021-05-21,39288,1938,167,645.43,18715.28
7,2021-05-22,119794,4344,197,692.23,21458.56
7,2021-05-23,55348,1700,149,597.65,21850.58
7,2021-05-24,109979,3373,249,571.56,19217.82
7,2021-05-25,133488,4901,444,687.64,54744.95
7,2021-05-26,50274,1955,167,508.09,16355.47
7,2021-05-27,70935,2782,269,692.12,31944.49
7,2021-05-28,122448,1779,172,617.74,19061.42
7,2021-05-29,37283,1750,111,650.69,12158.85
7,2021-05-30,63203,3032,273,541.65,29401.6
7,2021-05-31,89395,4211,130,503.6,14355.5
7,2021-06-01,39987,1335,114,697.23,15324.02
7,2021-06-02,69509,2967,134,558.31,7111.1
7,2021-06-03,61650,1427,32,614.11,3461.65
7,2021-06-04,107727,4786,102,558.24,13433.89
7,2021-06-05,84471,2719,184,555.16,14275.58
7,2021-06-06,40455,1631,42,513.08,4497.18
8,2022-07-22,156099,4667,236,881.88,12435.28
8,2022-07-23,109204,5259,416,779.26,33151.4
8,2022-07-24,165569,5241,404,995.51,21794.93
8,2022-07-25,203931,2435,236,1037.98,30157.64
8,2022-07-26,185100,7840,415,1085.2,41206.38
8,2022-07-27,79922,1528,111,1030.55,16029.73
8,2022-07-28,188352,5566,169,949.93,9556.06
8,2022-07-29,104539,5163,472,777.6,31674.55
8,2022-07-30,88360,2024,62,866.69,6132.52
8,2022-07-31,187287,6912,420,960.95,59669.0
8,2022-08-01,119256,4982,281,1074.01,38804.94
8,2022-08-02,74909,1582,83,1127.03,9231.61
8,2022-08-03,109657,4660,183,981.51,16071.16
8,2022-08-04,99398,2910,100,1011.41,7873.62
8,2022-08-05,90295,2163,129,970.11,12197.54
8,2022-08-06,128423,3639,112,941.45,6873.99
8,2022-08-07,89874,3877,378,1072.23,32180.41
8,2022-08-08,41945,905,88,796.29,5211.62
8,2022-08-09,122571,3543,212,796.96,27026.33
8,2022-08-10,88434,1538,75,840.06,11191.15
8,2022-08-11,76913,3396,218,769.71,19337.43
8,2022-08-12,75783,816,58,846.79,3796.04
8,2022-08-13,117169,3927,288,827.27,40392.36
8,2022-08-14,100624,2670,213,792.16,19809.85
8,2022-08-15,147071,3798,115,795.71,13608.84
8,2022-08-16,142336,1682,151,996.47,19171.3
8,2022-08-17,74644,1529,39,874.94,5015.82
8,2022-08-18,121747,1774,134,764.33,15555.2
8,2022-08-19,142552,6187,217,892.36,26044.78
8,2022-08-20,148662,7243,388,912.16,56542.21
8,2022-08-21,107520,1781,135,935.72,17177.57
8,2022-08-22,152767,2875,194,912.04,18185.79
8,2022-08-23,97918,1026,66,805.28,9281.19
8,2022-08-24,75360,1835,79,990.82,5723.66
8,2022-08-25,147493,1817,152,1037.52,22155.09
8,2022-08-26,97785,2273,106,947.81,10846.33
8,2022-08-27,99589,1627,33,990.21,3530.04
8,2022-08-28,49604,1427,114,892.54,16278.57
8,2022-08-29,152087,2995,154,876.33,8425.43
8,2022-08-30,63332,2977,172,811.55,19848.79
8,2022-08-31,140876,5647,346,817.65,34740.61
8,2022-09-01,176017,1908,127,1054.2,11601.64
8,2022-09-02,57349,1005,53,1089.09,6436.13
8,2022-09-03,157726,5478,331,1117.95,44057.38
8,2022-09-04,97399,3890,211,834.82,18501.86
8,2022-09-05,180266,8929,282,1117.52,27298.73
9,2021-07-26,59282,1726,41,719.41,3735.26
9,2021-07-27,73815,873,35,518.12,2567.17
9,2021-07-28,85816,908,61,494.53,5914.01
9,2021-07-29,71933,3381,337,590.31,46796.68
9,2021-07-30,62968,1313,36,701.27,3778.34
9,2021-07-31,120950,4973,433,634.88,43534.84
9,2021-08-01,72622,3620,326,555.02,41387.57
9,2021-08-02,40870,1070,79,519.0,6857.61
9,2021-08-03,102727,3930,362,558.89,29811.06
9,2021-08-04,67709,3316,134,513.99,7196.83
9,2021-08-05,66077,2044,202,661.07,29185.65
9,2021-08-06,62275,1718,47,519.22,5797.48
9,2021-08-07,92140,3778,108,619.09,9730.17
9,2021-08-08,102306,3044,195,706.89,25203.31
9,2021-08-09,89844,1147,79,620.18,5148.94
9,2021-08-10,52816,1068,34,572.41,2330.04
9,2021-08-11,82633,1733,171,489.86,20188.23
9,2021-08-12,103499,3346,186,573.04,26799.39
9,2021-08-13,125170,2607,222,687.39,22807.87
9,2021-08-14,70081,2781,71,583.31,3931.79
9,2021-08-15,84502,3141,153,560.5,13274.65
9,2021-08-16,113909,1858,114,678.52,10102.62
9,2021-08-17,68932,3213,314,682.43,37007.71
9,2021-08-18,128190,4855,160,649.29,19225.52
10,2022-04-23,159502,7810,519,1366.29,72092.59
10,2022-04-24,119675,4784,404,1350.91,55252.6
10,2022-04-25,62636,738,57,1177.47,3641.3
10,2022-04-26,246491,3774,350,1358.77,49719.72
10,2022-04-27,186284,9195,653,1320.79,54572.8
10,2022-04-28,84679,1750,53,1159.16,7231.82
10,2022-04-29,157136,2906,69,1009.33,3826.53
10,2022-04-30,83685,2149,117,1119.77,6089.39
10,2022-05-01,143283,4162,83,991.8,8457.59
10,2022-05-02,75295,2974,208,1064.14,17537.53
10,2022-05-03,232412,5306,293,1212.46,43313.28
10,2022-05-04,260485,10633,495,1314.9,51002.97
10,2022-05-05,153128,1758,86,1154.54,8138.46
10,2022-05-06,145897,6714,540,1209.94,42502.22
10,2022-05-07,205524,2743,210,1111.82,30428.16
10,2022-05-08,87990,4129,208,972.84,12581.55
10,2022-05-09,95225,1412,121,1313.3,13884.63
10,2022-05-10,247648,5370,244,1328.68,33952.53
10,2022-05-11,132958,3383,156,1126.68,16225.36
10,2022-05-12,188620,5102,122,1420.71,14823.32
10,2022-05-13,120075,2456,199,1407.23,12461.55
10,2022-05-14,271342,7228,576,1434.22,56479.27
10,2022-05-15,164238,7101,195,1040.92,27937.14
10,2022-05-16,175017,4453,328,1274.24,48117.44
10,2022-05-17,140893,4038,353,1211.97,39465.35
11,2022-02-02,390554,6609,527,2177.66,78122.57
11,2022-02-03,204986,5791,415,2910.94,47373.48
11,2022-02-04,550429,21392,793,2871.88,53896.05
11,2022-02-05,246934,3241,178,2495.26,14632.47
11,2022-02-06,275846,3127,288,2571.83,38390.72
11,2022-02-07,287811,9356,542,2117.02,30899.34
11,2022-02-08,190583,5796,296,2511.43,40017.34
11,2022-02-09,342815,13398,790,2370.8,83562.75
11,2022-02-10,258991,4903,387,2727.02,34685.66
11,2022-02-11,295633,12295,351,2214.15,31251.93
11,2022-02-12,241975,10091,418,2175.13,45638.09
11,2022-02-13,422657,7060,248,2462.23,15721.21
11,2022-02-14,365192,9676,649,2809.95,47679.74
11,2022-02-15,273023,11206,426,2818.32,59731.46
12,2021-06-14,113753,4247,372,655.43,42946.66
12,2021-06-15,41885,959,62,775.78,4431.93
12,2021-06-16,83223,2702,261,775.24,25716.79
12,2021-06-17,142169,2861,83,878.74,7420.35
12,2021-06-18,74699,3194,291,655.91,25665.74
12,2021-06-19,48768,1963,133,644.49,12025.19
12,2021-06-20,95426,1662,156,803.88,12385.62
12,2021-06-21,91508,1854,97,781.68,14028.9
12,2021-06-22,100561,3470,132,716.56,9524.81
12,2021-06-23,73712,2427,87,695.1,7882.54
12,2021-06-24,56022,2252,51,729.97,2728.14
12,2021-06-25,155611,6782,399,867.58,58447.74
12,2021-06-26,146519,7177,453,740.95,35688.44
12,2021-06-27,57905,2817,108,874.27,7121.54
12,2021-06-28,145294,5331,279,747.39,25495.28
12,2021-06-29,52218,1539,79,758.01,4706.01
12,2021-06-30,49981,681,64,817.31,7862.29
12,2021-07-01,162017,2644,62,845.28,5913.55
12,2021-07-02,46338,781,65,802.91,7681.85
12,2021-07-03,51962,744,61,819.71,7576.25
12,2021-07-04,53348,2320,210,875.15,31469.51
12,2021-07-05,126562,1501,36,938.53,4902.86
12,2021-07-06,52224,1873,43,786.16,3654.24
12,2021-07-07,97564,1027,56,845.9,3120.73
12,2021-07-08,44319,1256,51,658.0,5501.99
12,2021-07-09,143781,6191,229,948.74,26663.87
12,2021-07-10,129033,6101,497,718.74,24869.23
12,2021-07-11,137530,3182,251,846.06,18526.63
12,2021-07-12,156032,4502,324,829.47,22555.05
12,2021-07-13,144441,5995,230,865.37,15150.73
12,2021-07-14,110758,2253,53,676.91,4095.51
12,2021-07-15,142511,5685,345,897.08,46998.52
13,2021-12-20,127768,5655,466,856.76,26145.51
13,2021-12-21,108454,3695,190,618.0,20997.58
13,2021-12-22,137781,2791,275,699.38,38580.42
13,2021-12-23,83325,2773,247,685.03,12730.52
13,2021-12-24,49947,2490,167,878.5,11596.64
13,2021-12-25,68234,1358,63,653.64,7766.1
13,2021-12-26,56517,1932,95,868.23,13172.92
13,2021-12-27,124735,6174,202,881.79,27230.66
13,2021-12-28,100187,1945,190,697.79,22277.14
13,2021-12-29,103065,4937,327,737.92,39943.12
13,2021-12-30,147985,2119,123,809.16,7482.82
13,2021-12-31,84056,3191,196,614.21,28903.94
13,2022-01-01,146851,1657,50,734.51,6836.77
13,2022-01-02,128139,1880,125,764.79,13874.26
13,2022-01-03,106854,4178,334,785.84,28533.66
13,2022-01-04,53466,1228,105,702.03,6395.48
13,2022-01-05,93036,2944,69,845.64,6567.85
13,2022-01-06,86854,932,66,784.54,7701.98
13,2022-01-07,42310,693,56,738.53,3524.14
13,2022-01-08,115755,3700,98,623.79,10158.97
13,2022-01-09,84818,2343,202,734.95,29995.81
13,2022-01-10,77475,2405,100,647.98,14866.42
13,2022-01-11,44294,2073,115,637.6,12643.06
13,2022-01-12,60452,2440,190,667.87,10669.06
14,2021-10-26,21100,285,19,332.7,1609.01
14,2021-10-27,20710,685,36,321.61,4844.97
14,2021-10-28,21743,619,56,329.32,7048.35
14,2021-10-29,46369,1341,98,335.93,13388.87
14,2021-10-30,23910,280,6,286.27,863.61
14,2021-10-31,54343,1472,119,322.59,6411.65
14,2021-11-01,38056,1542,152,354.88,12230.89
14,2021-11-02,14526,581,19,281.84,1976.17
14,2021-11-03,18415,397,38,287.83,5567.82
14,2021-11-04,47506,836,35,337.52,2653.13
14,2021-11-05,47650,1960,78,317.08,5749.26
14,2021-11-06,64859,2529,84,336.17,5830.92
14,2021-11-07,49121,2202,44,264.65,2598.74
14,2021-11-08,27320,674,61,307.76,7361.08
14,2021-11-09,50623,1981,46,295.4,6614.06
14,2021-11-10,47757,2317,140,363.96,13058.21
14,2021-11-11,32613,420,19,279.51,1815.84
14,2021-11-12,23239,951,53,255.29,5005.3
14,2021-11-13,33734,1182,62,251.28,4942.35
14,2021-11-14,52856,2378,210,303.96,22686.01
14,2021-11-15,40877,500,32,367.17,4466.37
14,2021-11-16,35218,1636,159,288.49,15259.8
14,2021-11-17,15220,750,35,256.26,3544.51
14,2021-11-18,19500,308,18,287.43,1685.42
14,2021-11-19,51913,1352,38,327.2,4435.19
15,2022-05-11,76196,2701,238,707.92,31552.41
15,2022-05-12,124930,2970,214,833.91,29051.88
15,2022-05-13,117664,2311,155,796.06,8120.16
15,2022-05-14,59837,697,45,661.49,3119.16
15,2022-05-15,98779,3281,97,774.36,5003.67
15,2022-05-16,108190,2860,93,657.79,12876.94
15,2022-05-17,78563,2954,130,633.87,9773.71
15,2022-05-18,115325,5150,212,653.73,12702.65
15,2022-05-19,49019,2258,143,783.68,20189.9
15,2022-05-20,84876,4199,158,737.89,18474.46
15,2022-05-21,103299,4528,393,645.63,21024.79
15,2022-05-22,134624,4594,198,731.46,20202.18
15,2022-05-23,78664,3670,79,837.66,5687.9
15,2022-05-24,143094,1749,157,834.45,16402.29
15,2022-05-25,118767,2396,80,768.37,11978.89
15,2022-05-26,151517,3741,292,787.17,25572.08
15,2022-05-27,132859,3541,215,832.87,27791.93
15,2022-05-28,125376,5909,186,838.66,23436.06
15,2022-05-29,40042,1243,72,732.72,8850.97
15,2022-05-30,141384,4259,424,829.6,61255.24
15,2022-05-31,80930,1319,41,663.85,3515.22
15,2022-06-01,65559,1073,105,714.25,6793.58
15,2022-06-02,43784,952,21,822.84,2584.75
15,2022-06-03,78754,2378,118,771.39,16112.98
15,2022-06-04,148118,7349,309,868.8,38641.11
15,2022-06-05,132167,3847,381,746.63,48324.79
15,2022-06-06,50837,1861,52,733.73,6569.4
15,2022-06-07,44029,464,30,694.12,1671.44
15,2022-06-08,168089,5680,369,870.71,27932.08
15,2022-06-09,48464,2196,187,849.36,10744.13
15,2022-06-10,90050,3286,223,801.97,22776.21
15,2022-06-11,51635,2486,158,617.26,10927.98
15,2022-06-12,103259,2964,222,741.47,25053.45
15,2022-06-13,88308,3060,214,687.86,22365.25
15,2022-06-14,118438,4313,179,634.88,22875.44
15,2022-06-15,102392,4745,293,631.26,38965.19
15,2022-06-16,125421,5137,403,859.16,52923.14
15,2022-06-17,125541,1885,137,706.54,7198.2
15,2022-06-18,42613,931,44,694.02,2414.71
15,2022-06-19,79403,1770,143,630.25,10288.39
15,2022-06-20,76030,3358,68,662.26,6248.89
15,2022-06-21,42710,1796,51,753.37,7480.36
15,2022-06-22,135738,4313,86,725.61,5906.59
15,2022-06-23,95132,3553,247,720.77,32269.05
15,2022-06-24,77877,2879,237,757.17,12211.85
15,2022-06-25,137831,1782,107,799.95,13277.06
15,2022-06-26,115641,4878,169,644.27,14465.79
15,2022-06-27,64920,2476,233,685.49,18994.87
15,2022-06-28,57435,2196,112,734.86,16007.37
15,2022-06-29,60680,702,15,729.25,1206.6
15,2022-06-30,42532,1155,27,689.42,2041.74
15,2022-07-01,104585,3585,209,604.27,26683.78
15,2022-07-02,85972,4059,307,596.12,40670.46
15,2022-07-03,61357,2507,239,662.09,16572.1
16,2021-11-14,243847,10690,229,1892.88,18282.15
16,2021-11-15,185354,6933,516,1613.82,46922.07
16,2021-11-16,296737,9047,639,1851.43,93631.07
16,2021-11-17,336350,13770,392,1738.13,44353.02
16,2021-11-18,271854,4057,404,1853.57,35137.85
16,2021-11-19,220715,6280,479,1668.62,55642.01
16,2021-11-20,264942,6063,345,1931.13,41647.17
16,2021-11-21,347669,5497,380,2005.77,23900.09
16,2021-11-22,208398,7602,560,1708.88,55984.12
16,2021-11-23,252450,11466,977,1470.23,141317.01
16,2021-11-24,253111,8332,648,1524.22,41469.44
16,2021-11-25,261698,12902,589,1658.29,31968.09
16,2021-11-26,298153,10080,513,1727.72,67755.17
16,2021-11-27,164304,7508,404,1874.97,42136.4
16,2021-11-28,202652,3685,98,1437.18,6619.98
16,2021-11-29,289103,7522,592,1545.56,85039.89
16,2021-11-30,124713,3071,276,1938.87,40044.56
16,2021-12-01,250601,4200,281,1476.44,18092.37
16,2021-12-02,161232,7623,312,2013.23,46706.13
16,2021-12-03,109558,3282,153,1418.34,21002.16
16,2021-12-04,122065,4122,344,1569.88,32258.16
16,2021-12-05,141370,4740,378,2003.79,30702.39
16,2021-12-06,157250,4859,465,1355.9,24417.11
16,2021-12-07,269309,3582,93,1941.09,8881.6
16,2021-12-08,257694,5684,236,1812.67,12304.3
16,2021-12-09,172593,3781,201,1484.66,10726.0
16,2021-12-10,146386,3433,210,1420.9,15133.03
17,2022-05-20,344935,5619,229,1752.81,26979.28
17,2022-05-21,283253,10242,423,2218.61,21172.12
17,2022-05-22,287029,7827,519,1682.63,73876.22
17,2022-05-23,190344,8249,649,1914.24,55458.5
17,2022-05-24,337843,15739,411,2280.97,45937.68
17,2022-05-25,195066,5914,175,1947.22,10517.42
17,2022-05-26,283027,4574,328,1612.39,26062.1
17,2022-05-27,201380,9848,431,1573.3,42456.71
17,2022-05-28,345821,5344,139,2115.46,18645.08
17,2022-05-29,412657,20597,1103,2329.65,160565.96
17,2022-05-30,266296,3796,131,1808.5,10247.98
17,2022-05-31,299918,4341,234,2240.41,17520.87
17,2022-06-01,324843,6040,329,1987.38,40326.19
17,2022-06-02,119128,3702,360,2312.91,40754.44
17,2022-06-03,130759,6340,342,2251.4,31428.9
17,2022-06-04,179841,3493,142,1802.25,15662.45
17,2022-06-05,371453,17122,1242,2055.94,183345.15
17,2022-06-06,196634,4545,260,2092.56,19444.62
17,2022-06-07,345629,7517,681,1766.93,37197.08
17,2022-06-08,341680,10993,864,1876.4,91001.05
17,2022-06-09,184811,7410,572,1655.05,59371.43
18,2021-11-14,152400,5193,465,1191.24,49551.17
18,2021-11-15,205264,10183,638,1098.6,89316.22
18,2021-11-16,115731,2872,171,945.24,8831.88
18,2021-11-17,152038,6799,508,1192.7,30646.34
18,2021-11-18,192008,7542,329,1163.27,42947.86
18,2021-11-19,74909,1124,75,921.14,3953.16
18,2021-11-20,67723,2065,62,1085.64,4103.15
18,2021-11-21,178546,4718,432,907.73,63388.23
18,2021-11-22,87314,2988,239,889.51,29040.27
18,2021-11-23,210146,4948,476,1061.46,48048.58
18,2021-11-24,96169,4223,366,940.0,29150.74
18,2021-11-25,105858,2794,115,1173.38,16083.41
18,2021-11-26,178480,3710,196,1042.68,20657.81
18,2021-11-27,128201,4864,175,1255.31,26227.63
18,2021-11-28,69702,948,56,1248.35,6954.27
18,2021-11-29,140068,3604,283,1263.96,18563.03
18,2021-11-30,131885,1827,65,1106.49,5580.76
18,2021-12-01,171720,6968,247,1149.99,13240.79
18,2021-12-02,58191,1632,107,903.45,14201.91
18,2021-12-03,108296,5164,468,891.02,30106.63
18,2021-12-04,113830,4297,114,921.04,14960.08
18,2021-12-05,84720,2213,96,1132.59,8505.41
18,2021-12-06,74061,1289,77,1120.01,11054.55
18,2021-12-07,56620,1812,122,865.06,13919.82
18,2021-12-08,187946,6561,350,986.63,52428.23
18,2021-12-09,109919,1765,38,1185.07,2975.49
18,2021-12-10,53347,879,87,910.1,8063.49
18,2021-12-11,87963,3207,196,960.44,25096.12
18,2021-12-12,129809,5573,144,934.85,18898.6
18,2021-12-13,142607,4739,365,1261.97,24410.22
18,2021-12-14,134614,6092,353,977.62,36142.21
18,2021-12-15,186704,6440,312,1124.33,25912.57
18,2021-12-16,61195,2917,93,950.91,6313.38
18,2021-12-17,188088,4947,448,1233.19,34293.85
18,2021-12-18,165243,5907,529,1196.87,36887.77
18,2021-12-19,135541,2944,204,946.58,15907.22
18,2021-12-20,158930,6744,162,1269.98,23236.04
18,2021-12-21,217373,6746,550,1274.6,68536.5
18,2021-12-22,96333,2078,125,915.85,9596.8
18,2021-12-23,223239,6641,293,1136.92,36312.57
18,2021-12-24,115997,2431,83,914.65,7691.26
19,2022-03-25,19781,433,22,199.79,2329.14
