product_id,product_name,category,subcategory,brand,unit_cost,selling_price,stock_quantity
88,Fitness Product 88,Sports,Fitness,Brand 67,96.18,158.09,525
89,Laptops Product 89,Electronics,Laptops,Brand 18,1836.59,2097.21,870
90,Team Sports Product 90,Sports,Team Sports,Brand 41,270.25,392.68,823
91,Team Sports Product 91,Sports,Team Sports,Brand 55,409.35,658.55,900
92,Makeup Product 92,Beauty,Makeup,Brand 61,90.23,325.85,510
93,Decor Product 93,Home & Garden,Decor,Brand 100,841.46,1305.52,583
94,Team Sports Product 94,Sports,Team Sports,Brand 92,127.23,178.69,342
95,Shoes Product 95,Apparel,Shoes,Brand 11,77.13,232.25,191
96,Pants Product 96,Apparel,Pants,Brand 28,85.86,154.94,115
97,Outdoor Product 97,Sports,Outdoor,Brand 8,172.13,243.53,261
98,Outdoor Product 98,Sports,Outdoor,Brand 90,453.37,663.61,70
99,Makeup Product 99,Beauty,Makeup,Brand 39,50.31,231.65,821
100,Outdoor Product 100,Sports,Outdoor,Brand 78,273.73,419.14,969
101,Outerwear Product 101,Apparel,Outerwear,Brand 4,55.59,118.47,448
102,Tools Product 102,Home & Garden,Tools,Brand 17,726.94,1366.69,687
103,Skincare Product 103,Beauty,Skincare,Brand 85,91.16,282.73,77
104,Accessories Product 104,Electronics,Accessories,Brand 7,288.68,357.43,316
105,Outdoor Product 105,Sports,Outdoor,Brand 98,113.71,154.79,950
106,Outdoor Product 106,Sports,Outdoor,Brand 33,378.48,597.33,904
107,Accessories Product 107,Electronics,Accessories,Brand 45,58.38,73.7,279
108,Smartphones Product 108,Electronics,Smartphones,Brand 26,1513.38,2131.29,909
109,Laptops Product 109,Electronics,Laptops,Brand 15,492.32,611.36,627
110,Outerwear Product 110,Apparel,Outerwear,Brand 22,144.4,390.34,670
111,Haircare Product 111,Beauty,Haircare,Brand 21,73.24,274.65,368
112,Smartphones Product 112,Electronics,Smartphones,Brand 49,1859.2,2368.89,456
113,Shirts Product 113,Apparel,Shirts,Brand 32,124.54,354.99,154
114,Furniture Product 114,Home & Garden,Furniture,Brand 6,798.26,1360.33,405
115,Makeup Product 115,Beauty,Makeup,Brand 83,67.84,141.54,399
116,Accessories Product 116,Electronics,Accessories,Brand 47,1648.22,1875.34,700
117,Team Sports Product 117,Sports,Team Sports,Brand 67,84.97,111.1,716
118,Tools Product 118,Home & Garden,Tools,Brand 76,470.23,879.18,324
119,Decor Product 119,Home & Garden,Decor,Brand 58,832.42,1219.36,299
120,Team Sports Product 120,Sports,Team Sports,Brand 4,309.06,426.76,556
121,Decor Product 121,Home & Garden,Decor,Brand 34,492.67,783.22,398
122,Kitchen Product 122,Home & Garden,Kitchen,Brand 25,560.23,938.92,137
123,Outerwear Product 123,Apparel,Outerwear,Brand 89,105.39,282.89,537
124,Outdoor Product 124,Sports,Outdoor,Brand 29,398.54,510.04,464
125,Shoes Product 125,Apparel,Shoes,Brand 71,137.83,281.69,593
126,Tools Product 126,Home & Garden,Tools,Brand 46,996.67,1689.49,769
127,Outdoor Product 127,Sports,Outdoor,Brand 93,160.25,212.56,247
128,Furniture Product 128,Home & Garden,Furniture,Brand 89,745.45,1462.17,239
129,Pants Product 129,Apparel,Pants,Brand 76,151.64,293.28,828
130,Haircare Product 130,Beauty,Haircare,Brand 25,31.88,67.85,353
131,Shoes Product 131,Apparel,Shoes,Brand 69,48.2,80.91,179
132,Furniture Product 132,Home & Garden,Furniture,Brand 90,974.55,1653.66,179
133,Fitness Product 133,Sports,Fitness,Brand 61,437.63,638.7,540
134,Outdoor Product 134,Sports,Outdoor,Brand 62,100.34,127.06,166
135,Accessories Product 135,Electronics,Accessories,Brand 88,993.66,1266.46,104
136,Pants Product 136,Apparel,Pants,Brand 11,165.06,523.56,304
137,Accessories Product 137,Electronics,Accessories,Brand 29,1220.51,1645.22,844
138,Makeup Product 138,Beauty,Makeup,Brand 76,47.8,130.18,489
139,Furniture Product 139,Home & Garden,Furniture,Brand 98,613.53,1111.5,262
140,Shoes Product 140,Apparel,Shoes,Brand 23,137.18,248.12,615
141,Laptops Product 141,Electronics,Laptops,Brand 77,25.3,31.24,531
142,Furniture Product 142,Home & Garden,Furniture,Brand 90,239.16,428.14,930
143,Fitness Product 143,Sports,Fitness,Brand 81,346.82,563.74,653
144,Outerwear Product 144,Apparel,Outerwear,Brand 20,36.23,68.03,980
145,Decor Product 145,Home & Garden,Decor,Brand 40,80.7,121.02,659
146,Makeup Product 146,Beauty,Makeup,Brand 39,46.72,130.0,766
147,Outdoor Product 147,Sports,Outdoor,Brand 11,255.23,363.97,662
148,Accessories Product 148,Electronics,Accessories,Brand 4,1474.38,1892.03,143
149,Shirts Product 149,Apparel,Shirts,Brand 35,199.92,501.91,640
150,Laptops Product 150,Electronics,Laptops,Brand 36,951.59,1236.32,235
151,Makeup Product 151,Beauty,Makeup,Brand 12,65.3,185.26,531
152,Tools Product 152,Home & Garden,Tools,Brand 21,339.98,600.7,387
153,Team Sports Product 153,Sports,Team Sports,Brand 52,252.78,378.71,883
154,Skincare Product 154,Beauty,Skincare,Brand 42,48.21,118.85,168
155,Team Sports Product 155,Sports,Team Sports,Brand 70,414.21,517.91,523
156,Fitness Product 156,Sports,Fitness,Brand 97,101.92,140.07,560
157,Fitness Product 157,Sports,Fitness,Brand 37,109.74,159.01,498
158,Fitness Product 158,Sports,Fitness,Brand 31,24.15,35.83,776
159,Shoes Product 159,Apparel,Shoes,Brand 12,116.91,269.18,280
160,Accessories Product 160,Electronics,Accessories,Brand 20,1895.18,2459.81,560
161,Kitchen Product 161,Home & Garden,Kitchen,Brand 61,421.34,698.16,299
162,Team Sports Product 162,Sports,Team Sports,Brand 77,80.87,106.15,570
163,Shirts Product 163,Apparel,Shirts,Brand 54,66.11,182.12,398
164,Makeup Product 164,Beauty,Makeup,Brand 39,82.95,199.81,907
165,Haircare Product 165,Beauty,Haircare,Brand 20,99.9,282.92,507
166,Makeup Product 166,Beauty,Makeup,Brand 70,37.79,113.0,436
167,Outdoor Product 167,Sports,Outdoor,Brand 31,436.1,722.21,635
168,Fitness Product 168,Sports,Fitness,Brand 41,429.45,598.25,812
169,Team Sports Product 169,Sports,Team Sports,Brand 85,457.58,632.23,861
170,Outerwear Product 170,Apparel,Outerwear,Brand 76,193.49,344.21,389
171,Accessories Product 171,Electronics,Accessories,Brand 2,217.43,302.86,789
172,Outerwear Product 172,Apparel,Outerwear,Brand 10,176.12,569.94,530
173,Kitchen Product 173,Home & Garden,Kitchen,Brand 11,627.03,1010.52,922
174,Tools Product 174,Home & Garden,Tools,Brand 98,954.6,1661.21,549
175,Skincare Product 175,Beauty,Skincare,Brand 88,63.66,148.2,993
176,Decor Product 176,Home & Garden,Decor,Brand 13,749.3,1221.94,828
177,Accessories Product 177,Electronics,Accessories,Brand 4,349.4,415.9,97
178,Furniture Product 178,Home & Garden,Furniture,Brand 19,300.43,480.66,300
179,Makeup Product 179,Beauty,Makeup,Brand 22,58.76,224.07,229
180,Accessories Product 180,Electronics,Accessories,Brand 75,1247.03,1463.94,196
181,Outerwear Product 181,Apparel,Outerwear,Brand 86,133.01,287.82,59
182,Outdoor Product 182,Sports,Outdoor,Brand 57,342.03,445.12,403
183,Makeup Product 183,Beauty,Makeup,Brand 33,65.7,176.28,517
184,Decor Product 184,Home & Garden,Decor,Brand 14,999.38,1888.0,292
185,Team Sports Product 185,Sports,Team Sports,Brand 90,185.89,250.92,352
186,Accessories Product 186,Electronics,Accessories,Brand 88,563.47,716.14,846
187,Accessories Product 187,Electronics,Accessories,Brand 100,1669.02,2319.97,868
188,Shoes Product 188,Apparel,Shoes,Brand 33,55.52,102.25,744
189,Shirts Product 189,Apparel,Shirts,Brand 40,182.13,448.49,857
190,Fitness Product 190,Sports,Fitness,Brand 12,293.99,449.85,981
191,Kitchen Product 191,Home & Garden,Kitchen,Brand 17,750.01,1128.05,855
192,Makeup Product 192,Beauty,Makeup,Brand 22,55.43,245.32,313
193,Outdoor Product 193,Sports,Outdoor,Brand 15,375.81,513.22,529
194,Laptops Product 194,Electronics,Laptops,Brand 87,1513.22,1770.1,791
195,Team Sports Product 195,Sports,Team Sports,Brand 2,189.23,294.81,320
196,Skincare Product 196,Beauty,Skincare,Brand 87,48.2,161.66,318
197,Makeup Product 197,Beauty,Makeup,Brand 14,83.13,381.48,741
198,Outerwear Product 198,Apparel,Outerwear,Brand 72,19.63,58.64,385
199,Skincare Product 199,Beauty,Skincare,Brand 60,66.53,215.04,981
200,Tools Product 200,Home & Garden,Tools,Brand 5,125.51,181.65,361
201,Fitness Product 201,Sports,Fitness,Brand 18,57.62,92.56,447
202,Outdoor Product 202,Sports,Outdoor,Brand 70,338.54,519.73,479
203,Haircare Product 203,Beauty,Haircare,Brand 84,74.03,315.86,151
204,Team Sports Product 204,Sports,Team Sports,Brand 5,209.98,344.4,756
205,Decor Product 205,Home & Garden,Decor,Brand 47,448.95,880.49,151
206,Kitchen Product 206,Home & Garden,Kitchen,Brand 16,69.94,108.46,918
207,Fitness Product 207,Sports,Fitness,Brand 77,334.76,498.41,71
208,Audio Product 208,Electronics,Audio,Brand 73,502.27,574.14,260
209,Laptops Product 209,Electronics,Laptops,Brand 30,1181.04,1601.65,386
210,Shirts Product 210,Apparel,Shirts,Brand 17,66.3,217.53,603
211,Decor Product 211,Home & Garden,Decor,Brand 17,118.83,225.61,65
212,Decor Product 212,Home & Garden,Decor,Brand 34,592.96,850.92,103
213,Outerwear Product 213,Apparel,Outerwear,Brand 61,112.33,298.51,509
214,Furniture Product 214,Home & Garden,Furniture,Brand 79,457.49,697.72,94
215,Makeup Product 215,Beauty,Makeup,Brand 8,48.51,230.13,540
216,Outdoor Product 216,Sports,Outdoor,Brand 57,346.19,493.19,125
217,Audio Product 217,Electronics,Audio,Brand 36,1224.43,1380.63,689
218,Haircare Product 218,Beauty,Haircare,Brand 77,72.65,188.34,593
219,Tools Product 219,Home & Garden,Tools,Brand 90,510.5,831.49,167
220,Haircare Product 220,Beauty,Haircare,Brand 30,87.22,235.11,473
221,Tools Product 221,Home & Garden,Tools,Brand 41,404.74,730.48,487
222,Kitchen Product 222,Home & Garden,Kitchen,Brand 61,380.56,568.45,118
223,Smartphones Product 223,Electronics,Smartphones,Brand 95,204.6,232.32,431
224,Shirts Product 224,Apparel,Shirts,Brand 43,123.5,286.19,736
225,Accessories Product 225,Electronics,Accessories,Brand 97,720.12,938.96,483
226,Audio Product 226,Electronics,Audio,Brand 74,1208.81,1456.98,569
227,Pants Product 227,Apparel,Pants,Brand 14,136.5,256.23,408
228,Makeup Product 228,Beauty,Makeup,Brand 29,15.91,38.21,876
229,Team Sports Product 229,Sports,Team Sports,Brand 79,487.53,766.18,741
230,Skincare Product 230,Beauty,Skincare,Brand 89,62.85,207.67,323
231,Laptops Product 231,Electronics,Laptops,Brand 44,561.08,750.59,409
232,Laptops Product 232,Electronics,Laptops,Brand 52,1742.33,2214.63,121
233,Shirts Product 233,Apparel,Shirts,Brand 49,31.98,72.54,479
234,Outdoor Product 234,Sports,Outdoor,Brand 42,87.13,118.11,845
235,Haircare Product 235,Beauty,Haircare,Brand 21,13.07,26.99,822
236,Skincare Product 236,Beauty,Skincare,Brand 85,69.03,165.0,484
237,Team Sports Product 237,Sports,Team Sports,Brand 97,226.6,304.01,574
238,Audio Product 238,Electronics,Audio,Brand 87,871.23,1033.06,657
239,Team Sports Product 239,Sports,Team Sports,Brand 51,336.89,425.95,663
240,Smartphones Product 240,Electronics,Smartphones,Brand 99,424.76,597.47,190
241,Kitchen Product 241,Home & Garden,Kitchen,Brand 96,334.84,479.4,490
242,Pants Product 242,Apparel,Pants,Brand 65,85.34,219.44,622
243,Furniture Product 243,Home & Garden,Furniture,Brand 56,403.1,730.79,69
244,Fitness Product 244,Sports,Fitness,Brand 74,432.43,631.42,464
245,Outdoor Product 245,Sports,Outdoor,Brand 42,66.43,83.47,225
246,Makeup Product 246,Beauty,Makeup,Brand 12,84.04,375.06,497
247,Laptops Product 247,Electronics,Laptops,Brand 11,882.64,1076.51,455
248,Kitchen Product 248,Home & Garden,Kitchen,Brand 10,229.36,421.48,572
249,Laptops Product 249,Electronics,Laptops,Brand 94,1813.73,2184.89,888
250,Pants Product 250,Apparel,Pants,Brand 23,34.02,65.02,666
251,Shirts Product 251,Apparel,Shirts,Brand 64,47.77,129.76,525
252,Haircare Product 252,Beauty,Haircare,Brand 73,47.65,213.91,708
253,Makeup Product 253,Beauty,Makeup,Brand 20,87.1,279.31,500
254,Accessories Product 254,Electronics,Accessories,Brand 36,895.57,1066.87,655
255,Audio Product 255,Electronics,Audio,Brand 58,1024.53,1222.71,88
256,Audio Product 256,Electronics,Audio,Brand 12,1666.76,1884.08,679
257,Haircare Product 257,Beauty,Haircare,Brand 95,41.53,127.43,967
258,Accessories Product 258,Electronics,Accessories,Brand 25,1819.92,2316.4,379
259,Makeup Product 259,Beauty,Makeup,Brand 58,52.63,247.46,155
260,Furniture Product 260,Home & Garden,Furniture,Brand 32,509.5,765.6,774
261,Outdoor Product 261,Sports,Outdoor,Brand 47,266.79,393.47,431
262,Tools Product 262,Home & Garden,Tools,Brand 77,414.68,655.8,103
263,Furniture Product 263,Home & Garden,Furniture,Brand 50,336.39,571.7,340
264,Decor Product 264,Home & Garden,Decor,Brand 19,340.03,582.79,988
265,Kitchen Product 265,Home & Garden,Kitchen,Brand 51,968.02,1727.67,182
266,Haircare Product 266,Beauty,Haircare,Brand 49,94.11,231.16,708
267,Decor Product 267,Home & Garden,Decor,Brand 95,673.42,1260.59,751
268,Skincare Product 268,Beauty,Skincare,Brand 47,66.37,177.95,68
269,Kitchen Product 269,Home & Garden,Kitchen,Brand 99,188.46,286.78,547
270,Pants Product 270,Apparel,Pants,Brand 38,200.0,361.33,914
271,Smartphones Product 271,Electronics,Smartphones,Brand 80,1330.62,1836.04,184
272,Makeup Product 272,Beauty,Makeup,Brand 89,19.65,44.08,839
273,Skincare Product 273,Beauty,Skincare,Brand 47,73.51,150.98,742
274,Outerwear Product 274,Apparel,Outerwear,Brand 58,127.96,341.88,289
275,Skincare Product 275,Beauty,Skincare,Brand 61,34.4,133.64,975
276,Shoes Product 276,Apparel,Shoes,Brand 57,140.49,327.58,522
277,Tools Product 277,Home & Garden,Tools,Brand 21,507.88,824.12,886
278,Pants Product 278,Apparel,Pants,Brand 62,176.51,302.06,945
279,Furniture Product 279,Home & Garden,Furniture,Brand 16,714.29,1196.83,341
280,Laptops Product 280,Electronics,Laptops,Brand 19,560.13,779.11,900
281,Fitness Product 281,Sports,Fitness,Brand 58,473.74,626.98,955
282,Furniture Product 282,Home & Garden,Furniture,Brand 48,420.75,677.85,291
283,Fitness Product 283,Sports,Fitness,Brand 13,193.71,243.86,909
284,Decor Product 284,Home & Garden,Decor,Brand 61,146.22,227.54,762
285,Outerwear Product 285,Apparel,Outerwear,Brand 11,97.99,163.75,69
286,Decor Product 286,Home & Garden,Decor,Brand 94,836.61,1417.41,673
287,Makeup Product 287,Beauty,Makeup,Brand 39,15.56,37.62,174
288,Laptops Product 288,Electronics,Laptops,Brand 59,851.25,1148.44,114
289,Accessories Product 289,Electronics,Accessories,Brand 66,1201.54,1339.94,638
290,Pants Product 290,Apparel,Pants,Brand 46,68.89,114.91,296
291,Makeup Product 291,Beauty,Makeup,Brand 68,22.79,76.08,419
292,Smartphones Product 292,Electronics,Smartphones,Brand 82,793.1,984.03,446
293,Kitchen Product 293,Home & Garden,Kitchen,Brand 9,749.84,1192.91,403
294,Shirts Product 294,Apparel,Shirts,Brand 43,157.73,415.69,186
295,Audio Product 295,Electronics,Audio,Brand 23,1101.11,1493.44,900
296,Team Sports Product 296,Sports,Team Sports,Brand 18,244.48,320.19,114
297,Fitness Product 297,Sports,Fitness,Brand 26,153.79,194.37,957
298,Audio Product 298,Electronics,Audio,Brand 70,1868.07,2344.1,534
299,Furniture Product 299,Home & Garden,Furniture,Brand 46,755.76,1142.01,932
300,Audio Product 300,Electronics,Audio,Brand 56,560.97,757.93,960
301,Team Sports Product 301,Sports,Team Sports,Brand 44,225.47,370.41,241
302,Team Sports Product 302,Sports,Team Sports,Brand 67,253.79,412.57,323
303,Accessories Product 303,Electronics,Accessories,Brand 24,176.28,226.14,608
304,Kitchen Product 304,Home & Garden,Kitchen,Brand 38,111.57,175.86,363
305,Team Sports Product 305,Sports,Team Sports,Brand 57,361.65,471.71,409
306,Fitness Product 306,Sports,Fitness,Brand 79,366.14,592.77,495
307,Furniture Product 307,Home & Garden,Furniture,Brand 47,84.29,147.23,575
308,Shirts Product 308,Apparel,Shirts,Brand 57,41.41,99.13,85
309,Shirts Product 309,Apparel,Shirts,Brand 47,58.66,144.32,442
310,Skincare Product 310,Beauty,Skincare,Brand 48,62.48,210.88,430
311,Fitness Product 311,Sports,Fitness,Brand 51,291.22,419.56,371
312,Decor Product 312,Home & Garden,Decor,Brand 24,960.91,1382.97,561
313,Makeup Product 313,Beauty,Makeup,Brand 100,91.79,197.54,316
314,Fitness Product 314,Sports,Fitness,Brand 63,498.22,670.66,254
315,Laptops Product 315,Electronics,Laptops,Brand 92,1708.6,2110.45,505
316,Audio Product 316,Electronics,Audio,Brand 71,1342.32,1770.66,605
317,Kitchen Product 317,Home & Garden,Kitchen,Brand 90,852.85,1529.4,703
318,Shoes Product 318,Apparel,Shoes,Brand 26,109.12,193.62,861
319,Pants Product 319,Apparel,Pants,Brand 71,161.22,272.28,636
320,Tools Product 320,Home & Garden,Tools,Brand 79,805.63,1366.24,955
321,Smartphones Product 321,Electronics,Smartphones,Brand 93,632.4,903.32,540
322,Makeup Product 322,Beauty,Makeup,Brand 10,78.07,308.58,178
323,Furniture Product 323,Home & Garden,Furniture,Brand 45,455.47,807.6,181
324,Haircare Product 324,Beauty,Haircare,Brand 17,60.84,225.61,493
325,Skincare Product 325,Beauty,Skincare,Brand 39,83.98,243.72,218
326,Shoes Product 326,Apparel,Shoes,Brand 67,187.93,353.01,966
327,Furniture Product 327,Home & Garden,Furniture,Brand 71,258.1,450.45,331
328,Shoes Product 328,Apparel,Shoes,Brand 83,128.67,224.96,222
329,Haircare Product 329,Beauty,Haircare,Brand 93,19.65,64.98,973
330,Makeup Product 330,Beauty,Makeup,Brand 4,85.04,256.98,133
331,Audio Product 331,Electronics,Audio,Brand 54,1309.24,1753.58,682
332,Accessories Product 332,Electronics,Accessories,Brand 83,1780.21,2250.91,359
333,Fitness Product 333,Sports,Fitness,Brand 39,404.3,609.8,514
334,Smartphones Product 334,Electronics,Smartphones,Brand 60,333.0,407.65,258
335,Decor Product 335,Home & Garden,Decor,Brand 94,319.46,574.23,931
336,Tools Product 336,Home & Garden,Tools,Brand 72,139.46,222.82,158
337,Decor Product 337,Home & Garden,Decor,Brand 32,471.81,729.78,194
338,Smartphones Product 338,Electronics,Smartphones,Brand 79,594.62,722.35,478
339,Pants Product 339,Apparel,Pants,Brand 93,165.49,517.36,370
340,Pants Product 340,Apparel,Pants,Brand 64,107.18,240.54,950
341,Tools Product 341,Home & Garden,Tools,Brand 65,32.94,64.47,518
342,Pants Product 342,Apparel,Pants,Brand 37,122.92,209.98,556
343,Haircare Product 343,Beauty,Haircare,Brand 2,68.89,166.29,917
344,Accessories Product 344,Electronics,Accessories,Brand 47,285.19,336.66,832
345,Outdoor Product 345,Sports,Outdoor,Brand 72,32.17,40.73,249
346,Kitchen Product 346,Home & Garden,Kitchen,Brand 98,82.8,138.2,613
347,Furniture Product 347,Home & Garden,Furniture,Brand 48,137.38,201.83,863
348,Kitchen Product 348,Home & Garden,Kitchen,Brand 66,757.42,1147.28,461
349,Skincare Product 349,Beauty,Skincare,Brand 43,9.3,20.27,873
350,Team Sports Product 350,Sports,Team Sports,Brand 66,233.92,344.63,193
351,Kitchen Product 351,Home & Garden,Kitchen,Brand 95,170.88,340.48,912
352,Kitchen Product 352,Home & Garden,Kitchen,Brand 63,512.24,856.51,775
353,Makeup Product 353,Beauty,Makeup,Brand 43,50.11,101.23,739
354,Accessories Product 354,Electronics,Accessories,Brand 93,1175.73,1587.43,943
355,Accessories Product 355,Electronics,Accessories,Brand 100,545.75,709.8,642
356,Skincare Product 356,Beauty,Skincare,Brand 22,73.53,226.29,586
357,Makeup Product 357,Beauty,Makeup,Brand 5,19.04,64.37,636
358,Laptops Product 358,Electronics,Laptops,Brand 20,57.5,68.68,472
359,Outerwear Product 359,Apparel,Outerwear,Brand 61,107.84,258.88,943
360,Laptops Product 360,Electronics,Laptops,Brand 85,1046.99,1328.97,539
361,Makeup Product 361,Beauty,Makeup,Brand 69,34.81,77.69,400
362,Makeup Product 362,Beauty,Makeup,Brand 88,69.21,288.73,708
363,Tools Product 363,Home & Garden,Tools,Brand 72,200.34,307.89,355
364,Shoes Product 364,Apparel,Shoes,Brand 89,157.67,405.81,771
365,Outdoor Product 365,Sports,Outdoor,Brand 93,245.1,356.3,330
366,Furniture Product 366,Home & Garden,Furniture,Brand 51,577.74,976.97,888
367,Decor Product 367,Home & Garden,Decor,Brand 92,297.55,463.13,130
368,Tools Product 368,Home & Garden,Tools,Brand 28,659.41,1197.77,256
