order_item_id,order_id,product_id,quantity,unit_price,discount,item_revenue,item_cost,item_profit
73,42,949,4,169.99,0.0,679.96,413.36,266.6
74,43,720,2,1266.55,0.0,2533.1,2042.04,491.06
75,44,26,1,128.43,0.0,128.43,67.35,61.08
76,44,825,1,103.35,0.0,103.35,26.8,76.55
77,45,839,1,190.21,28.53,161.68,54.5,107.18
78,45,314,1,670.66,0.0,670.66,498.22,172.44
79,46,459,1,233.16,0.0,233.16,61.71,171.45
80,47,755,2,170.39,0.0,340.78,150.3,190.48
81,47,364,1,405.81,0.0,405.81,157.67,248.14
82,47,915,1,2283.14,0.0,2283.14,1947.08,336.06
83,47,78,1,279.64,0.0,279.64,207.18,72.46
84,47,673,1,923.6,0.0,923.6,699.47,224.13
85,48,125,1,281.69,0.0,281.69,137.83,143.86
86,48,330,1,256.98,25.7,231.28,85.04,146.24
87,48,684,4,284.61,0.0,1138.44,422.28,716.16
88,49,361,1,77.69,0.0,77.69,34.81,42.88
89,49,449,1,149.13,0.0,149.13,41.47,107.66
90,49,381,1,178.38,35.68,142.7,136.06,6.64
91,49,134,1,127.06,25.41,101.65,100.34,1.31
92,49,31,1,78.12,0.0,78.12,61.65,16.47
93,50,599,5,420.13,0.0,2100.65,820.75,1279.9
94,51,582,2,29.82,0.0,59.64,28.0,31.64
95,51,490,1,16.09,0.0,16.09,12.18,3.91
96,51,892,1,210.03,0.0,210.03,64.95,145.08
97,51,969,1,1435.76,0.0,1435.76,760.16,675.6
98,51,500,5,2371.69,0.0,11858.45,9523.25,2335.2
99,52,639,1,323.96,64.79,259.17,169.31,89.86
100,52,701,1,128.31,0.0,128.31,88.58,39.73
101,53,175,2,148.2,29.64,266.76,127.32,139.44
102,54,271,1,1836.04,0.0,1836.04,1330.62,505.42
103,55,209,1,1601.65,0.0,1601.65,1181.04,420.61
104,55,873,1,146.33,21.95,124.38,42.85,81.53
105,56,414,1,231.86,0.0,231.86,166.18,65.68
106,56,493,1,1055.96,211.19,844.77,615.2,229.57
107,56,566,1,806.81,0.0,806.81,469.29,337.52
108,56,786,1,538.61,0.0,538.61,172.51,366.1
109,56,822,1,401.17,0.0,401.17,306.7,94.47
110,57,842,1,283.88,28.39,255.49,139.69,115.8
111,58,334,1,407.65,0.0,407.65,333.0,74.65
112,58,315,2,2110.45,0.0,4220.9,3417.2,803.7
113,58,55,1,205.17,0.0,205.17,68.45,136.72
114,59,544,1,1502.82,0.0,1502.82,765.1,737.72
115,59,624,1,274.97,27.5,247.47,92.93,154.54
116,60,65,1,354.38,0.0,354.38,97.51,256.87
117,61,976,2,1465.4,0.0,2930.8,2632.84,297.96
118,62,87,1,526.93,0.0,526.93,180.14,346.79
119,63,398,1,1280.68,0.0,1280.68,748.35,532.33
120,63,539,1,405.01,0.0,405.01,159.11,245.9
121,64,207,1,498.41,0.0,498.41,334.76,163.65
122,64,573,2,67.12,13.42,120.82,57.68,63.14
123,64,381,5,178.38,0.0,891.9,680.3,211.6
124,65,940,1,273.51,0.0,273.51,118.31,155.2
125,65,362,2,288.73,57.75,519.71,138.42,381.29
126,66,94,1,178.69,35.74,142.95,127.23,15.72
127,67,65,1,354.38,53.16,301.22,97.51,203.71
128,68,152,1,600.7,0.0,600.7,339.98,260.72
129,68,297,4,194.37,0.0,777.48,615.16,162.32
130,68,977,1,1243.41,0.0,1243.41,865.64,377.77
131,68,223,1,232.32,0.0,232.32,204.6,27.72
132,69,330,3,256.98,154.19,616.75,255.12,361.63
133,69,511,1,273.58,0.0,273.58,120.46,153.12
134,70,98,1,663.61,0.0,663.61,453.37,210.24
135,71,10,1,183.89,0.0,183.89,85.32,98.57
136,72,23,3,113.72,34.12,307.04,159.69,147.35
137,72,434,1,1143.61,0.0,1143.61,836.54,307.07
138,73,87,2,526.93,0.0,1053.86,360.28,693.58
139,73,819,2,185.17,0.0,370.34,128.42,241.92
140,74,426,1,1827.89,182.79,1645.1,1528.03,117.07
141,75,861,1,252.25,37.84,214.41,51.63,162.78
142,75,229,1,766.18,0.0,766.18,487.53,278.65
143,76,955,1,802.3,0.0,802.3,422.36,379.94
144,77,733,1,363.44,36.34,327.1,233.95,93.15
145,77,716,1,642.64,64.26,578.38,537.99,40.39
146,77,810,1,108.56,0.0,108.56,46.79,61.77
147,77,484,1,341.57,0.0,341.57,243.32,98.25
148,77,113,1,354.99,0.0,354.99,124.54,230.45
149,78,859,1,1769.95,265.49,1504.46,1358.11,146.35
150,78,516,1,118.27,0.0,118.27,79.66,38.61
151,78,748,1,738.49,0.0,738.49,548.62,189.87
152,78,479,1,168.89,0.0,168.89,114.89,54.0
153,79,343,3,166.29,0.0,498.87,206.67,292.2
154,80,948,1,349.55,0.0,349.55,222.67,126.88
155,81,729,1,224.18,0.0,224.18,122.88,101.3
156,82,847,1,437.4,0.0,437.4,187.0,250.4
157,83,723,2,566.77,0.0,1133.54,805.24,328.3
158,84,74,1,69.48,0.0,69.48,15.99,53.49
159,85,316,1,1770.66,354.13,1416.53,1342.32,74.21
160,85,210,1,217.53,0.0,217.53,66.3,151.23
161,85,150,1,1236.32,0.0,1236.32,951.59,284.73
162,85,429,1,312.28,0.0,312.28,204.23,108.05
163,85,977,3,1243.41,0.0,3730.23,2596.92,1133.31
164,86,205,1,880.49,176.1,704.39,448.95,255.44
165,86,800,1,187.96,0.0,187.96,86.43,101.53
166,87,164,2,199.81,0.0,399.62,165.9,233.72
167,87,482,1,761.32,0.0,761.32,487.94,273.38
168,88,315,1,2110.45,0.0,2110.45,1708.6,401.85
169,89,96,1,154.94,0.0,154.94,85.86,69.08
170,90,512,1,382.89,0.0,382.89,196.12,186.77
171,91,803,1,332.24,0.0,332.24,151.15,181.09
172,91,17,4,1449.46,869.68,4928.16,3595.36,1332.8
173,91,68,1,145.77,0.0,145.77,85.77,60.0
174,91,883,1,633.05,0.0,633.05,419.85,213.2
175,91,194,1,1770.1,0.0,1770.1,1513.22,256.88
176,92,410,1,179.4,0.0,179.4,58.32,121.08
177,93,305,2,471.71,0.0,943.42,723.3,220.12
178,94,498,1,418.13,0.0,418.13,92.32,325.81
179,95,710,1,633.67,63.37,570.3,419.5,150.8
180,95,614,1,32.34,0.0,32.34,21.28,11.06
181,96,829,3,159.57,0.0,478.71,271.92,206.79
182,96,859,2,1769.95,0.0,3539.9,2716.22,823.68
183,96,479,2,168.89,0.0,337.78,229.78,108.0
184,97,582,1,29.82,0.0,29.82,14.0,15.82
185,98,742,1,1393.57,0.0,1393.57,714.76,678.81
186,98,146,2,130.0,0.0,260.0,93.44,166.56
187,98,112,3,2368.89,0.0,7106.67,5577.6,1529.07
188,99,539,1,405.01,0.0,405.01,159.11,245.9
189,99,235,3,26.99,0.0,80.97,39.21,41.76
190,100,23,1,113.72,11.37,102.35,53.23,49.12
191,100,255,1,1222.71,0.0,1222.71,1024.53,198.18
192,100,737,1,349.37,0.0,349.37,92.82,256.55
193,101,425,3,450.17,202.58,1147.93,806.85,341.08
194,101,177,3,415.9,0.0,1247.7,1048.2,199.5
195,102,882,2,981.35,0.0,1962.7,1218.66,744.04
196,103,496,1,340.65,0.0,340.65,191.21,149.44
197,104,15,2,115.01,0.0,230.02,69.78,160.24
198,105,160,1,2459.81,0.0,2459.81,1895.18,564.63
199,105,821,1,40.75,0.0,40.75,18.06,22.69
200,106,742,1,1393.57,0.0,1393.57,714.76,678.81
201,107,194,2,1770.1,0.0,3540.2,3026.44,513.76
202,107,824,1,1275.72,0.0,1275.72,1053.65,222.07
203,108,386,4,76.12,0.0,304.48,119.4,185.08
204,108,934,1,604.19,0.0,604.19,457.03,147.16
205,109,502,4,600.28,0.0,2401.12,1686.2,714.92
206,110,184,1,1888.0,0.0,1888.0,999.38,888.62
207,110,144,2,68.03,0.0,136.06,72.46,63.6
208,110,834,1,329.06,0.0,329.06,153.35,175.71
209,110,494,1,142.11,0.0,142.11,94.54,47.57
210,111,188,3,102.25,0.0,306.75,166.56,140.19
211,112,631,1,161.95,24.29,137.66,120.86,16.8
212,113,197,2,381.48,0.0,762.96,166.26,596.7
213,114,540,1,873.72,0.0,873.72,522.57,351.15
214,115,202,1,519.73,0.0,519.73,338.54,181.19
215,116,713,1,147.28,0.0,147.28,46.63,100.65
216,116,822,4,401.17,240.7,1363.98,1226.8,137.18
217,117,312,2,1382.97,553.19,2212.75,1921.82,290.93
218,117,46,1,94.25,0.0,94.25,19.96,74.29
219,118,624,1,274.97,0.0,274.97,92.93,182.04
220,118,4,1,309.14,30.91,278.23,230.11,48.12
221,118,149,1,501.91,100.38,401.53,199.92,201.61
222,119,471,1,414.53,0.0,414.53,191.31,223.22
223,119,499,1,125.82,25.16,100.66,68.43,32.23
224,120,160,1,2459.81,0.0,2459.81,1895.18,564.63
225,120,255,1,1222.71,0.0,1222.71,1024.53,198.18
226,120,783,1,1524.84,0.0,1524.84,1083.56,441.28
227,121,186,1,716.14,0.0,716.14,563.47,152.67
228,121,660,1,83.53,0.0,83.53,74.35,9.18
229,121,958,1,63.99,0.0,63.99,24.35,39.64
230,122,608,1,283.36,0.0,283.36,89.51,193.85
231,123,160,3,2459.81,0.0,7379.43,5685.54,1693.89
232,123,260,1,765.6,0.0,765.6,509.5,256.1
233,124,589,1,141.29,0.0,141.29,65.87,75.42
234,125,769,1,478.56,71.78,406.78,327.11,79.67
235,126,518,2,570.9,0.0,1141.8,754.8,387.0
236,127,699,2,780.25,0.0,1560.5,1159.52,400.98
237,127,842,3,283.88,0.0,851.64,419.07,432.57
238,128,95,1,232.25,0.0,232.25,77.13,155.12
239,128,304,3,175.86,0.0,527.58,334.71,192.87
240,129,166,1,113.0,16.95,96.05,37.79,58.26
241,130,178,3,480.66,0.0,1441.98,901.29,540.69
242,130,962,2,192.33,0.0,384.66,207.94,176.72
243,131,445,1,138.05,0.0,138.05,30.75,107.3
244,132,591,1,25.93,0.0,25.93,10.79,15.14
245,132,52,1,208.42,41.68,166.74,99.63,67.11
246,132,57,2,1093.99,0.0,2187.98,1217.56,970.42
247,133,550,3,1861.23,0.0,5583.69,4210.14,1373.55
248,134,516,1,118.27,0.0,118.27,79.66,38.61
249,134,783,1,1524.84,0.0,1524.84,1083.56,441.28
250,135,256,1,1884.08,0.0,1884.08,1666.76,217.32
251,136,393,1,32.38,0.0,32.38,10.87,21.51
252,136,158,1,35.83,0.0,35.83,24.15,11.68
253,136,341,5,64.47,0.0,322.35,164.7,157.65
254,136,930,1,183.16,36.63,146.53,74.68,71.85
255,137,240,1,597.47,0.0,597.47,424.76,172.71
256,137,836,1,1022.78,0.0,1022.78,790.43,232.35
257,137,757,1,109.92,21.98,87.94,40.83,47.11
258,137,838,1,50.64,0.0,50.64,29.81,20.83
259,138,912,1,264.13,39.62,224.51,151.03,73.48
260,138,199,1,215.04,0.0,215.04,66.53,148.51
261,139,765,1,1658.1,0.0,1658.1,1344.5,313.6
262,140,837,1,396.86,0.0,396.86,186.28,210.58
263,140,341,1,64.47,0.0,64.47,32.94,31.53
264,141,495,1,28.38,2.84,25.54,13.05,12.49
265,141,594,1,399.73,0.0,399.73,277.73,122.0
266,141,687,2,39.68,0.0,79.36,55.48,23.88
267,141,93,3,1305.52,391.66,3524.9,2524.38,1000.52
268,142,436,5,136.55,0.0,682.75,338.15,344.6
269,143,656,1,145.07,0.0,145.07,120.11,24.96
270,144,334,1,407.65,0.0,407.65,333.0,74.65
271,144,990,1,105.65,0.0,105.65,35.16,70.49
272,144,392,2,160.8,0.0,321.6,109.84,211.76
273,144,63,2,1664.26,332.85,2995.67,1799.98,1195.69
274,144,644,1,2168.99,0.0,2168.99,1575.78,593.21
275,145,487,1,143.32,21.5,121.82,57.43,64.39
276,146,593,1,910.47,0.0,910.47,549.07,361.4
277,147,650,1,405.7,0.0,405.7,286.08,119.62
278,148,290,1,114.91,0.0,114.91,68.89,46.02
279,148,856,1,129.79,0.0,129.79,48.82,80.97
280,149,446,1,353.94,0.0,353.94,187.56,166.38
281,149,535,3,149.17,0.0,447.51,239.91,207.6
282,149,818,1,163.67,0.0,163.67,117.49,46.18
283,150,238,1,1033.06,0.0,1033.06,871.23,161.83
284,150,803,1,332.24,0.0,332.24,151.15,181.09
285,151,122,2,938.92,0.0,1877.84,1120.46,757.38
286,152,549,3,213.05,0.0,639.15,261.87,377.28
287,153,754,1,692.84,0.0,692.84,456.63,236.21
288,153,763,4,275.07,0.0,1100.28,550.88,549.4
289,153,123,2,282.89,113.16,452.62,210.78,241.84
290,153,7,1,1235.64,0.0,1235.64,732.43,503.21
291,153,870,1,165.74,0.0,165.74,106.07,59.67
292,154,177,4,415.9,0.0,1663.6,1397.6,266.0
293,155,368,4,1197.77,0.0,4791.08,2637.64,2153.44
294,155,361,2,77.69,31.08,124.3,69.62,54.68
295,155,328,1,224.96,0.0,224.96,128.67,96.29
296,155,241,1,479.4,0.0,479.4,334.84,144.56
297,155,41,3,392.09,0.0,1176.27,737.61,438.66
298,156,30,1,1477.15,0.0,1477.15,900.62,576.53
299,157,185,1,250.92,0.0,250.92,185.89,65.03
300,158,717,1,180.88,0.0,180.88,59.78,121.1
301,159,328,1,224.96,44.99,179.97,128.67,51.3
302,160,689,1,108.03,0.0,108.03,74.63,33.4
303,161,206,2,108.46,0.0,216.92,139.88,77.04
304,162,740,2,185.27,0.0,370.54,154.86,215.68
305,163,117,2,111.1,0.0,222.2,169.94,52.26
306,163,178,1,480.66,72.1,408.56,300.43,108.13
307,163,178,1,480.66,0.0,480.66,300.43,180.23
308,163,826,1,664.35,0.0,664.35,431.23,233.12
309,164,395,2,1794.36,0.0,3588.72,2879.0,709.72
310,165,375,1,197.27,0.0,197.27,55.84,141.43
311,166,199,1,215.04,0.0,215.04,66.53,148.51
312,167,726,1,281.46,0.0,281.46,65.57,215.89
313,167,644,1,2168.99,325.35,1843.64,1575.78,267.86
314,167,869,1,431.6,0.0,431.6,165.63,265.97
315,167,271,1,1836.04,0.0,1836.04,1330.62,505.42
316,167,660,1,83.53,12.53,71.0,74.35,-3.35
317,168,882,3,981.35,0.0,2944.05,1827.99,1116.06
318,168,247,1,1076.51,0.0,1076.51,882.64,193.87
319,168,516,1,118.27,0.0,118.27,79.66,38.61
320,169,977,2,1243.41,248.68,2238.14,1731.28,506.86
321,169,436,1,136.55,0.0,136.55,67.63,68.92
322,169,773,1,1612.91,241.94,1370.97,1439.4,-68.43
323,169,197,5,381.48,0.0,1907.4,415.65,1491.75
324,169,269,1,286.78,28.68,258.1,188.46,69.64
325,170,259,2,247.46,0.0,494.92,105.26,389.66
326,171,389,1,420.79,0.0,420.79,192.11,228.68
327,172,998,1,56.55,0.0,56.55,20.96,35.59
328,172,168,1,598.25,0.0,598.25,429.45,168.8
329,173,512,4,382.89,229.73,1301.83,784.48,517.35
330,174,727,1,238.28,0.0,238.28,188.04,50.24
331,174,281,1,626.98,0.0,626.98,473.74,153.24
332,174,992,1,1504.04,0.0,1504.04,961.58,542.46
333,174,983,3,2437.64,0.0,7312.92,5279.34,2033.58
334,175,779,2,142.98,0.0,285.96,63.48,222.48
335,175,626,1,45.93,0.0,45.93,36.71,9.22
336,176,554,1,76.28,0.0,76.28,29.63,46.65
337,176,436,1,136.55,0.0,136.55,67.63,68.92
338,177,40,1,2712.38,0.0,2712.38,1938.61,773.77
339,178,93,1,1305.52,0.0,1305.52,841.46,464.06
340,179,902,1,285.76,0.0,285.76,196.12,89.64
341,179,218,1,188.34,0.0,188.34,72.65,115.69
342,179,885,1,58.64,0.0,58.64,34.06,24.58
343,180,350,1,344.63,0.0,344.63,233.92,110.71
344,181,221,1,730.48,0.0,730.48,404.74,325.74
345,181,251,1,129.76,0.0,129.76,47.77,81.99
346,181,214,1,697.72,104.66,593.06,457.49,135.57
347,182,824,1,1275.72,127.57,1148.15,1053.65,94.5
348,182,716,1,642.64,64.26,578.38,537.99,40.39
349,182,470,1,95.76,0.0,95.76,65.81,29.95
350,183,799,1,147.38,0.0,147.38,67.12,80.26
351,184,887,1,181.96,0.0,181.96,93.47,88.49
352,185,677,1,166.35,0.0,166.35,56.32,110.03
353,186,730,1,1639.85,0.0,1639.85,831.59,808.26
354,186,284,1,227.54,0.0,227.54,146.22,81.32
355,187,397,1,169.08,0.0,169.08,68.91,100.17
356,188,579,3,421.56,0.0,1264.68,668.61,596.07
357,189,400,1,1111.7,0.0,1111.7,829.56,282.14
358,190,108,1,2131.29,0.0,2131.29,1513.38,617.91
359,191,212,1,850.92,170.18,680.74,592.96,87.78
360,191,960,1,95.43,0.0,95.43,74.77,20.66
361,192,964,1,136.44,0.0,136.44,64.26,72.18
362,192,342,2,209.98,62.99,356.97,245.84,111.13
363,193,410,1,179.4,17.94,161.46,58.32,103.14
364,194,813,1,147.5,0.0,147.5,113.24,34.26
365,194,999,1,407.14,0.0,407.14,230.33,176.81
366,194,560,1,1034.52,0.0,1034.52,740.67,293.85
367,195,769,1,478.56,47.86,430.7,327.11,103.59
368,196,827,1,1522.42,0.0,1522.42,1204.62,317.8
369,196,271,1,1836.04,0.0,1836.04,1330.62,505.42
370,197,481,2,569.34,0.0,1138.68,776.9,361.78
371,198,761,1,1496.3,0.0,1496.3,1060.28,436.02
372,199,552,1,1742.4,0.0,1742.4,1338.84,403.56
373,199,824,4,1275.72,0.0,5102.88,4214.6,888.28
374,199,429,1,312.28,0.0,312.28,204.23,108.05
375,200,180,3,1463.94,0.0,4391.82,3741.09,650.73
376,200,475,4,419.27,0.0,1677.08,1032.96,644.12
377,200,463,3,1250.19,0.0,3750.57,2354.52,1396.05
378,200,563,1,579.67,86.95,492.72,461.91,30.81
379,201,428,4,1424.37,569.75,5127.73,4462.24,665.49
380,201,929,1,78.09,0.0,78.09,23.04,55.05
381,202,944,3,1248.68,0.0,3746.04,2299.62,1446.42
382,202,176,2,1221.94,0.0,2443.88,1498.6,945.28
383,203,393,1,32.38,3.24,29.14,10.87,18.27
384,204,131,4,80.91,0.0,323.64,192.8,130.84
385,204,615,1,1419.55,283.91,1135.64,789.15,346.49
386,205,41,1,392.09,0.0,392.09,245.87,146.22
387,206,538,1,529.86,0.0,529.86,397.63,132.23
388,207,585,3,193.0,0.0,579.0,276.48,302.52
389,208,386,3,76.12,0.0,228.36,89.55,138.81
390,209,669,4,1220.75,0.0,4883.0,2576.76,2306.24
391,209,344,2,336.66,0.0,673.32,570.38,102.94
392,209,691,3,552.09,0.0,1656.27,1096.98,559.29
393,210,553,1,1624.67,0.0,1624.67,1408.97,215.7
394,210,844,1,426.71,0.0,426.71,297.18,129.53
395,210,715,1,327.26,0.0,327.26,185.27,141.99
396,211,631,1,161.95,24.29,137.66,120.86,16.8
397,212,695,1,1729.78,0.0,1729.78,1330.7,399.08
398,212,213,1,298.51,0.0,298.51,112.33,186.18
399,213,205,1,880.49,0.0,880.49,448.95,431.54
400,213,425,1,450.17,0.0,450.17,268.95,181.22
401,214,297,2,194.37,0.0,388.74,307.58,81.16
402,214,399,1,793.3,0.0,793.3,545.75,247.55
403,215,478,1,190.9,0.0,190.9,58.51,132.39
404,216,586,1,87.34,17.47,69.87,55.07,14.8
405,217,823,2,266.26,0.0,532.52,409.04,123.48
406,218,945,1,134.23,0.0,134.23,58.5,75.73
407,219,946,1,1575.82,0.0,1575.82,962.04,613.78
408,220,707,1,44.88,0.0,44.88,39.15,5.73
409,221,201,1,92.56,18.51,74.05,57.62,16.43
410,221,885,1,58.64,0.0,58.64,34.06,24.58
411,222,691,1,552.09,0.0,552.09,365.66,186.43
412,223,763,1,275.07,0.0,275.07,137.72,137.35
413,224,593,4,910.47,0.0,3641.88,2196.28,1445.6
414,225,741,3,114.36,0.0,343.08,233.13,109.95
415,225,786,1,538.61,0.0,538.61,172.51,366.1
416,226,659,1,383.16,0.0,383.16,280.15,103.01
417,227,768,1,155.05,0.0,155.05,53.86,101.19
418,227,598,1,778.22,0.0,778.22,468.25,309.97
419,228,974,2,1530.51,0.0,3061.02,2348.7,712.32
420,229,934,3,604.19,0.0,1812.57,1371.09,441.48
421,229,20,1,402.25,0.0,402.25,97.25,305.0
422,229,963,1,290.28,0.0,290.28,58.31,231.97
423,229,938,1,203.44,0.0,203.44,174.31,29.13
424,230,355,1,709.8,0.0,709.8,545.75,164.05
425,231,268,2,177.95,0.0,355.9,132.74,223.16
426,231,51,1,759.11,0.0,759.11,465.22,293.89
427,231,703,2,357.5,0.0,715.0,630.62,84.38
428,232,623,1,958.09,143.71,814.38,675.57,138.81
429,233,138,1,130.18,0.0,130.18,47.8,82.38
430,233,528,1,1667.59,0.0,1667.59,1258.7,408.89
431,233,922,1,1057.68,0.0,1057.68,735.86,321.82
432,233,339,1,517.36,0.0,517.36,165.49,351.87
433,234,79,4,708.43,0.0,2833.72,1883.12,950.6
434,235,945,4,134.23,0.0,536.92,234.0,302.92
435,235,623,2,958.09,191.62,1724.56,1351.14,373.42
436,236,554,1,76.28,0.0,76.28,29.63,46.65
437,237,860,1,220.15,0.0,220.15,85.56,134.59
438,237,534,1,64.17,12.83,51.34,27.66,23.68
439,238,254,3,1066.87,0.0,3200.61,2686.71,513.9
440,239,177,1,415.9,0.0,415.9,349.4,66.5
441,239,145,1,121.02,12.1,108.92,80.7,28.22
442,239,185,1,250.92,0.0,250.92,185.89,65.03
443,240,201,1,92.56,0.0,92.56,57.62,34.94
444,241,211,1,225.61,33.84,191.77,118.83,72.94
445,241,160,1,2459.81,0.0,2459.81,1895.18,564.63
446,242,868,4,1328.7,1062.96,4251.84,3423.12,828.72
447,243,367,1,463.13,0.0,463.13,297.55,165.58
448,243,394,2,47.91,9.58,86.24,38.48,47.76
449,243,546,1,228.72,0.0,228.72,150.38,78.34
450,243,755,4,170.39,0.0,681.56,300.6,380.96
451,243,437,1,27.76,4.16,23.6,18.2,5.4
452,244,992,2,1504.04,0.0,3008.08,1923.16,1084.92
453,245,439,1,640.58,0.0,640.58,497.12,143.46
454,246,639,1,323.96,0.0,323.96,169.31,154.65
455,246,326,1,353.01,0.0,353.01,187.93,165.08
456,247,457,2,162.94,0.0,325.88,222.42,103.46
457,247,839,1,190.21,0.0,190.21,54.5,135.71
458,248,535,1,149.17,0.0,149.17,79.97,69.2
459,249,633,3,232.44,0.0,697.32,172.77,524.55
460,250,921,1,240.0,0.0,240.0,165.2,74.8
461,251,339,1,517.36,0.0,517.36,165.49,351.87
462,251,308,1,99.13,0.0,99.13,41.41,57.72
463,252,4,1,309.14,0.0,309.14,230.11,79.03
464,252,772,1,522.18,0.0,522.18,410.21,111.97
465,253,906,1,221.38,0.0,221.38,198.59,22.79
466,253,513,1,179.48,17.95,161.53,82.44,79.09
467,254,898,1,214.23,0.0,214.23,116.42,97.81
468,255,793,1,258.33,0.0,258.33,142.96,115.37
469,256,383,4,237.11,0.0,948.44,682.72,265.72
470,256,441,1,229.2,0.0,229.2,99.07,130.13
471,256,325,1,243.72,0.0,243.72,83.98,159.74
472,257,478,1,190.9,0.0,190.9,58.51,132.39
473,258,501,3,367.56,220.54,882.14,772.98,109.16
474,259,378,1,783.66,156.73,626.93,610.82,16.11
475,259,766,1,325.5,65.1,260.4,96.1,164.3
476,260,447,1,267.17,53.43,213.74,76.46,137.28
477,261,32,1,1600.42,0.0,1600.42,1421.53,178.89
478,261,878,1,1122.75,0.0,1122.75,676.46,446.29
479,261,921,1,240.0,24.0,216.0,165.2,50.8
480,261,321,1,903.32,0.0,903.32,632.4,270.92
481,262,340,2,240.54,0.0,481.08,214.36,266.72
482,263,829,1,159.57,0.0,159.57,90.64,68.93
483,263,634,1,244.3,48.86,195.44,87.35,108.09
484,263,795,1,350.56,0.0,350.56,84.97,265.59
