order_id,product_id,quantity,item_revenue,item_cost,item_profit
100109.0,GGOEAAEB099214,1,12.5,,
100110.0,GGOEGDHH087299,2,199.98,,
100111.0,GGOEGBJR013999,1,22.0,,
100112.0,GGOEGFXQ016399,2,158.0,,
100113.0,GGOEGDHH087299,1,99.99,,
100114.0,GGOEYHPB098810,2,96.0,,
100115.0,GGOEGFXQ016399,1,79.0,,
100116.0,GGOEGFKQ014499,1,24.99,,
100117.0,GGOEGDHH087299,1,99.99,,
100118.0,GGOEGFXQ016399,1,79.0,,
100119.0,GGOEGAAB010516,1,18.0,,
100120.0,GGOEAAEB099214,1,12.5,,
100121.0,GGOEGAXB098810,1,26.5,,
100122.0,GGOEGAXB098810,2,53.0,,
100123.0,GGOEGAXB098810,2,53.0,,
100124.0,GGOEGFKQ014499,1,24.99,,
100125.0,GGOEGAAB010516,1,18.0,,
100126.0,GGOEGFXQ016399,1,79.0,,
100127.0,GGOEAKBB010299,1,65.0,,
100128.0,GGOEAAEB099214,1,12.5,,
100129.0,GGOEGAXB098810,1,26.5,,
100130.0,GGOEFAAB010617,2,13.0,,
100131.0,GGOEAAEB099214,1,12.5,,
100132.0,GGOEAKBB010299,1,65.0,,
100133.0,GGOEGAAB010516,1,18.0,,
100134.0,GGOEGDHH087299,1,99.99,,
100135.0,GGOEGDHH087299,1,99.99,,
100136.0,GGOEGFXQ016399,1,79.0,,
100137.0,GGOEGDHH087299,1,99.99,,
100138.0,GGOEGDHH087299,1,99.99,,
100139.0,GGOEAKBB010299,1,65.0,,
100140.0,GGOEGAAB010516,1,18.0,,
100141.0,GGOEGFKQ014499,1,24.99,,
100142.0,GGOEGAAB010516,1,18.0,,
100143.0,GGOEGBJR013999,1,22.0,,
100144.0,GGOEGFKQ014499,1,24.99,,
100145.0,GGOEGFXQ016399,2,158.0,,
100146.0,GGOEAAEB099214,1,12.5,,
100147.0,GGOEGFKQ014499,1,24.99,,
100148.0,GGOEGBJR013999,1,22.0,,
100149.0,GGOEGAXB098810,2,53.0,,
100150.0,GGOEAKBB010299,1,65.0,,
100151.0,GGOEGFKQ014499,1,24.99,,
100152.0,GGOEAKBB010299,1,65.0,,
100153.0,GGOEGFXQ016399,1,79.0,,
100154.0,GGOEGFKQ014499,1,24.99,,
100155.0,GGOEFAAB010617,1,6.5,,
100156.0,GGOEGAAB010516,1,18.0,,
100157.0,GGOEGDHH087299,1,99.99,,
100158.0,GGOEAKBB010299,1,65.0,,
100159.0,GGOEYHPB098810,1,48.0,,
100160.0,GGOEGAXB098810,1,26.5,,
100161.0,GGOEGAXB098810,1,26.5,,
100162.0,GGOEGAAB010516,2,36.0,,
100163.0,GGOEGAXB098810,2,53.0,,
100164.0,GGOEAKBB010299,2,130.0,,
100165.0,GGOEGBJR013999,1,22.0,,
100166.0,GGOEGDHH087299,1,99.99,,
100167.0,GGOEFAAB010617,1,6.5,,
100168.0,GGOEGAAB010516,1,18.0,,
100169.0,GGOEGFKQ014499,1,24.99,,
100170.0,GGOEFAAB010617,1,6.5,,
100171.0,GGOEGDHH087299,1,99.99,,
100172.0,GGOEGAAB010516,1,18.0,,
100173.0,GGOEAKBB010299,1,65.0,,
100174.0,GGOEAKBB010299,2,130.0,,
100175.0,GGOEAKBB010299,1,65.0,,
100176.0,GGOEGDHH087299,1,99.99,,
100177.0,GGOEGAAB010516,1,18.0,,
100178.0,GGOEGAXB098810,2,53.0,,
100179.0,GGOEAAEB099214,2,25.0,,
100180.0,GGOEAKBB010299,1,65.0,,
100181.0,GGOEYHPB098810,2,96.0,,
100182.0,GGOEAKBB010299,2,130.0,,
100183.0,GGOEGBJR013999,1,22.0,,
100184.0,GGOEGFXQ016399,1,79.0,,
100185.0,GGOEAAEB099214,2,25.0,,
100186.0,GGOEAAEB099214,1,12.5,,
100187.0,GGOEGDHH087299,2,199.98,,
100188.0,GGOEAKBB010299,1,65.0,,
100189.0,GGOEGFKQ014499,1,24.99,,
100190.0,GGOEFAAB010617,1,6.5,,
100191.0,GGOEAAEB099214,1,12.5,,
100192.0,GGOEGAXB098810,1,26.5,,
100193.0,GGOEGDHH087299,2,199.98,,
100194.0,GGOEFAAB010617,1,6.5,,
100195.0,GGOEFAAB010617,1,6.5,,
100196.0,GGOEGAXB098810,1,26.5,,
100197.0,GGOEYHPB098810,1,48.0,,
100198.0,GGOEGAAB010516,1,18.0,,
100199.0,GGOEGFXQ016399,1,79.0,,
100200.0,GGOEGAAB010516,1,18.0,,
100201.0,GGOEAAEB099214,1,12.5,,
100202.0,GGOEGFKQ014499,1,24.99,,
100203.0,GGOEYHPB098810,2,96.0,,
100204.0,GGOEAAEB099214,1,12.5,,
100205.0,GGOEGAXB098810,1,26.5,,
100206.0,GGOEGBJR013999,2,44.0,,
100207.0,GGOEAAEB099214,1,12.5,,
100208.0,GGOEGAXB098810,1,26.5,,
100209.0,GGOEGBJR013999,1,22.0,,
100210.0,GGOEAKBB010299,3,195.0,,
100211.0,GGOEGFXQ016399,1,79.0,,
100212.0,GGOEAKBB010299,1,65.0,,
100213.0,GGOEAKBB010299,1,65.0,,
100214.0,GGOEGDHH087299,1,99.99,,
100215.0,GGOEYHPB098810,2,96.0,,
100216.0,GGOEAAEB099214,2,25.0,,
100217.0,GGOEGFKQ014499,1,24.99,,
100218.0,GGOEFAAB010617,2,13.0,,
100219.0,GGOEGFKQ014499,1,24.99,,
100220.0,GGOEGBJR013999,1,22.0,,
100221.0,GGOEFAAB010617,1,6.5,,
100222.0,GGOEGBJR013999,1,22.0,,
100223.0,GGOEAAEB099214,1,12.5,,
100224.0,GGOEYHPB098810,1,48.0,,
100225.0,GGOEFAAB010617,1,6.5,,
100226.0,GGOEGFXQ016399,2,158.0,,
100227.0,GGOEGAXB098810,1,26.5,,
100228.0,GGOEYHPB098810,1,48.0,,
100229.0,GGOEGBJR013999,1,22.0,,
100230.0,GGOEFAAB010617,1,6.5,,
100231.0,GGOEFAAB010617,1,6.5,,
100232.0,GGOEAKBB010299,1,65.0,,
100233.0,GGOEGBJR013999,3,66.0,,
100234.0,GGOEAKBB010299,1,65.0,,
100235.0,GGOEYHPB098810,2,96.0,,
100236.0,GGOEFAAB010617,2,13.0,,
100237.0,GGOEGBJR013999,2,44.0,,
100238.0,GGOEGAXB098810,1,26.5,,
100239.0,GGOEGAAB010516,1,18.0,,
100240.0,GGOEGFKQ014499,1,24.99,,
100241.0,GGOEYHPB098810,1,48.0,,
100242.0,GGOEAAEB099214,1,12.5,,
100243.0,GGOEGAAB010516,1,18.0,,
100244.0,GGOEGFKQ014499,2,49.98,,
100245.0,GGOEGAXB098810,1,26.5,,
100246.0,GGOEGAAB010516,2,36.0,,
100247.0,GGOEGFXQ016399,1,79.0,,
100248.0,GGOEFAAB010617,1,6.5,,
100249.0,GGOEGAAB010516,1,18.0,,
100250.0,GGOEAKBB010299,1,65.0,,
100251.0,GGOEGDHH087299,2,199.98,,
100252.0,GGOEGDHH087299,1,99.99,,
100253.0,GGOEAAEB099214,2,25.0,,
100254.0,GGOEGBJR013999,1,22.0,,
100255.0,GGOEYHPB098810,2,96.0,,
100256.0,GGOEYHPB098810,1,48.0,,
100257.0,GGOEGAAB010516,1,18.0,,
100258.0,GGOEAAEB099214,2,25.0,,
100259.0,GGOEAAEB099214,1,12.5,,
100260.0,GGOEFAAB010617,2,13.0,,
100261.0,GGOEYHPB098810,1,48.0,,
100262.0,GGOEGDHH087299,1,99.99,,
100263.0,GGOEGFKQ014499,1,24.99,,
100264.0,GGOEGDHH087299,1,99.99,,
100265.0,GGOEAAEB099214,2,25.0,,
100266.0,GGOEYHPB098810,2,96.0,,
100267.0,GGOEAAEB099214,2,25.0,,
100268.0,GGOEGFXQ016399,1,79.0,,
100269.0,GGOEGAXB098810,1,26.5,,
100270.0,GGOEGFXQ016399,1,79.0,,
100271.0,GGOEGFXQ016399,1,79.0,,
100272.0,GGOEYHPB098810,1,48.0,,
100273.0,GGOEAKBB010299,3,195.0,,
100274.0,GGOEGDHH087299,1,99.99,,
100275.0,GGOEGAXB098810,1,26.5,,
100276.0,GGOEGAAB010516,1,18.0,,
100277.0,GGOEGAAB010516,1,18.0,,
100278.0,GGOEAAEB099214,2,25.0,,
100279.0,GGOEGDHH087299,1,99.99,,
100280.0,GGOEGFKQ014499,1,24.99,,
100281.0,GGOEAAEB099214,1,12.5,,
100282.0,GGOEAKBB010299,1,65.0,,
100283.0,GGOEFAAB010617,3,19.5,,
100284.0,GGOEGFXQ016399,1,79.0,,
100285.0,GGOEGAXB098810,1,26.5,,
100286.0,GGOEGAAB010516,1,18.0,,
100287.0,GGOEGAAB010516,1,18.0,,
100288.0,GGOEGFKQ014499,1,24.99,,
100289.0,GGOEGAAB010516,1,18.0,,
100290.0,GGOEGFKQ014499,1,24.99,,
100291.0,GGOEGFKQ014499,1,24.99,,
100292.0,GGOEAAEB099214,3,37.5,,
100293.0,GGOEFAAB010617,1,6.5,,
100294.0,GGOEGAAB010516,1,18.0,,
100295.0,GGOEGFXQ016399,1,79.0,,
100296.0,GGOEGDHH087299,2,199.98,,
100297.0,GGOEGAXB098810,1,26.5,,
100298.0,GGOEAKBB010299,2,130.0,,
100299.0,GGOEGFKQ014499,1,24.99,,
100300.0,GGOEFAAB010617,1,6.5,,
100301.0,GGOEFAAB010617,2,13.0,,
100302.0,GGOEFAAB010617,1,6.5,,
100303.0,GGOEGDHH087299,1,99.99,,
100304.0,GGOEGFKQ014499,1,24.99,,
100305.0,GGOEGFKQ014499,1,24.99,,
100306.0,GGOEFAAB010617,1,6.5,,
100307.0,GGOEGAXB098810,1,26.5,,
100308.0,GGOEYHPB098810,1,48.0,,
100309.0,GGOEGAXB098810,1,26.5,,
100310.0,GGOEGAAB010516,1,18.0,,
100311.0,GGOEGBJR013999,1,22.0,,
100312.0,GGOEGAAB010516,2,36.0,,
100313.0,GGOEAAEB099214,1,12.5,,
100314.0,GGOEYHPB098810,1,48.0,,
100315.0,GGOEGAAB010516,2,36.0,,
100316.0,GGOEGFXQ016399,1,79.0,,
100317.0,GGOEAKBB010299,3,195.0,,
100318.0,GGOEAKBB010299,1,65.0,,
100319.0,GGOEFAAB010617,2,13.0,,
100320.0,GGOEGAXB098810,2,53.0,,
100321.0,GGOEGAAB010516,1,18.0,,
100322.0,GGOEAAEB099214,2,25.0,,
100323.0,GGOEGFKQ014499,1,24.99,,
100324.0,GGOEYHPB098810,1,48.0,,
100325.0,GGOEFAAB010617,1,6.5,,
100326.0,GGOEAAEB099214,1,12.5,,
100327.0,GGOEGFXQ016399,1,79.0,,
100328.0,GGOEGAXB098810,2,53.0,,
100329.0,GGOEGFKQ014499,1,24.99,,
100330.0,GGOEFAAB010617,1,6.5,,
100331.0,GGOEGBJR013999,1,22.0,,
100332.0,GGOEGAXB098810,1,26.5,,
100333.0,GGOEGDHH087299,1,99.99,,
100334.0,GGOEGAXB098810,3,79.5,,
100335.0,GGOEGAXB098810,1,26.5,,
100336.0,GGOEGAAB010516,1,18.0,,
100337.0,GGOEAKBB010299,1,65.0,,
100338.0,GGOEFAAB010617,1,6.5,,
100339.0,GGOEGFKQ014499,1,24.99,,
100340.0,GGOEGAAB010516,1,18.0,,
100341.0,GGOEAAEB099214,2,25.0,,
100342.0,GGOEGFXQ016399,2,158.0,,
100343.0,GGOEGDHH087299,1,99.99,,
100344.0,GGOEAAEB099214,1,12.5,,
100345.0,GGOEYHPB098810,2,96.0,,
100346.0,GGOEAAEB099214,1,12.5,,
100347.0,GGOEGAXB098810,2,53.0,,
100348.0,GGOEGFKQ014499,1,24.99,,
100349.0,GGOEGBJR013999,1,22.0,,
100350.0,GGOEGAAB010516,1,18.0,,
100351.0,GGOEGDHH087299,1,99.99,,
100352.0,GGOEYHPB098810,1,48.0,,
100353.0,GGOEAAEB099214,1,12.5,,
100354.0,GGOEFAAB010617,1,6.5,,
100355.0,GGOEGFKQ014499,1,24.99,,
100356.0,GGOEGAAB010516,1,18.0,,
100357.0,GGOEGBJR013999,2,44.0,,
100358.0,GGOEGDHH087299,2,199.98,,
100359.0,GGOEAAEB099214,1,12.5,,
100360.0,GGOEGFXQ016399,1,79.0,,
100361.0,GGOEGAXB098810,1,26.5,,
100362.0,GGOEGAAB010516,1,18.0,,
100363.0,GGOEGFXQ016399,1,79.0,,
100364.0,GGOEAAEB099214,1,12.5,,
100365.0,GGOEGBJR013999,3,66.0,,
100366.0,GGOEAAEB099214,1,12.5,,
100367.0,GGOEAKBB010299,1,65.0,,
100368.0,GGOEAKBB010299,1,65.0,,
100369.0,GGOEYHPB098810,1,48.0,,
100370.0,GGOEAKBB010299,1,65.0,,
100371.0,GGOEGFKQ014499,3,74.97,,
100372.0,GGOEGAAB010516,1,18.0,,
100373.0,GGOEYHPB098810,1,48.0,,
100374.0,GGOEGAXB098810,1,26.5,,
100375.0,GGOEAKBB010299,1,65.0,,
100376.0,GGOEGAAB010516,1,18.0,,
100377.0,GGOEGFXQ016399,1,79.0,,
100378.0,GGOEAKBB010299,1,65.0,,
100379.0,GGOEGFKQ014499,2,49.98,,
100380.0,GGOEGAXB098810,1,26.5,,
100381.0,GGOEYHPB098810,2,96.0,,
100382.0,GGOEGFXQ016399,2,158.0,,
100383.0,GGOEAKBB010299,1,65.0,,
100384.0,GGOEGDHH087299,2,199.98,,
100385.0,GGOEGBJR013999,1,22.0,,
100386.0,GGOEGDHH087299,1,99.99,,
100387.0,GGOEGDHH087299,1,99.99,,
100388.0,GGOEFAAB010617,2,13.0,,
100389.0,GGOEGFKQ014499,1,24.99,,
100390.0,GGOEGAXB098810,1,26.5,,
100391.0,GGOEGFXQ016399,1,79.0,,
100392.0,GGOEGAXB098810,2,53.0,,
100393.0,GGOEFAAB010617,3,19.5,,
100394.0,GGOEAKBB010299,1,65.0,,
100395.0,GGOEGDHH087299,1,99.99,,
100396.0,GGOEGBJR013999,1,22.0,,
100397.0,GGOEGFKQ014499,1,24.99,,
100398.0,GGOEGFXQ016399,1,79.0,,
100399.0,GGOEAAEB099214,1,12.5,,
100400.0,GGOEYHPB098810,1,48.0,,
100401.0,GGOEGAAB010516,1,18.0,,
100402.0,GGOEGFKQ014499,1,24.99,,
100403.0,GGOEFAAB010617,2,13.0,,
100404.0,GGOEGAAB010516,2,36.0,,
100405.0,GGOEGFXQ016399,1,79.0,,
100406.0,GGOEGAXB098810,1,26.5,,
100407.0,GGOEGDHH087299,1,99.99,,
100408.0,GGOEGAXB098810,2,53.0,,
100409.0,GGOEGBJR013999,1,22.0,,
100410.0,GGOEGFXQ016399,2,158.0,,
100411.0,GGOEGDHH087299,1,99.99,,
100412.0,GGOEFAAB010617,3,19.5,,
100413.0,GGOEGFXQ016399,1,79.0,,
100414.0,GGOEGDHH087299,1,99.99,,
100415.0,GGOEGAAB010516,1,18.0,,
100416.0,GGOEGAAB010516,1,18.0,,
100417.0,GGOEAKBB010299,1,65.0,,
100418.0,GGOEAKBB010299,1,65.0,,
100419.0,GGOEGBJR013999,1,22.0,,
100420.0,GGOEFAAB010617,2,13.0,,
100421.0,GGOEGBJR013999,1,22.0,,
100422.0,GGOEGFKQ014499,3,74.97,,
100423.0,GGOEGFXQ016399,1,79.0,,
100424.0,GGOEAAEB099214,1,12.5,,
100425.0,GGOEFAAB010617,1,6.5,,
100426.0,GGOEGDHH087299,1,99.99,,
100427.0,GGOEGAXB098810,3,79.5,,
100428.0,GGOEGFXQ016399,2,158.0,,
100429.0,GGOEGDHH087299,1,99.99,,
100430.0,GGOEFAAB010617,1,6.5,,
100431.0,GGOEFAAB010617,1,6.5,,
100432.0,GGOEGDHH087299,1,99.99,,
100433.0,GGOEYHPB098810,1,48.0,,
100434.0,GGOEGAAB010516,1,18.0,,
100435.0,GGOEAKBB010299,1,65.0,,
100436.0,GGOEYHPB098810,1,48.0,,
100437.0,GGOEGFKQ014499,1,24.99,,
100438.0,GGOEGDHH087299,2,199.98,,
100439.0,GGOEGFXQ016399,1,79.0,,
100440.0,GGOEGAXB098810,1,26.5,,
100441.0,GGOEGFKQ014499,1,24.99,,
100442.0,GGOEYHPB098810,1,48.0,,
100443.0,GGOEYHPB098810,2,96.0,,
100444.0,GGOEFAAB010617,1,6.5,,
100445.0,GGOEGAXB098810,1,26.5,,
100446.0,GGOEGAAB010516,2,36.0,,
100447.0,GGOEFAAB010617,1,6.5,,
100448.0,GGOEYHPB098810,1,48.0,,
100449.0,GGOEGFXQ016399,1,79.0,,
100450.0,GGOEGFXQ016399,1,79.0,,
100451.0,GGOEGDHH087299,1,99.99,,
100452.0,GGOEGAAB010516,2,36.0,,
100453.0,GGOEAAEB099214,1,12.5,,
100454.0,GGOEAAEB099214,1,12.5,,
100455.0,GGOEYHPB098810,1,48.0,,
100456.0,GGOEAKBB010299,1,65.0,,
100457.0,GGOEYHPB098810,2,96.0,,
100458.0,GGOEFAAB010617,1,6.5,,
100459.0,GGOEGDHH087299,1,99.99,,
100460.0,GGOEGFKQ014499,1,24.99,,
100461.0,GGOEFAAB010617,1,6.5,,
100462.0,GGOEGFXQ016399,1,79.0,,
100463.0,GGOEAAEB099214,1,12.5,,
100464.0,GGOEGFKQ014499,1,24.99,,
100465.0,GGOEGFKQ014499,1,24.99,,
100466.0,GGOEGDHH087299,1,99.99,,
100467.0,GGOEGAAB010516,1,18.0,,
100468.0,GGOEFAAB010617,1,6.5,,
100469.0,GGOEGAAB010516,1,18.0,,
100470.0,GGOEAKBB010299,1,65.0,,
100471.0,GGOEGDHH087299,1,99.99,,
100472.0,GGOEAKBB010299,1,65.0,,
100473.0,GGOEGFKQ014499,1,24.99,,
100474.0,GGOEGDHH087299,2,199.98,,
100475.0,GGOEGFKQ014499,1,24.99,,
100476.0,GGOEGAXB098810,1,26.5,,
100477.0,GGOEGFKQ014499,1,24.99,,
100478.0,GGOEFAAB010617,1,6.5,,
100479.0,GGOEGFKQ014499,1,24.99,,
100480.0,GGOEGFKQ014499,2,49.98,,
100481.0,GGOEGFXQ016399,1,79.0,,
100482.0,GGOEAAEB099214,1,12.5,,
100483.0,GGOEGBJR013999,1,22.0,,
100484.0,GGOEGAXB098810,1,26.5,,
100485.0,GGOEFAAB010617,1,6.5,,
100486.0,GGOEYHPB098810,2,96.0,,
100487.0,GGOEGBJR013999,2,44.0,,
100488.0,GGOEFAAB010617,1,6.5,,
100489.0,GGOEGBJR013999,2,44.0,,
100490.0,GGOEGBJR013999,1,22.0,,
100491.0,GGOEFAAB010617,1,6.5,,
100492.0,GGOEFAAB010617,1,6.5,,
100493.0,GGOEGFKQ014499,1,24.99,,
100494.0,GGOEGBJR013999,2,44.0,,
100495.0,GGOEGAXB098810,1,26.5,,
100496.0,GGOEGBJR013999,1,22.0,,
100497.0,GGOEGAAB010516,1,18.0,,
100498.0,GGOEGAAB010516,1,18.0,,
100499.0,GGOEGDHH087299,2,199.98,,
100500.0,GGOEGBJR013999,3,66.0,,
100501.0,GGOEFAAB010617,3,19.5,,
100502.0,GGOEGDHH087299,1,99.99,,
100503.0,GGOEGDHH087299,1,99.99,,
100504.0,GGOEYHPB098810,1,48.0,,
100505.0,GGOEGFXQ016399,1,79.0,,
100506.0,GGOEAAEB099214,1,12.5,,
100507.0,GGOEAAEB099214,1,12.5,,
100508.0,GGOEGFXQ016399,1,79.0,,
100509.0,GGOEGDHH087299,1,99.99,,
100510.0,GGOEGDHH087299,1,99.99,,
100511.0,GGOEGFKQ014499,1,24.99,,
100512.0,GGOEYHPB098810,1,48.0,,
100513.0,GGOEGFXQ016399,1,79.0,,
100514.0,GGOEFAAB010617,1,6.5,,
100515.0,GGOEYHPB098810,1,48.0,,
100516.0,GGOEFAAB010617,1,6.5,,
100517.0,GGOEAKBB010299,1,65.0,,
100518.0,GGOEGFXQ016399,1,79.0,,
100519.0,GGOEGDHH087299,1,99.99,,
100520.0,GGOEAAEB099214,1,12.5,,
100521.0,GGOEAAEB099214,1,12.5,,
100522.0,GGOEYHPB098810,1,48.0,,
100523.0,GGOEAKBB010299,2,130.0,,
100524.0,GGOEGAAB010516,1,18.0,,
100525.0,GGOEGAAB010516,1,18.0,,
100526.0,GGOEAAEB099214,1,12.5,,
100527.0,GGOEAKBB010299,1,65.0,,
100528.0,GGOEAKBB010299,1,65.0,,
100529.0,GGOEAKBB010299,1,65.0,,
100530.0,GGOEGFKQ014499,1,24.99,,
100531.0,GGOEFAAB010617,2,13.0,,
100532.0,GGOEGAXB098810,2,53.0,,
100533.0,GGOEAAEB099214,1,12.5,,
100534.0,GGOEGAAB010516,1,18.0,,
100535.0,GGOEAAEB099214,1,12.5,,
100536.0,GGOEFAAB010617,1,6.5,,
100537.0,GGOEGDHH087299,1,99.99,,
100538.0,GGOEFAAB010617,1,6.5,,
100539.0,GGOEYHPB098810,1,48.0,,
100540.0,GGOEYHPB098810,2,96.0,,
100541.0,GGOEGFXQ016399,1,79.0,,
100542.0,GGOEGFXQ016399,1,79.0,,
100543.0,GGOEGFKQ014499,1,24.99,,
100544.0,GGOEYHPB098810,1,48.0,,
100545.0,GGOEGFXQ016399,1,79.0,,
100546.0,GGOEFAAB010617,1,6.5,,
100547.0,GGOEAAEB099214,1,12.5,,
100548.0,GGOEGFXQ016399,1,79.0,,
100549.0,GGOEGAAB010516,1,18.0,,
100550.0,GGOEGDHH087299,1,99.99,,
100551.0,GGOEGFKQ014499,1,24.99,,
100552.0,GGOEGBJR013999,2,44.0,,
100553.0,GGOEYHPB098810,1,48.0,,
100554.0,GGOEGAAB010516,1,18.0,,
100555.0,GGOEGAXB098810,1,26.5,,
100556.0,GGOEGAXB098810,2,53.0,,
100557.0,GGOEFAAB010617,1,6.5,,
100558.0,GGOEGFXQ016399,1,79.0,,
100559.0,GGOEGAAB010516,2,36.0,,
100560.0,GGOEAKBB010299,1,65.0,,
100561.0,GGOEFAAB010617,2,13.0,,
100562.0,GGOEGAXB098810,3,79.5,,
100563.0,GGOEGDHH087299,1,99.99,,
100564.0,GGOEFAAB010617,2,13.0,,
100565.0,GGOEGFKQ014499,1,24.99,,
100566.0,GGOEFAAB010617,1,6.5,,
100567.0,GGOEGAAB010516,1,18.0,,
100568.0,GGOEGAXB098810,1,26.5,,
100569.0,GGOEAAEB099214,1,12.5,,
100570.0,GGOEAKBB010299,1,65.0,,
100571.0,GGOEAAEB099214,2,25.0,,
100572.0,GGOEGAAB010516,3,54.0,,
100573.0,GGOEGBJR013999,1,22.0,,
100574.0,GGOEAAEB099214,3,37.5,,
100575.0,GGOEAAEB099214,1,12.5,,
