product_id,product_name,category,subcategory,brand,selling_price,unit_cost,stock_quantity
PRD-RELO-743,Watches & Gifts Item,Watches & Gifts,Watches & Gifts,Standard Brand,213.17000000000002,,100
PRD-ESPO-987,Sports & Leisure Item,Sports & Leisure,Sports & Leisure,Standard Brand,129.15,,100
PRD-ESPO-636,Sports & Leisure Item,Sports & Leisure,Sports & Leisure,Standard Brand,123.53,,100
PRD-CAMA-908,"Bed, Bath & Table Item","Bed, Bath & Table","Bed, Bath & Table",Standard Brand,87.61,,100
PRD-BELE-946,Health & Beauty Item,Health & Beauty,Health & Beauty,Standard Brand,125.395,,100
PRD-MOVE-257,Furniture & Decor Item,Furniture & Decor,Furniture & Decor,Standard Brand,71.78200000000001,,100
PRD-RELO-144,Watches & Gifts Item,Watches & Gifts,Watches & Gifts,Standard Brand,220.23,,100
PRD-BELE-200,Health & Beauty Item,Health & Beauty,Health & Beauty,Standard Brand,126.01833333333333,,100
PRD-MOVE-885,Furniture & Decor Item,Furniture & Decor,Furniture & Decor,Standard Brand,80.7925,,100
PRD-CAMA-286,"Bed, Bath & Table Item","Bed, Bath & Table","Bed, Bath & Table",Standard Brand,94.63,,100
PRD-ESPO-847,Sports & Leisure Item,Sports & Leisure,Sports & Leisure,Standard Brand,110.36600000000001,,100
PRD-CAMA-209,"Bed, Bath & Table Item","Bed, Bath & Table","Bed, Bath & Table",Standard Brand,102.27666666666667,,100
PRD-RELO-673,Watches & Gifts Item,Watches & Gifts,Watches & Gifts,Standard Brand,201.06799999999998,,100
PRD-ESPO-452,Sports & Leisure Item,Sports & Leisure,Sports & Leisure,Standard Brand,68.67,,100
PRD-CAMA-583,"Bed, Bath & Table Item","Bed, Bath & Table","Bed, Bath & Table",Standard Brand,99.19285714285715,,100
PRD-RELO-160,Watches & Gifts Item,Watches & Gifts,Watches & Gifts,Standard Brand,207.51999999999998,,100
PRD-CAMA-502,"Bed, Bath & Table Item","Bed, Bath & Table","Bed, Bath & Table",Standard Brand,100.7325,,100
PRD-MOVE-645,Furniture & Decor Item,Furniture & Decor,Furniture & Decor,Standard Brand,80.97,,100
PRD-MOVE-111,Furniture & Decor Item,Furniture & Decor,Furniture & Decor,Standard Brand,85.67999999999999,,100
PRD-CAMA-255,"Bed, Bath & Table Item","Bed, Bath & Table","Bed, Bath & Table",Standard Brand,108.55250000000001,,100
PRD-ESPO-606,Sports & Leisure Item,Sports & Leisure,Sports & Leisure,Standard Brand,99.705,,100
PRD-MOVE-908,Furniture & Decor Item,Furniture & Decor,Furniture & Decor,Standard Brand,82.86800000000001,,100
PRD-ESPO-833,Sports & Leisure Item,Sports & Leisure,Sports & Leisure,Standard Brand,114.57428571428571,,100
PRD-CAMA-436,"Bed, Bath & Table Item","Bed, Bath & Table","Bed, Bath & Table",Standard Brand,87.395,,100
PRD-MOVE-886,Furniture & Decor Item,Furniture & Decor,Furniture & Decor,Standard Brand,82.77571428571427,,100
PRD-MOVE-754,Furniture & Decor Item,Furniture & Decor,Furniture & Decor,Standard Brand,79.99666666666667,,100
PRD-INFO-113,Computers & Tech Item,Computers & Tech,Computers & Tech,Standard Brand,171.54500000000002,,100
PRD-MOVE-603,Furniture & Decor Item,Furniture & Decor,Furniture & Decor,Standard Brand,93.65833333333335,,100
PRD-RELO-980,Watches & Gifts Item,Watches & Gifts,Watches & Gifts,Standard Brand,186.024,,100
PRD-BELE-590,Health & Beauty Item,Health & Beauty,Health & Beauty,Standard Brand,133.34,,100
PRD-MOVE-791,Furniture & Decor Item,Furniture & Decor,Furniture & Decor,Standard Brand,83.1,,100
PRD-INFO-728,Computers & Tech Item,Computers & Tech,Computers & Tech,Standard Brand,136.815,,100
PRD-MOVE-239,Furniture & Decor Item,Furniture & Decor,Furniture & Decor,Standard Brand,99.84,,100
PRD-CAMA-826,"Bed, Bath & Table Item","Bed, Bath & Table","Bed, Bath & Table",Standard Brand,102.42,,100
PRD-MOVE-983,Furniture & Decor Item,Furniture & Decor,Furniture & Decor,Standard Brand,110.095,,100
PRD-MOVE-739,Furniture & Decor Item,Furniture & Decor,Furniture & Decor,Standard Brand,109.0525,,100
PRD-MOVE-647,Furniture & Decor Item,Furniture & Decor,Furniture & Decor,Standard Brand,86.07428571428571,,100
PRD-BELE-267,Health & Beauty Item,Health & Beauty,Health & Beauty,Standard Brand,117.06333333333333,,100
PRD-MOVE-497,Furniture & Decor Item,Furniture & Decor,Furniture & Decor,Standard Brand,85.47142857142856,,100
PRD-BELE-693,Health & Beauty Item,Health & Beauty,Health & Beauty,Standard Brand,130.87,,100
PRD-ESPO-578,Sports & Leisure Item,Sports & Leisure,Sports & Leisure,Standard Brand,105.886,,100
PRD-INFO-537,Computers & Tech Item,Computers & Tech,Computers & Tech,Standard Brand,154.52428571428572,,100
PRD-MOVE-570,Furniture & Decor Item,Furniture & Decor,Furniture & Decor,Standard Brand,71.11,,100
PRD-INFO-830,Computers & Tech Item,Computers & Tech,Computers & Tech,Standard Brand,147.3166666666667,,100
PRD-CAMA-677,"Bed, Bath & Table Item","Bed, Bath & Table","Bed, Bath & Table",Standard Brand,83.61,,100
PRD-BELE-524,Health & Beauty Item,Health & Beauty,Health & Beauty,Standard Brand,108.5175,,100
PRD-ESPO-501,Sports & Leisure Item,Sports & Leisure,Sports & Leisure,Standard Brand,120.82,,100
PRD-BELE-439,Health & Beauty Item,Health & Beauty,Health & Beauty,Standard Brand,125.20166666666667,,100
PRD-ESPO-177,Sports & Leisure Item,Sports & Leisure,Sports & Leisure,Standard Brand,131.985,,100
PRD-CAMA-792,"Bed, Bath & Table Item","Bed, Bath & Table","Bed, Bath & Table",Standard Brand,89.476,,100
PRD-MOVE-994,Furniture & Decor Item,Furniture & Decor,Furniture & Decor,Standard Brand,99.05,,100
PRD-MOVE-680,Furniture & Decor Item,Furniture & Decor,Furniture & Decor,Standard Brand,101.765,,100
PRD-RELO-566,Watches & Gifts Item,Watches & Gifts,Watches & Gifts,Standard Brand,171.1833333333333,,100
PRD-ESPO-797,Sports & Leisure Item,Sports & Leisure,Sports & Leisure,Standard Brand,111.87333333333333,,100
PRD-CAMA-195,"Bed, Bath & Table Item","Bed, Bath & Table","Bed, Bath & Table",Standard Brand,102.75399999999999,,100
PRD-MOVE-459,Furniture & Decor Item,Furniture & Decor,Furniture & Decor,Standard Brand,94.14,,100
PRD-BELE-212,Health & Beauty Item,Health & Beauty,Health & Beauty,Standard Brand,125.585,,100
PRD-ESPO-563,Sports & Leisure Item,Sports & Leisure,Sports & Leisure,Standard Brand,135.44333333333333,,100
PRD-INFO-253,Computers & Tech Item,Computers & Tech,Computers & Tech,Standard Brand,149.262,,100
PRD-INFO-647,Computers & Tech Item,Computers & Tech,Computers & Tech,Standard Brand,162.25666666666666,,100
PRD-INFO-888,Computers & Tech Item,Computers & Tech,Computers & Tech,Standard Brand,159.7675,,100
PRD-RELO-393,Watches & Gifts Item,Watches & Gifts,Watches & Gifts,Standard Brand,240.89666666666668,,100
PRD-RELO-600,Watches & Gifts Item,Watches & Gifts,Watches & Gifts,Standard Brand,170.345,,100
PRD-CAMA-977,"Bed, Bath & Table Item","Bed, Bath & Table","Bed, Bath & Table",Standard Brand,97.604,,100
PRD-CAMA-456,"Bed, Bath & Table Item","Bed, Bath & Table","Bed, Bath & Table",Standard Brand,83.194,,100
PRD-ESPO-523,Sports & Leisure Item,Sports & Leisure,Sports & Leisure,Standard Brand,119.81666666666666,,100
PRD-INFO-356,Computers & Tech Item,Computers & Tech,Computers & Tech,Standard Brand,126.14,,100
PRD-INFO-147,Computers & Tech Item,Computers & Tech,Computers & Tech,Standard Brand,169.09666666666666,,100
PRD-RELO-840,Watches & Gifts Item,Watches & Gifts,Watches & Gifts,Standard Brand,229.02499999999998,,100
PRD-CAMA-689,"Bed, Bath & Table Item","Bed, Bath & Table","Bed, Bath & Table",Standard Brand,102.12666666666667,,100
PRD-RELO-809,Watches & Gifts Item,Watches & Gifts,Watches & Gifts,Standard Brand,178.805,,100
PRD-MOVE-956,Furniture & Decor Item,Furniture & Decor,Furniture & Decor,Standard Brand,85.97375,,100
PRD-RELO-705,Watches & Gifts Item,Watches & Gifts,Watches & Gifts,Standard Brand,200.082,,100
PRD-INFO-761,Computers & Tech Item,Computers & Tech,Computers & Tech,Standard Brand,156.87333333333333,,100
PRD-CAMA-129,"Bed, Bath & Table Item","Bed, Bath & Table","Bed, Bath & Table",Standard Brand,115.61333333333334,,100
PRD-CAMA-357,"Bed, Bath & Table Item","Bed, Bath & Table","Bed, Bath & Table",Standard Brand,116.33599999999998,,100
PRD-CAMA-834,"Bed, Bath & Table Item","Bed, Bath & Table","Bed, Bath & Table",Standard Brand,93.835,,100
PRD-RELO-188,Watches & Gifts Item,Watches & Gifts,Watches & Gifts,Standard Brand,216.9625,,100
PRD-INFO-565,Computers & Tech Item,Computers & Tech,Computers & Tech,Standard Brand,144.77,,100
PRD-RELO-125,Watches & Gifts Item,Watches & Gifts,Watches & Gifts,Standard Brand,190.91199999999998,,100
PRD-RELO-435,Watches & Gifts Item,Watches & Gifts,Watches & Gifts,Standard Brand,203.19000000000003,,100
PRD-MOVE-852,Furniture & Decor Item,Furniture & Decor,Furniture & Decor,Standard Brand,85.71000000000001,,100
PRD-CAMA-258,"Bed, Bath & Table Item","Bed, Bath & Table","Bed, Bath & Table",Standard Brand,113.69,,100
PRD-MOVE-863,Furniture & Decor Item,Furniture & Decor,Furniture & Decor,Standard Brand,77.24833333333333,,100
PRD-RELO-576,Watches & Gifts Item,Watches & Gifts,Watches & Gifts,Standard Brand,125.11333333333334,,100
PRD-BELE-380,Health & Beauty Item,Health & Beauty,Health & Beauty,Standard Brand,121.38571428571429,,100
PRD-RELO-162,Watches & Gifts Item,Watches & Gifts,Watches & Gifts,Standard Brand,198.9466666666667,,100
PRD-ESPO-631,Sports & Leisure Item,Sports & Leisure,Sports & Leisure,Standard Brand,111.46999999999998,,100
PRD-RELO-350,Watches & Gifts Item,Watches & Gifts,Watches & Gifts,Standard Brand,202.026,,100
PRD-CAMA-289,"Bed, Bath & Table Item","Bed, Bath & Table","Bed, Bath & Table",Standard Brand,123.7475,,100
PRD-MOVE-226,Furniture & Decor Item,Furniture & Decor,Furniture & Decor,Standard Brand,86.11428571428571,,100
PRD-MOVE-811,Furniture & Decor Item,Furniture & Decor,Furniture & Decor,Standard Brand,93.45,,100
PRD-RELO-631,Watches & Gifts Item,Watches & Gifts,Watches & Gifts,Standard Brand,210.192,,100
PRD-ESPO-199,Sports & Leisure Item,Sports & Leisure,Sports & Leisure,Standard Brand,110.985,,100
PRD-MOVE-612,Furniture & Decor Item,Furniture & Decor,Furniture & Decor,Standard Brand,87.982,,100
PRD-MOVE-376,Furniture & Decor Item,Furniture & Decor,Furniture & Decor,Standard Brand,80.514,,100
PRD-ESPO-191,Sports & Leisure Item,Sports & Leisure,Sports & Leisure,Standard Brand,81.505,,100
PRD-MOVE-456,Furniture & Decor Item,Furniture & Decor,Furniture & Decor,Standard Brand,90.09,,100
PRD-MOVE-794,Furniture & Decor Item,Furniture & Decor,Furniture & Decor,Standard Brand,77.35666666666667,,100
PRD-ESPO-111,Sports & Leisure Item,Sports & Leisure,Sports & Leisure,Standard Brand,99.56428571428572,,100
PRD-BELE-564,Health & Beauty Item,Health & Beauty,Health & Beauty,Standard Brand,119.81166666666667,,100
PRD-RELO-612,Watches & Gifts Item,Watches & Gifts,Watches & Gifts,Standard Brand,254.99,,100
PRD-ESPO-492,Sports & Leisure Item,Sports & Leisure,Sports & Leisure,Standard Brand,125.14999999999999,,100
PRD-INFO-528,Computers & Tech Item,Computers & Tech,Computers & Tech,Standard Brand,141.63,,100
PRD-RELO-146,Watches & Gifts Item,Watches & Gifts,Watches & Gifts,Standard Brand,242.375,,100
PRD-CAMA-889,"Bed, Bath & Table Item","Bed, Bath & Table","Bed, Bath & Table",Standard Brand,105.3825,,100
PRD-MOVE-403,Furniture & Decor Item,Furniture & Decor,Furniture & Decor,Standard Brand,88.02499999999999,,100
PRD-BELE-687,Health & Beauty Item,Health & Beauty,Health & Beauty,Standard Brand,131.31599999999997,,100
PRD-CAMA-781,"Bed, Bath & Table Item","Bed, Bath & Table","Bed, Bath & Table",Standard Brand,106.03833333333334,,100
PRD-MOVE-132,Furniture & Decor Item,Furniture & Decor,Furniture & Decor,Standard Brand,94.545,,100
PRD-RELO-587,Watches & Gifts Item,Watches & Gifts,Watches & Gifts,Standard Brand,196.6475,,100
PRD-RELO-121,Watches & Gifts Item,Watches & Gifts,Watches & Gifts,Standard Brand,174.415,,100
PRD-INFO-310,Computers & Tech Item,Computers & Tech,Computers & Tech,Standard Brand,162.29,,100
PRD-BELE-814,Health & Beauty Item,Health & Beauty,Health & Beauty,Standard Brand,145.75,,100
PRD-INFO-602,Computers & Tech Item,Computers & Tech,Computers & Tech,Standard Brand,132.15333333333334,,100
PRD-RELO-729,Watches & Gifts Item,Watches & Gifts,Watches & Gifts,Standard Brand,216.00166666666667,,100
PRD-CAMA-151,"Bed, Bath & Table Item","Bed, Bath & Table","Bed, Bath & Table",Standard Brand,99.84,,100
PRD-CAMA-887,"Bed, Bath & Table Item","Bed, Bath & Table","Bed, Bath & Table",Standard Brand,103.425,,100
PRD-CAMA-821,"Bed, Bath & Table Item","Bed, Bath & Table","Bed, Bath & Table",Standard Brand,87.07,,100
PRD-MOVE-695,Furniture & Decor Item,Furniture & Decor,Furniture & Decor,Standard Brand,113.95666666666666,,100
PRD-ESPO-602,Sports & Leisure Item,Sports & Leisure,Sports & Leisure,Standard Brand,98.215,,100
PRD-CAMA-951,"Bed, Bath & Table Item","Bed, Bath & Table","Bed, Bath & Table",Standard Brand,81.955,,100
PRD-INFO-717,Computers & Tech Item,Computers & Tech,Computers & Tech,Standard Brand,144.478,,100
PRD-RELO-756,Watches & Gifts Item,Watches & Gifts,Watches & Gifts,Standard Brand,220.46583333333334,,100
PRD-CAMA-344,"Bed, Bath & Table Item","Bed, Bath & Table","Bed, Bath & Table",Standard Brand,109.77166666666666,,100
PRD-BELE-565,Health & Beauty Item,Health & Beauty,Health & Beauty,Standard Brand,139.8475,,100
PRD-ESPO-185,Sports & Leisure Item,Sports & Leisure,Sports & Leisure,Standard Brand,114.68,,100
PRD-MOVE-841,Furniture & Decor Item,Furniture & Decor,Furniture & Decor,Standard Brand,74.37142857142858,,100
PRD-INFO-575,Computers & Tech Item,Computers & Tech,Computers & Tech,Standard Brand,125.88600000000001,,100
PRD-INFO-735,Computers & Tech Item,Computers & Tech,Computers & Tech,Standard Brand,135.94400000000002,,100
PRD-CAMA-730,"Bed, Bath & Table Item","Bed, Bath & Table","Bed, Bath & Table",Standard Brand,84.24285714285715,,100
PRD-INFO-780,Computers & Tech Item,Computers & Tech,Computers & Tech,Standard Brand,141.51999999999998,,100
PRD-INFO-861,Computers & Tech Item,Computers & Tech,Computers & Tech,Standard Brand,168.36,,100
PRD-ESPO-167,Sports & Leisure Item,Sports & Leisure,Sports & Leisure,Standard Brand,103.424,,100
PRD-RELO-271,Watches & Gifts Item,Watches & Gifts,Watches & Gifts,Standard Brand,199.3125,,100
PRD-BELE-514,Health & Beauty Item,Health & Beauty,Health & Beauty,Standard Brand,140.754,,100
PRD-ESPO-324,Sports & Leisure Item,Sports & Leisure,Sports & Leisure,Standard Brand,87.1125,,100
PRD-RELO-138,Watches & Gifts Item,Watches & Gifts,Watches & Gifts,Standard Brand,192.612,,100
PRD-ESPO-611,Sports & Leisure Item,Sports & Leisure,Sports & Leisure,Standard Brand,145.24333333333334,,100
PRD-MOVE-778,Furniture & Decor Item,Furniture & Decor,Furniture & Decor,Standard Brand,86.38199999999999,,100
PRD-INFO-883,Computers & Tech Item,Computers & Tech,Computers & Tech,Standard Brand,152.124,,100
PRD-INFO-949,Computers & Tech Item,Computers & Tech,Computers & Tech,Standard Brand,104.05666666666666,,100
PRD-MOVE-583,Furniture & Decor Item,Furniture & Decor,Furniture & Decor,Standard Brand,85.32714285714285,,100
PRD-MOVE-654,Furniture & Decor Item,Furniture & Decor,Furniture & Decor,Standard Brand,104.23,,100
PRD-ESPO-638,Sports & Leisure Item,Sports & Leisure,Sports & Leisure,Standard Brand,108.07,,100
PRD-INFO-301,Computers & Tech Item,Computers & Tech,Computers & Tech,Standard Brand,122.77,,100
PRD-CAMA-992,"Bed, Bath & Table Item","Bed, Bath & Table","Bed, Bath & Table",Standard Brand,66.61666666666666,,100
PRD-RELO-669,Watches & Gifts Item,Watches & Gifts,Watches & Gifts,Standard Brand,196.28,,100
PRD-RELO-964,Watches & Gifts Item,Watches & Gifts,Watches & Gifts,Standard Brand,214.31499999999997,,100
PRD-CAMA-618,"Bed, Bath & Table Item","Bed, Bath & Table","Bed, Bath & Table",Standard Brand,123.86500000000001,,100
PRD-CAMA-458,"Bed, Bath & Table Item","Bed, Bath & Table","Bed, Bath & Table",Standard Brand,94.90799999999999,,100
PRD-MOVE-384,Furniture & Decor Item,Furniture & Decor,Furniture & Decor,Standard Brand,89.518,,100
PRD-BELE-320,Health & Beauty Item,Health & Beauty,Health & Beauty,Standard Brand,139.84,,100
PRD-BELE-599,Health & Beauty Item,Health & Beauty,Health & Beauty,Standard Brand,124.03400000000002,,100
PRD-INFO-171,Computers & Tech Item,Computers & Tech,Computers & Tech,Standard Brand,169.36333333333334,,100
PRD-BELE-214,Health & Beauty Item,Health & Beauty,Health & Beauty,Standard Brand,130.73,,100
PRD-MOVE-556,Furniture & Decor Item,Furniture & Decor,Furniture & Decor,Standard Brand,85.682,,100
PRD-INFO-131,Computers & Tech Item,Computers & Tech,Computers & Tech,Standard Brand,153.29000000000002,,100
PRD-ESPO-575,Sports & Leisure Item,Sports & Leisure,Sports & Leisure,Standard Brand,121.146,,100
PRD-BELE-683,Health & Beauty Item,Health & Beauty,Health & Beauty,Standard Brand,122.14,,100
PRD-MOVE-500,Furniture & Decor Item,Furniture & Decor,Furniture & Decor,Standard Brand,82.976,,100
PRD-INFO-547,Computers & Tech Item,Computers & Tech,Computers & Tech,Standard Brand,150.12333333333333,,100
PRD-RELO-240,Watches & Gifts Item,Watches & Gifts,Watches & Gifts,Standard Brand,215.2,,100
PRD-BELE-500,Health & Beauty Item,Health & Beauty,Health & Beauty,Standard Brand,118.84125,,100
PRD-INFO-967,Computers & Tech Item,Computers & Tech,Computers & Tech,Standard Brand,153.18166666666667,,100
PRD-ESPO-249,Sports & Leisure Item,Sports & Leisure,Sports & Leisure,Standard Brand,93.04,,100
PRD-MOVE-625,Furniture & Decor Item,Furniture & Decor,Furniture & Decor,Standard Brand,101.78833333333334,,100
PRD-ESPO-924,Sports & Leisure Item,Sports & Leisure,Sports & Leisure,Standard Brand,116.17,,100
PRD-CAMA-882,"Bed, Bath & Table Item","Bed, Bath & Table","Bed, Bath & Table",Standard Brand,115.86799999999998,,100
PRD-INFO-484,Computers & Tech Item,Computers & Tech,Computers & Tech,Standard Brand,141.872,,100
PRD-MOVE-867,Furniture & Decor Item,Furniture & Decor,Furniture & Decor,Standard Brand,88.5375,,100
PRD-BELE-305,Health & Beauty Item,Health & Beauty,Health & Beauty,Standard Brand,126.88499999999999,,100
PRD-ESPO-211,Sports & Leisure Item,Sports & Leisure,Sports & Leisure,Standard Brand,93.65166666666666,,100
PRD-RELO-543,Watches & Gifts Item,Watches & Gifts,Watches & Gifts,Standard Brand,189.52499999999998,,100
PRD-ESPO-337,Sports & Leisure Item,Sports & Leisure,Sports & Leisure,Standard Brand,117.2957142857143,,100
PRD-INFO-174,Computers & Tech Item,Computers & Tech,Computers & Tech,Standard Brand,142.375,,100
PRD-RELO-991,Watches & Gifts Item,Watches & Gifts,Watches & Gifts,Standard Brand,211.6825,,100
PRD-MOVE-965,Furniture & Decor Item,Furniture & Decor,Furniture & Decor,Standard Brand,84.99,,100
PRD-BELE-763,Health & Beauty Item,Health & Beauty,Health & Beauty,Standard Brand,107.32,,100
PRD-ESPO-580,Sports & Leisure Item,Sports & Leisure,Sports & Leisure,Standard Brand,86.15666666666668,,100
PRD-INFO-397,Computers & Tech Item,Computers & Tech,Computers & Tech,Standard Brand,160.41333333333333,,100
PRD-RELO-308,Watches & Gifts Item,Watches & Gifts,Watches & Gifts,Standard Brand,252.16666666666666,,100
PRD-MOVE-254,Furniture & Decor Item,Furniture & Decor,Furniture & Decor,Standard Brand,72.22500000000001,,100
PRD-ESPO-230,Sports & Leisure Item,Sports & Leisure,Sports & Leisure,Standard Brand,164.28,,100
PRD-MOVE-777,Furniture & Decor Item,Furniture & Decor,Furniture & Decor,Standard Brand,71.2025,,100
PRD-BELE-306,Health & Beauty Item,Health & Beauty,Health & Beauty,Standard Brand,143.942,,100
PRD-CAMA-652,"Bed, Bath & Table Item","Bed, Bath & Table","Bed, Bath & Table",Standard Brand,101.56,,100
PRD-ESPO-702,Sports & Leisure Item,Sports & Leisure,Sports & Leisure,Standard Brand,110.07,,100
PRD-CAMA-658,"Bed, Bath & Table Item","Bed, Bath & Table","Bed, Bath & Table",Standard Brand,101.21000000000001,,100
PRD-MOVE-550,Furniture & Decor Item,Furniture & Decor,Furniture & Decor,Standard Brand,97.435,,100
PRD-INFO-952,Computers & Tech Item,Computers & Tech,Computers & Tech,Standard Brand,152.398,,100
PRD-MOVE-397,Furniture & Decor Item,Furniture & Decor,Furniture & Decor,Standard Brand,86.6,,100
PRD-MOVE-421,Furniture & Decor Item,Furniture & Decor,Furniture & Decor,Standard Brand,82.306,,100
PRD-CAMA-187,"Bed, Bath & Table Item","Bed, Bath & Table","Bed, Bath & Table",Standard Brand,97.63666666666667,,100
PRD-BELE-191,Health & Beauty Item,Health & Beauty,Health & Beauty,Standard Brand,102.33142857142857,,100
PRD-RELO-470,Watches & Gifts Item,Watches & Gifts,Watches & Gifts,Standard Brand,217.875,,100
PRD-CAMA-139,"Bed, Bath & Table Item","Bed, Bath & Table","Bed, Bath & Table",Standard Brand,101.26666666666667,,100
PRD-RELO-810,Watches & Gifts Item,Watches & Gifts,Watches & Gifts,Standard Brand,182.285,,100
PRD-MOVE-337,Furniture & Decor Item,Furniture & Decor,Furniture & Decor,Standard Brand,76.1,,100
PRD-CAMA-522,"Bed, Bath & Table Item","Bed, Bath & Table","Bed, Bath & Table",Standard Brand,88.595,,100
PRD-BELE-582,Health & Beauty Item,Health & Beauty,Health & Beauty,Standard Brand,138.06333333333333,,100
PRD-BELE-538,Health & Beauty Item,Health & Beauty,Health & Beauty,Standard Brand,157.82000000000002,,100
PRD-INFO-804,Computers & Tech Item,Computers & Tech,Computers & Tech,Standard Brand,180.995,,100
PRD-BELE-679,Health & Beauty Item,Health & Beauty,Health & Beauty,Standard Brand,103.63250000000001,,100
